id_proveedor,id_entidad,n_contratos,pct_no_competitiva,score_riesgo_favoritismo,label
P0101,E04,2,0.5,0.0,0
P0206,E14,1,0.0,0.0,0
P0153,E13,2,0.5,0.0,0
P0170,E00,1,1.0,0.0,0
P0096,E09,3,0.6666666666666666,0.0,0
P0100,E13,1,0.0,0.0,0
P0111,E05,2,0.5,0.0,0
P0153,E16,1,0.0,0.0,0
P0043,E12,1,1.0,0.0,0
P0170,E06,1,0.0,0.0,0
P0162,E10,1,0.0,0.0,0
P0033,E07,3,0.0,0.0,0
P0172,E13,1,0.0,0.0,0
P0055,E05,2,0.5,0.0,0
P0182,E14,4,0.25,0.0,0
P0115,E16,2,0.5,0.0,0
P0005,E12,2,0.5,0.0,0
P0060,E06,1,1.0,0.0,0
P0085,E06,2,0.0,0.0,0
P0044,E10,3,0.6666666666666666,0.0,0
P0053,E06,1,0.0,0.0,0
P0182,E09,3,0.6666666666666666,0.0,0
P0066,E03,3,0.6666666666666666,0.0,0
P0176,E07,2,0.0,0.0,0
P0154,E17,1,0.0,0.0,0
P0076,E05,2,0.0,0.0,0
P0105,E08,1,0.0,0.0,0
P0164,E01,1,1.0,0.0,0
P0012,E00,2,0.5,0.0,0
P0157,E10,2,0.5,0.0,0
P0218,E02,1,1.0,0.0,0
P0204,E14,3,0.3333333333333333,0.0,0
P0109,E08,1,0.0,0.0,0
P0189,E00,1,0.0,0.0,0
P0156,E03,1,0.0,0.0,0
P0213,E05,2,0.5,0.0,0
P0083,E13,1,0.0,0.0,0
P0128,E13,2,0.0,0.0,0
P0208,E11,1,0.0,0.0,0
P0089,E17,1,1.0,0.0,0
P0086,E01,1,0.0,0.0,0
P0069,E16,1,1.0,0.0,0
P0058,E09,1,0.0,0.0,0
P0035,E15,2,0.0,0.0,0
P0091,E16,1,1.0,0.0,0
P0194,E17,1,0.0,0.0,0
P0017,E05,3,0.0,0.0,0
P0024,E02,2,0.0,0.0,0
P0195,E06,1,1.0,0.0,0
P0199,E17,4,0.25,0.0,0
P0048,E09,1,1.0,0.0,0
P0012,E05,1,1.0,0.0,0
P0031,E14,1,0.0,0.0,0
P0137,E17,1,1.0,0.0,0
P0058,E01,1,0.0,0.0,0
P0192,E07,3,0.3333333333333333,0.0,0
P0023,E07,1,0.0,0.0,0
P0021,E13,2,1.0,0.0,0
P0090,E13,3,0.3333333333333333,0.0,0
P0032,E01,2,0.0,0.0,0
P0161,E11,1,0.0,0.0,0
P0105,E10,2,0.0,0.0,0
P0032,E13,2,1.0,0.0,0
P0146,E03,3,0.6666666666666666,0.0,0
P0038,E08,2,1.0,0.0,0
P0073,E05,1,0.0,0.0,0
P0056,E07,1,1.0,0.0,0
P0036,E15,2,0.0,0.0,0
P0203,E07,1,0.0,0.0,0
P0131,E02,1,1.0,0.0,0
P0111,E14,2,0.0,0.0,0
P0027,E11,1,0.0,0.0,0
P0001,E17,2,0.5,0.0,0
P0038,E07,2,0.0,0.0,0
P0197,E01,3,0.3333333333333333,0.0,0
P0010,E00,1,1.0,0.0,0
P0073,E13,3,0.6666666666666666,0.0,0
P0103,E12,3,0.6666666666666666,0.0,0
P0067,E00,5,0.0,0.0,0
P0188,E00,3,1.0,0.0,0
P0042,E11,2,0.0,0.0,0
P0210,E14,1,1.0,0.0,0
P0040,E10,1,1.0,0.0,0
P0019,E04,1,0.0,0.0,0
P0187,E12,1,0.0,0.0,0
P0090,E05,1,1.0,0.0,0
P0031,E06,1,1.0,0.0,0
P0155,E06,1,0.0,0.0,0
P0187,E09,2,1.0,0.0,0
P0021,E07,1,0.0,0.0,0
P0191,E02,1,0.0,0.0,0
P0063,E09,1,1.0,0.0,0
P0024,E13,1,0.0,0.0,0
P0050,E08,2,0.5,0.0,0
P0131,E12,1,1.0,0.0,0
P0205,E14,2,0.5,0.0,0
P0080,E02,3,0.0,0.0,0
P0038,E16,3,0.0,0.0,0
P0044,E06,1,1.0,0.0,0
P0013,E16,2,0.5,0.0,0
P0050,E07,2,0.5,0.0,0
P0197,E07,2,0.5,0.0,0
P0098,E17,1,0.0,0.0,0
P0084,E02,1,1.0,0.0,0
P0011,E08,1,0.0,0.0,0
P0153,E12,4,0.25,0.0,0
P0046,E08,2,0.5,0.0,0
P0217,E17,1,0.0,0.0,0
P0032,E17,2,0.0,0.0,0
P0206,E02,3,0.3333333333333333,0.0,0
P0048,E00,1,0.0,0.0,0
P0067,E17,2,0.0,0.0,0
P0082,E17,1,0.0,0.0,0
P0150,E07,1,0.0,0.0,0
P0123,E08,1,0.0,0.0,0
P0178,E08,1,0.0,0.0,0
P0063,E02,2,0.0,0.0,0
P0112,E07,1,1.0,0.0,0
P0150,E03,1,0.0,0.0,0
P0211,E14,2,0.5,0.0,0
P0031,E15,1,0.0,0.0,0
P0176,E12,1,0.0,0.0,0
P0017,E15,1,0.0,0.0,0
P0049,E14,1,1.0,0.0,0
P0164,E05,1,1.0,0.0,0
P0163,E15,2,0.5,0.0,0
P0152,E12,1,1.0,0.0,0
P0097,E06,1,1.0,0.0,0
P0182,E07,2,0.5,0.0,0
P0171,E13,1,1.0,0.0,0
P0210,E00,1,1.0,0.0,0
P0070,E12,1,1.0,0.0,0
P0065,E12,1,0.0,0.0,0
P0078,E15,1,0.0,0.0,0
P0031,E07,2,0.5,0.0,0
P0022,E12,2,0.0,0.0,0
P0130,E16,2,0.5,0.0,0
P0081,E05,2,0.0,0.0,0
P0094,E07,2,0.0,0.0,0
P0187,E00,1,0.0,0.0,0
P0207,E09,1,1.0,0.0,0
P0158,E05,1,1.0,0.0,0
P0032,E10,2,0.5,0.0,0
P0127,E04,1,0.0,0.0,0
P0098,E09,2,0.5,0.0,0
P0196,E08,1,1.0,0.0,0
P0185,E16,2,1.0,0.0,0
P0176,E06,1,0.0,0.0,0
P0163,E17,2,1.0,0.0,0
P0157,E07,1,0.0,0.0,0
P0117,E13,1,0.0,0.0,0
P0102,E08,1,1.0,0.0,0
P0169,E14,1,0.0,0.0,0
P0016,E09,1,1.0,0.0,0
P0124,E01,1,0.0,0.0,0
P0121,E07,1,0.0,0.0,0
P0145,E09,1,1.0,0.0,0
P0008,E04,2,0.5,0.0,0
P0052,E12,2,0.0,0.0,0
P0031,E08,1,0.0,0.0,0
P0215,E11,1,1.0,0.0,0
P0177,E16,1,0.0,0.0,0
P0017,E08,1,0.0,0.0,0
P0007,E01,1,0.0,0.0,0
P0158,E17,2,0.5,0.0,0
P0068,E01,1,0.0,0.0,0
P0012,E02,3,0.3333333333333333,0.0,0
P0016,E04,2,0.0,0.0,0
P0038,E00,1,1.0,0.0,0
P0021,E14,1,1.0,0.0,0
P0103,E13,2,0.5,0.0,0
P0064,E11,1,0.0,0.0,0
P0040,E07,2,1.0,0.0,0
P0044,E08,1,0.0,0.0,0
P0193,E07,1,0.0,0.0,0
P0153,E06,1,0.0,0.0,0
P0034,E11,3,0.3333333333333333,0.0,0
P0151,E11,1,1.0,0.0,0
P0166,E01,1,0.0,0.0,0
P0002,E16,1,0.0,0.0,0
P0167,E14,1,0.0,0.0,0
P0035,E03,2,0.5,0.0,0
P0092,E01,2,0.5,0.0,0
P0179,E15,1,1.0,0.0,0
P0014,E00,1,0.0,0.0,0
P0059,E11,1,1.0,0.0,0
P0023,E05,1,1.0,0.0,0
P0148,E01,2,0.0,0.0,0
P0027,E01,2,0.0,0.0,0
P0211,E06,2,0.0,0.0,0
P0146,E12,2,0.5,0.0,0
P0145,E14,1,1.0,0.0,0
P0166,E02,1,0.0,0.0,0
P0199,E05,1,0.0,0.0,0
P0073,E01,1,1.0,0.0,0
P0126,E11,2,0.0,0.0,0
P0074,E16,2,0.5,0.0,0
P0214,E07,1,0.0,0.0,0
P0108,E03,1,1.0,0.0,0
P0135,E12,1,0.0,0.0,0
P0173,E07,1,1.0,0.0,0
P0035,E01,1,0.0,0.0,0
P0166,E17,1,0.0,0.0,0
P0020,E03,1,0.0,0.0,0
P0133,E12,1,0.0,0.0,0
P0177,E00,1,0.0,0.0,0
P0067,E15,1,0.0,0.0,0
P0119,E04,1,1.0,0.0,0
P0064,E04,1,1.0,0.0,0
P0042,E05,1,1.0,0.0,0
P0199,E16,1,1.0,0.0,0
P0177,E13,1,1.0,0.0,0
P0111,E02,2,0.5,0.0,0
P0113,E13,1,0.0,0.0,0
P0166,E06,1,1.0,0.0,0
P0060,E08,2,0.5,0.0,0
P0179,E17,1,1.0,0.0,0
P0120,E10,1,0.0,0.0,0
P0061,E09,2,0.0,0.0,0
P0153,E07,3,0.3333333333333333,0.0,0
P0088,E16,2,0.0,0.0,0
P0043,E17,1,1.0,0.0,0
P0145,E01,1,0.0,0.0,0
P0005,E07,1,0.0,0.0,0
P0024,E14,2,0.0,0.0,0
P0191,E09,1,1.0,0.0,0
P0156,E05,1,0.0,0.0,0
P0139,E17,1,1.0,0.0,0
P0083,E05,1,0.0,0.0,0
P0104,E00,2,0.5,0.0,0
P0039,E08,3,0.3333333333333333,0.0,0
P0049,E02,2,0.0,0.0,0
P0072,E16,1,0.0,0.0,0
P0168,E15,1,1.0,0.0,0
P0072,E17,2,0.5,0.0,0
P0055,E03,3,0.6666666666666666,0.0,0
P0049,E04,1,1.0,0.0,0
P0090,E02,2,0.0,0.0,0
P0105,E07,1,0.0,0.0,0
P0091,E17,1,0.0,0.0,0
P0152,E05,1,0.0,0.0,0
P0128,E00,1,1.0,0.0,0
P0195,E11,3,0.3333333333333333,0.0,0
P0089,E04,2,1.0,0.0,0
P0170,E16,1,1.0,0.0,0
P0167,E08,1,0.0,0.0,0
P0215,E05,2,0.0,0.0,0
P0194,E05,1,0.0,0.0,0
P0009,E10,1,1.0,0.0,0
P0172,E11,1,0.0,0.0,0
P0205,E15,1,0.0,0.0,0
P0161,E15,3,0.3333333333333333,0.0,0
P0089,E06,3,0.6666666666666666,0.0,0
P0092,E03,1,1.0,0.0,0
P0180,E14,2,0.5,0.0,0
P0162,E14,1,0.0,0.0,0
P0124,E05,3,0.3333333333333333,0.0,0
P0149,E03,2,0.5,0.0,0
P0092,E08,1,1.0,0.0,0
P0193,E03,3,0.0,0.0,0
P0087,E03,1,0.0,0.0,0
P0099,E12,1,0.0,0.0,0
P0108,E07,1,0.0,0.0,0
P0176,E15,2,0.5,0.0,0
P0091,E09,1,0.0,0.0,0
P0088,E12,2,0.5,0.0,0
P0202,E11,2,0.5,0.0,0
P0102,E15,1,1.0,0.0,0
P0054,E14,1,0.0,0.0,0
P0152,E17,1,0.0,0.0,0
P0207,E10,1,0.0,0.0,0
P0110,E05,1,0.0,0.0,0
P0096,E00,1,0.0,0.0,0
P0165,E05,3,1.0,0.0,0
P0038,E11,2,0.0,0.0,0
P0108,E06,2,0.0,0.0,0
P0022,E06,1,1.0,0.0,0
P0016,E12,2,0.0,0.0,0
P0106,E03,3,0.0,0.0,0
P0016,E02,1,1.0,0.0,0
P0018,E04,1,1.0,0.0,0
P0115,E04,1,1.0,0.0,0
P0081,E02,1,0.0,0.0,0
P0090,E09,1,0.0,0.0,0
P0069,E10,1,1.0,0.0,0
P0088,E07,2,1.0,0.0,0
P0034,E14,1,0.0,0.0,0
P0075,E13,1,1.0,0.0,0
P0159,E16,1,0.0,0.0,0
P0203,E10,3,0.6666666666666666,0.0,0
P0176,E11,2,0.5,0.0,0
P0159,E15,2,0.0,0.0,0
P0123,E00,2,0.5,0.0,0
P0067,E03,1,1.0,0.0,0
P0066,E11,2,0.5,0.0,0
P0057,E09,1,1.0,0.0,0
P0140,E03,1,0.0,0.0,0
P0166,E03,3,0.6666666666666666,0.0,0
P0005,E04,1,0.0,0.0,0
P0078,E17,2,0.5,0.0,0
P0067,E07,1,1.0,0.0,0
P0024,E03,1,0.0,0.0,0
P0082,E08,1,0.0,0.0,0
P0190,E10,1,0.0,0.0,0
P0070,E08,1,0.0,0.0,0
P0129,E08,1,0.0,0.0,0
P0046,E09,1,1.0,0.0,0
P0095,E05,2,0.5,0.0,0
P0201,E10,1,1.0,0.0,0
P0019,E13,4,0.25,0.0,0
P0118,E05,1,0.0,0.0,0
P0056,E13,1,1.0,0.0,0
P0012,E15,1,1.0,0.0,0
P0133,E02,2,0.5,0.0,0
P0201,E06,1,0.0,0.0,0
P0066,E10,2,0.5,0.0,0
P0146,E09,1,0.0,0.0,0
P0061,E15,2,0.5,0.0,0
P0077,E15,2,0.5,0.0,0
P0115,E13,1,0.0,0.0,0
P0139,E16,2,0.0,0.0,0
P0134,E04,1,0.0,0.0,0
P0051,E06,1,1.0,0.0,0
P0002,E10,1,1.0,0.0,0
P0188,E15,1,1.0,0.0,0
P0208,E12,1,0.0,0.0,0
P0039,E01,1,0.0,0.0,0
P0084,E14,2,1.0,0.0,0
P0166,E05,1,1.0,0.0,0
P0099,E13,2,1.0,0.0,0
P0182,E04,2,0.5,0.0,0
P0050,E12,1,0.0,0.0,0
P0100,E03,1,0.0,0.0,0
P0085,E05,1,0.0,0.0,0
P0109,E09,1,1.0,0.0,0
P0030,E03,1,0.0,0.0,0
P0068,E00,1,1.0,0.0,0
P0204,E02,1,1.0,0.0,0
P0186,E11,2,1.0,0.0,0
P0091,E11,1,0.0,0.0,0
P0215,E04,1,1.0,0.0,0
P0020,E12,1,0.0,0.0,0
P0006,E08,1,1.0,0.0,0
P0147,E06,1,0.0,0.0,0
P0041,E11,2,0.5,0.0,0
P0112,E02,1,0.0,0.0,0
P0102,E12,1,0.0,0.0,0
P0066,E08,2,0.5,0.0,0
P0208,E15,1,0.0,0.0,0
P0116,E13,1,0.0,0.0,0
P0043,E06,1,0.0,0.0,0
P0204,E12,1,0.0,0.0,0
P0121,E00,2,0.5,0.0,0
P0219,E01,1,1.0,0.0,0
P0055,E12,1,0.0,0.0,0
P0062,E00,1,0.0,0.0,0
P0043,E07,1,1.0,0.0,0
P0001,E10,1,0.0,0.0,0
P0053,E01,1,0.0,0.0,0
P0084,E12,1,0.0,0.0,0
P0020,E07,1,0.0,0.0,0
P0015,E12,2,0.5,0.0,0
P0190,E05,1,1.0,0.0,0
P0145,E15,1,1.0,0.0,0
P0056,E03,1,1.0,0.0,0
P0008,E02,1,0.0,0.0,0
P0092,E12,1,1.0,0.0,0
P0144,E14,1,1.0,0.0,0
P0186,E16,1,0.0,0.0,0
P0025,E13,1,1.0,0.0,0
P0056,E08,1,0.0,0.0,0
P0177,E02,1,0.0,0.0,0
P0214,E05,1,0.0,0.0,0
P0126,E07,1,0.0,0.0,0
P0060,E11,1,0.0,0.0,0
P0212,E08,2,0.5,0.0,0
P0186,E01,1,1.0,0.0,0
P0219,E03,1,1.0,0.0,0
P0104,E11,1,0.0,0.0,0
P0173,E15,1,1.0,0.0,0
P0117,E02,1,0.0,0.0,0
P0201,E08,2,0.0,0.0,0
P0039,E15,1,1.0,0.0,0
P0000,E07,2,0.0,0.0,0
P0121,E15,3,0.6666666666666666,0.0,0
P0054,E17,1,0.0,0.0,0
P0197,E03,1,1.0,0.0,0
P0156,E04,1,1.0,0.0,0
P0170,E07,1,0.0,0.0,0
P0023,E11,1,0.0,0.0,0
P0013,E02,1,0.0,0.0,0
P0035,E13,1,1.0,0.0,0
P0112,E13,1,0.0,0.0,0
P0011,E06,1,1.0,0.0,0
P0128,E06,1,0.0,0.0,0
P0193,E06,1,0.0,0.0,0
P0097,E00,2,0.5,0.0,0
P0147,E07,2,0.5,0.0,0
P0096,E02,1,1.0,0.0,0
P0104,E07,1,0.0,0.0,0
P0014,E01,3,0.3333333333333333,0.0,0
P0139,E02,2,0.5,0.0,0
P0097,E13,1,1.0,0.0,0
P0039,E17,1,0.0,0.0,0
P0054,E10,1,0.0,0.0,0
P0182,E03,1,1.0,0.0,0
P0052,E05,1,0.0,0.0,0
P0187,E07,1,0.0,0.0,0
P0113,E01,3,0.3333333333333333,0.0,0
P0189,E09,1,1.0,0.0,0
P0054,E03,1,0.0,0.0,0
P0177,E10,1,0.0,0.0,0
P0015,E09,1,1.0,0.0,0
P0053,E12,1,0.0,0.0,0
P0162,E17,1,0.0,0.0,0
P0192,E14,1,0.0,0.0,0
P0066,E00,1,0.0,0.0,0
P0108,E02,2,1.0,0.0,0
P0056,E06,1,0.0,0.0,0
P0112,E08,1,1.0,0.0,0
P0154,E01,3,0.3333333333333333,0.0,0
P0175,E00,2,0.0,0.0,0
P0015,E00,1,1.0,0.0,0
P0203,E01,2,0.0,0.0,0
P0086,E04,1,0.0,0.0,0
P0055,E10,2,0.5,0.0,0
P0145,E12,1,1.0,0.0,0
P0045,E01,2,0.5,0.0,0
P0150,E17,1,0.0,0.0,0
P0116,E01,2,0.0,0.0,0
P0166,E16,1,0.0,0.0,0
P0125,E02,1,0.0,0.0,0
P0115,E10,2,0.5,0.0,0
P0172,E16,1,0.0,0.0,0
P0088,E05,1,0.0,0.0,0
P0061,E11,1,1.0,0.0,0
P0137,E00,1,0.0,0.0,0
P0007,E15,1,0.0,0.0,0
P0132,E14,3,0.6666666666666666,0.0,0
P0113,E11,4,0.25,0.0,0
P0204,E06,1,1.0,0.0,0
P0082,E05,2,0.5,0.0,0
P0130,E17,1,0.0,0.0,0
P0205,E13,2,1.0,0.0,0
P0112,E15,1,1.0,0.0,0
P0173,E01,2,0.0,0.0,0
P0097,E05,1,0.0,0.0,0
P0104,E17,1,0.0,0.0,0
P0103,E14,1,1.0,0.0,0
P0159,E06,1,0.0,0.0,0
P0162,E00,1,0.0,0.0,0
P0049,E03,1,1.0,0.0,0
P0128,E16,1,0.0,0.0,0
P0066,E07,2,0.0,0.0,0
P0094,E14,1,1.0,0.0,0
P0068,E07,1,0.0,0.0,0
P0065,E16,2,0.0,0.0,0
P0171,E01,1,0.0,0.0,0
P0166,E12,1,1.0,0.0,0
P0203,E13,3,0.6666666666666666,0.0,0
P0086,E15,1,0.0,0.0,0
P0162,E13,2,0.5,0.0,0
P0128,E01,1,0.0,0.0,0
P0075,E05,1,0.0,0.0,0
P0184,E11,2,0.0,0.0,0
P0133,E05,1,0.0,0.0,0
P0009,E01,1,0.0,0.0,0
P0214,E11,1,0.0,0.0,0
P0110,E16,1,1.0,0.0,0
P0184,E17,1,1.0,0.0,0
P0176,E03,1,0.0,0.0,0
P0085,E13,1,0.0,0.0,0
P0170,E17,1,1.0,0.0,0
P0153,E17,2,0.5,0.0,0
P0217,E15,2,0.0,0.0,0
P0004,E17,1,0.0,0.0,0
P0036,E02,2,0.0,0.0,0
P0135,E15,1,1.0,0.0,0
P0071,E14,2,0.5,0.0,0
P0215,E08,1,0.0,0.0,0
P0095,E15,1,0.0,0.0,0
P0164,E17,1,1.0,0.0,0
P0159,E05,1,0.0,0.0,0
P0156,E02,1,0.0,0.0,0
P0123,E09,1,0.0,0.0,0
P0105,E11,1,1.0,0.0,0
P0202,E09,4,0.5,0.0,0
P0198,E14,2,0.5,0.0,0
P0209,E14,2,0.0,0.0,0
P0069,E15,3,0.3333333333333333,0.0,0
P0034,E06,2,0.5,0.0,0
P0129,E12,1,1.0,0.0,0
P0038,E10,1,1.0,0.0,0
P0008,E00,2,0.5,0.0,0
P0203,E03,1,0.0,0.0,0
P0196,E00,4,0.5,0.0,0
P0150,E14,3,0.3333333333333333,0.0,0
P0003,E01,3,0.3333333333333333,0.0,0
P0113,E06,1,0.0,0.0,0
P0038,E12,1,0.0,0.0,0
P0027,E10,4,0.5,0.0,0
P0074,E03,1,1.0,0.0,0
P0213,E14,1,0.0,0.0,0
P0077,E14,1,0.0,0.0,0
P0081,E13,2,0.5,0.0,0
P0071,E07,1,1.0,0.0,0
P0005,E00,3,0.3333333333333333,0.0,0
P0196,E03,2,0.0,0.0,0
P0089,E15,1,0.0,0.0,0
P0073,E00,2,0.5,0.0,0
P0088,E11,2,0.5,0.0,0
P0174,E10,1,1.0,0.0,0
P0149,E09,2,0.0,0.0,0
P0170,E10,3,0.6666666666666666,0.0,0
P0121,E13,3,0.6666666666666666,0.0,0
P0006,E12,1,0.0,0.0,0
P0136,E05,2,1.0,0.0,0
P0194,E00,2,0.5,0.0,0
P0095,E13,4,0.75,0.0,0
P0144,E10,2,0.5,0.0,0
P0020,E14,1,0.0,0.0,0
P0003,E04,1,1.0,0.0,0
P0092,E16,1,1.0,0.0,0
P0035,E08,1,0.0,0.0,0
P0101,E06,1,1.0,0.0,0
P0180,E13,3,0.3333333333333333,0.0,0
P0086,E07,1,0.0,0.0,0
P0049,E15,3,0.6666666666666666,0.0,0
P0107,E14,2,0.0,0.0,0
P0059,E09,1,1.0,0.0,0
P0055,E16,1,0.0,0.0,0
P0015,E04,1,0.0,0.0,0
P0218,E01,1,0.0,0.0,0
P0014,E15,1,0.0,0.0,0
P0034,E08,3,0.3333333333333333,0.0,0
P0124,E15,1,0.0,0.0,0
P0146,E02,2,0.0,0.0,0
P0094,E05,3,0.3333333333333333,0.0,0
P0185,E06,2,0.5,0.0,0
P0054,E13,1,1.0,0.0,0
P0053,E15,2,0.5,0.0,0
P0072,E04,2,0.5,0.0,0
P0107,E12,1,1.0,0.0,0
P0100,E16,1,1.0,0.0,0
P0185,E11,1,0.0,0.0,0
P0118,E10,1,0.0,0.0,0
P0061,E08,2,0.0,0.0,0
P0183,E09,1,0.0,0.0,0
P0032,E02,3,0.6666666666666666,0.0,0
P0043,E05,1,1.0,0.0,0
P0067,E09,2,0.5,0.0,0
P0050,E05,1,0.0,0.0,0
P0146,E14,2,0.5,0.0,0
P0145,E03,2,0.0,0.0,0
P0024,E09,3,0.3333333333333333,0.0,0
P0075,E16,1,1.0,0.0,0
P0118,E04,3,0.3333333333333333,0.0,0
P0013,E08,1,1.0,0.0,0
P0170,E04,2,0.0,0.0,0
P0116,E05,1,1.0,0.0,0
P0098,E00,1,0.0,0.0,0
P0039,E02,1,0.0,0.0,0
P0186,E05,2,0.5,0.0,0
P0210,E10,2,0.5,0.0,0
P0023,E15,2,0.5,0.0,0
P0171,E04,2,1.0,0.0,0
P0012,E01,1,1.0,0.0,0
P0008,E12,2,1.0,0.0,0
P0152,E10,1,1.0,0.0,0
P0002,E11,1,1.0,0.0,0
P0133,E07,3,0.3333333333333333,0.0,0
P0177,E09,2,1.0,0.0,0
P0170,E01,4,0.0,0.0,0
P0143,E17,2,1.0,0.0,0
P0059,E13,2,0.0,0.0,0
P0072,E10,2,0.5,0.0,0
P0048,E12,3,0.6666666666666666,0.0,0
P0027,E16,1,0.0,0.0,0
P0132,E08,2,0.0,0.0,0
P0050,E17,2,0.5,0.0,0
P0001,E04,1,0.0,0.0,0
P0007,E05,1,0.0,0.0,0
P0069,E12,2,1.0,0.0,0
P0154,E10,2,0.0,0.0,0
P0013,E09,2,0.5,0.0,0
P0111,E17,1,1.0,0.0,0
P0048,E08,2,0.0,0.0,0
P0055,E07,1,1.0,0.0,0
P0028,E11,2,0.0,0.0,0
P0060,E16,1,0.0,0.0,0
P0080,E08,2,0.5,0.0,0
P0047,E10,2,0.0,0.0,0
P0054,E04,1,0.0,0.0,0
P0135,E14,3,0.6666666666666666,0.0,0
P0119,E10,1,0.0,0.0,0
P0157,E14,1,1.0,0.0,0
P0102,E06,1,0.0,0.0,0
P0159,E03,3,0.3333333333333333,0.0,0
P0182,E05,2,0.5,0.0,0
P0095,E00,1,0.0,0.0,0
P0100,E00,1,0.0,0.0,0
P0215,E06,2,1.0,0.0,0
P0024,E17,1,0.0,0.0,0
P0134,E06,2,0.0,0.0,0
P0043,E10,1,0.0,0.0,0
P0025,E02,1,1.0,0.0,0
P0083,E14,2,1.0,0.0,0
P0046,E04,2,0.5,0.0,0
P0171,E02,2,0.5,0.0,0
P0157,E06,1,1.0,0.0,0
P0055,E09,2,1.0,0.0,0
P0112,E01,2,0.5,0.0,0
P0053,E03,1,1.0,0.0,0
P0117,E05,1,0.0,0.0,0
P0049,E12,1,0.0,0.0,0
P0060,E15,2,0.5,0.0,0
P0050,E02,2,0.0,0.0,0
P0091,E15,4,0.25,0.0,0
P0080,E06,2,0.5,0.0,0
P0182,E01,3,0.3333333333333333,0.0,0
P0174,E15,2,0.5,0.0,0
P0205,E06,1,1.0,0.0,0
P0103,E16,1,0.0,0.0,0
P0014,E06,2,0.0,0.0,0
P0198,E15,1,0.0,0.0,0
P0211,E12,1,0.0,0.0,0
P0115,E11,1,1.0,0.0,0
P0100,E08,2,0.0,0.0,0
P0117,E01,1,1.0,0.0,0
P0124,E13,2,0.5,0.0,0
P0186,E06,1,0.0,0.0,0
P0178,E00,2,0.0,0.0,0
P0190,E13,1,1.0,0.0,0
P0107,E15,3,0.3333333333333333,0.0,0
P0045,E04,1,1.0,0.0,0
P0185,E08,1,0.0,0.0,0
P0025,E01,2,1.0,0.0,0
P0039,E12,5,0.4,0.0,0
P0114,E07,3,0.3333333333333333,0.0,0
P0194,E07,2,0.5,0.0,0
P0208,E13,2,0.5,0.0,0
P0116,E00,1,1.0,0.0,0
P0108,E17,4,0.25,0.0,0
P0163,E07,1,1.0,0.0,0
P0065,E06,1,0.0,0.0,0
P0187,E05,1,1.0,0.0,0
P0140,E08,3,0.3333333333333333,0.0,0
P0172,E05,3,0.6666666666666666,0.0,0
P0140,E17,2,0.0,0.0,0
P0121,E04,1,0.0,0.0,0
P0208,E09,2,0.0,0.0,0
P0129,E03,1,0.0,0.0,0
P0118,E12,3,0.6666666666666666,0.0,0
P0140,E11,2,0.0,0.0,0
P0151,E06,1,0.0,0.0,0
P0141,E01,1,1.0,0.0,0
P0134,E05,3,0.0,0.0,0
P0114,E00,2,0.5,0.0,0
P0183,E11,1,1.0,0.0,0
P0104,E09,1,0.0,0.0,0
P0065,E14,1,0.0,0.0,0
P0047,E15,1,0.0,0.0,0
P0214,E08,1,0.0,0.0,0
P0078,E03,1,1.0,0.0,0
P0147,E05,2,0.0,0.0,0
P0208,E06,1,1.0,0.0,0
P0036,E06,1,1.0,0.0,0
P0192,E04,2,0.0,0.0,0
P0212,E07,1,1.0,0.0,0
P0084,E00,2,0.5,0.0,0
P0120,E00,1,0.0,0.0,0
P0110,E11,1,0.0,0.0,0
P0011,E11,1,1.0,0.0,0
P0135,E06,2,0.0,0.0,0
P0008,E06,1,0.0,0.0,0
P0063,E10,1,0.0,0.0,0
P0216,E03,1,0.0,0.0,0
P0188,E04,2,0.0,0.0,0
P0053,E05,3,0.6666666666666666,0.0,0
P0112,E16,2,0.5,0.0,0
P0213,E10,1,1.0,0.0,0
P0010,E02,1,1.0,0.0,0
P0117,E14,1,0.0,0.0,0
P0127,E07,1,0.0,0.0,0
P0132,E17,1,0.0,0.0,0
P0131,E00,2,0.5,0.0,0
P0177,E12,2,0.5,0.0,0
P0138,E13,3,0.3333333333333333,0.0,0
P0185,E12,2,0.5,0.0,0
P0122,E07,1,0.0,0.0,0
P0193,E01,1,0.0,0.0,0
P0106,E04,2,0.5,0.0,0
P0119,E00,2,0.5,0.0,0
P0021,E03,1,0.0,0.0,0
P0114,E06,1,0.0,0.0,0
P0088,E17,1,1.0,0.0,0
P0167,E06,1,0.0,0.0,0
P0169,E13,2,0.5,0.0,0
P0126,E00,2,0.5,0.0,0
P0126,E15,1,1.0,0.0,0
P0196,E04,1,0.0,0.0,0
P0087,E14,1,1.0,0.0,0
P0095,E10,1,0.0,0.0,0
P0027,E08,1,0.0,0.0,0
P0186,E02,1,0.0,0.0,0
P0013,E06,1,1.0,0.0,0
P0141,E04,1,0.0,0.0,0
P0141,E09,2,0.0,0.0,0
P0086,E08,2,1.0,0.0,0
P0036,E13,1,1.0,0.0,0
P0059,E17,1,1.0,0.0,0
P0028,E15,2,0.5,0.0,0
P0092,E14,1,0.0,0.0,0
P0057,E15,1,1.0,0.0,0
P0054,E07,5,0.2,0.0,0
P0140,E15,2,1.0,0.0,0
P0046,E10,2,0.5,0.0,0
P0148,E14,1,1.0,0.0,0
P0142,E17,1,1.0,0.0,0
P0171,E15,2,0.5,0.0,0
