id_proveedor,id_entidad,n_contratos,monto_total,monto_promedio,n_objetos_unicos,pct_contratacion_directa,pct_comparacion_precios,n_funcionarios_distintos,label_favoritismo_real,dias_actividad,concentracion_objeto,contratos_por_mes,monto_por_funcionario,score_riesgo_favoritismo
P0127,E03,1,47063.85,47063.85,1,0.0,0.0,1,False,1,0.0,30.0,47063.85,0.0
P0127,E04,1,104465.97,104465.97,1,0.0,0.0,1,False,1,0.0,30.0,104465.97,0.0
P0127,E07,1,18608.21,18608.21,1,0.0,0.0,1,False,1,0.0,30.0,18608.21,0.0
P0127,E08,2,252407.15,126203.575,2,0.0,1.0,1,False,472,0.0,0.1271186440677966,252407.15,0.0
P0127,E09,2,91170.125,45585.0625,2,0.0,0.0,2,False,432,0.0,0.1388888888888889,45585.0625,0.0
P0127,E11,5,221268.31,44253.662,4,0.0,0.4,2,False,630,0.1999999999999999,0.238095238095238,110634.155,0.0
P0127,E12,2,405596.78,202798.39,2,0.0,0.0,2,False,73,0.0,0.8219178082191781,202798.39,0.0
P0127,E13,1,34190.37,34190.37,1,1.0,0.0,1,False,1,0.0,30.0,34190.37,0.0
P0128,E13,1,128764.69,128764.69,1,0.0,0.0,1,False,1,0.0,30.0,128764.69,0.0
P0127,E17,1,24643.45,24643.45,1,0.0,0.0,1,False,1,0.0,30.0,24643.45,0.0
P0128,E00,1,205503.87,205503.87,1,0.0,1.0,1,False,1,0.0,30.0,205503.87,0.0
P0128,E02,3,168151.81,56050.60333333333,3,0.0,0.6666666666666666,3,False,419,0.0,0.2147971360381861,56050.60333333333,0.0
P0128,E03,1,50464.67,50464.67,1,0.0,0.0,1,False,1,0.0,30.0,50464.67,0.0
P0128,E04,1,48348.74,48348.74,1,0.0,1.0,1,False,1,0.0,30.0,48348.74,0.0
P0128,E06,1,51758.24,51758.24,1,0.0,1.0,1,False,1,0.0,30.0,51758.24,0.0
P0128,E08,1,137452.25,137452.25,1,0.0,0.0,1,False,1,0.0,30.0,137452.25,0.0
P0128,E10,1,40334.23,40334.23,1,0.0,0.0,1,False,1,0.0,30.0,40334.23,0.0
P0128,E12,1,32400.05,32400.05,1,1.0,0.0,1,False,1,0.0,30.0,32400.05,0.0
P0127,E15,1,69295.25,69295.25,1,0.0,1.0,1,False,1,0.0,30.0,69295.25,0.0
P0200,E10,1,51866.45,51866.45,1,0.0,0.0,1,False,1,0.0,30.0,51866.45,0.0
P0201,E00,1,15817.99,15817.99,1,0.0,0.0,1,False,1,0.0,30.0,15817.99,0.0
P0201,E01,2,136273.51,68136.755,1,0.5,0.0,1,False,597,0.5,0.100502512562814,136273.51,0.0
P0201,E02,1,198850.04,198850.04,1,1.0,0.0,1,False,1,0.0,30.0,198850.04,0.0
P0201,E03,2,276345.08,138172.54,2,0.0,0.5,1,False,79,0.0,0.759493670886076,276345.08,0.0
P0201,E06,2,66777.38,33388.69,2,0.0,0.5,1,False,191,0.0,0.3141361256544502,66777.38,0.0
P0201,E07,3,522078.15,174026.05000000002,3,0.0,0.0,3,False,190,0.0,0.4736842105263158,174026.05000000002,0.0
P0201,E08,1,13600.06,13600.06,1,0.0,0.0,1,False,1,0.0,30.0,13600.06,0.0
P0165,E07,1,106883.43,106883.43,1,0.0,0.0,1,False,1,0.0,30.0,106883.43,0.0
P0201,E10,2,240011.98,120005.99,2,0.5,0.5,2,False,371,0.0,0.1617250673854447,120005.99,0.0
P0201,E11,1,53048.0,53048.0,1,0.0,0.0,1,False,1,0.0,30.0,53048.0,0.0
P0201,E12,1,48234.4,48234.4,1,0.0,1.0,1,False,1,0.0,30.0,48234.4,0.0
P0201,E13,1,21293.06,21293.06,1,1.0,0.0,1,False,1,0.0,30.0,21293.06,0.0
P0201,E17,1,67303.73000000001,67303.73000000001,1,0.0,1.0,1,False,1,0.0,30.0,67303.73000000001,0.0
P0202,E01,2,209722.55,104861.275,2,0.0,0.0,2,False,342,0.0,0.175438596491228,104861.275,0.0
P0202,E02,3,264203.64,88067.88,3,0.0,0.6666666666666666,3,False,1016,0.0,0.0885826771653543,88067.88,0.0
P0202,E07,1,79843.28,79843.28,1,0.0,0.0,1,False,1,0.0,30.0,79843.28,0.0
P0201,E09,1,34543.84,34543.84,1,0.0,0.0,1,False,1,0.0,30.0,34543.84,0.0
P0198,E15,2,66658.03,33329.015,2,0.0,1.0,1,False,438,0.0,0.136986301369863,66658.03,0.0
P0198,E16,1,7850.88,7850.88,1,1.0,0.0,1,False,1,0.0,30.0,7850.88,0.0
P0199,E00,2,847795.7000000001,423897.85,2,0.0,0.0,2,False,94,0.0,0.6382978723404256,423897.85,0.0
P0199,E03,1,111711.66,111711.66,1,0.0,0.0,1,False,1,0.0,30.0,111711.66,0.0
P0199,E04,2,438231.05,219115.525,2,0.0,0.5,2,False,291,0.0,0.2061855670103093,219115.525,0.0
P0199,E05,2,164018.40000000002,82009.20000000001,1,0.5,0.5,2,False,145,0.5,0.4137931034482759,82009.20000000001,0.0
P0199,E06,1,38535.98,38535.98,1,1.0,0.0,1,False,1,0.0,30.0,38535.98,0.0
P0199,E07,3,174220.52000000002,58073.50666666668,2,0.0,0.6666666666666666,2,False,467,0.3333333333333333,0.1927194860813704,87110.26000000001,0.0
P0200,E08,2,29836.03,14918.015,1,0.0,0.0,2,False,927,0.5,0.0647249190938511,14918.015,0.0
P0199,E11,1,102959.7,102959.7,1,0.0,0.0,1,False,1,0.0,30.0,102959.7,0.0
P0199,E12,1,89757.99,89757.99,1,0.0,0.0,1,False,1,0.0,30.0,89757.99,0.0
P0199,E13,1,42682.5,42682.5,1,0.0,0.0,1,False,1,0.0,30.0,42682.5,0.0
P0199,E16,1,30506.59,30506.59,1,0.0,0.0,1,False,1,0.0,30.0,30506.59,0.0
P0199,E17,2,115557.65,57778.825,2,0.0,0.5,2,False,259,0.0,0.2316602316602316,57778.825,0.0
P0200,E00,3,239409.27,79803.09000000001,3,0.3333333333333333,0.0,2,False,461,0.0,0.1952277657266811,119704.635,0.0
P0200,E03,1,7507.85,7507.85,1,0.0,1.0,1,False,1,0.0,30.0,7507.85,0.0
P0200,E05,1,137244.47,137244.47,1,0.0,0.0,1,False,1,0.0,30.0,137244.47,0.0
P0199,E10,1,36871.7,36871.7,1,0.0,0.0,1,False,1,0.0,30.0,36871.7,0.0
P0204,E03,3,183989.62,61329.87333333333,3,0.3333333333333333,0.0,1,False,816,0.0,0.1102941176470588,183989.62,0.0
P0204,E08,1,52801.27,52801.27,1,0.0,0.0,1,False,1,0.0,30.0,52801.27,0.0
P0204,E10,1,8816.98,8816.98,1,1.0,0.0,1,False,1,0.0,30.0,8816.98,0.0
P0204,E11,1,5190.23,5190.23,1,0.0,0.0,1,False,1,0.0,30.0,5190.23,0.0
P0204,E14,2,373259.36,186629.68,2,0.5,0.0,2,False,40,0.0,1.5,186629.68,0.0
P0204,E15,1,107464.73,107464.73,1,0.0,0.0,1,False,1,0.0,30.0,107464.73,0.0
P0204,E17,2,38894.61,19447.305,2,0.0,0.0,1,False,666,0.0,0.0900900900900901,38894.61,0.0
P0205,E00,1,129441.15,129441.15,1,0.0,1.0,1,False,1,0.0,30.0,129441.15,0.0
P0202,E08,2,49069.86,24534.93,2,0.0,0.0,2,False,1089,0.0,0.0550964187327823,24534.93,0.0
P0205,E03,1,43815.01,43815.01,1,0.0,0.0,1,False,1,0.0,30.0,43815.01,0.0
P0205,E04,1,92922.04,92922.04,1,0.0,0.0,1,False,1,0.0,30.0,92922.04,0.0
P0205,E05,1,48821.76,48821.76,1,0.0,1.0,1,False,1,0.0,30.0,48821.76,0.0
P0205,E06,1,81958.24,81958.24,1,0.0,0.0,1,False,1,0.0,30.0,81958.24,0.0
P0205,E09,1,23567.8,23567.8,1,0.0,0.0,1,False,1,0.0,30.0,23567.8,0.0
P0205,E10,1,34297.56,34297.56,1,1.0,0.0,1,False,1,0.0,30.0,34297.56,0.0
P0205,E11,2,68765.47,34382.735,2,0.0,0.0,2,False,892,0.0,0.0672645739910313,34382.735,0.0
P0205,E12,1,60988.99,60988.99,1,0.0,0.0,1,False,1,0.0,30.0,60988.99,0.0
P0205,E02,1,263406.97,263406.97,1,0.0,0.0,1,False,1,0.0,30.0,263406.97,0.0
P0202,E09,1,113842.92,113842.92,1,0.0,0.0,1,False,1,0.0,30.0,113842.92,0.0
P0202,E10,1,36108.54,36108.54,1,0.0,0.0,1,False,1,0.0,30.0,36108.54,0.0
P0202,E11,1,138050.8,138050.8,1,0.0,0.0,1,False,1,0.0,30.0,138050.8,0.0
P0202,E16,1,18044.54,18044.54,1,0.0,0.0,1,False,1,0.0,30.0,18044.54,0.0
P0202,E17,1,10903.66,10903.66,1,0.0,0.0,1,False,1,0.0,30.0,10903.66,0.0
P0203,E00,1,34227.94,34227.94,1,0.0,0.0,1,False,1,0.0,30.0,34227.94,0.0
P0203,E01,2,101177.89,50588.94500000001,2,0.0,0.5,2,False,161,0.0,0.3726708074534162,50588.94500000001,0.0
P0203,E02,2,158184.78,79092.39,2,0.5,0.5,2,False,658,0.0,0.0911854103343465,79092.39,0.0
P0204,E02,1,26108.79,26108.79,1,0.0,1.0,1,False,1,0.0,30.0,26108.79,0.0
P0203,E04,1,23422.57,23422.57,1,0.0,0.0,1,False,1,0.0,30.0,23422.57,0.0
P0203,E05,1,92481.7,92481.7,1,0.0,1.0,1,False,1,0.0,30.0,92481.7,0.0
P0203,E07,1,143196.84,143196.84,1,1.0,0.0,1,False,1,0.0,30.0,143196.84,0.0
P0203,E08,2,349969.29,174984.645,2,0.0,0.0,2,False,357,0.0,0.1680672268907563,174984.645,0.0
P0203,E10,1,58372.64,58372.64,1,0.0,0.0,1,False,1,0.0,30.0,58372.64,0.0
P0203,E13,2,187969.76,93984.88,2,0.5,0.0,2,False,960,0.0,0.0625,93984.88,0.0
P0203,E16,1,18322.25,18322.25,1,0.0,1.0,1,False,1,0.0,30.0,18322.25,0.0
P0203,E17,2,97451.61,48725.805,1,0.0,0.0,2,False,356,0.5,0.1685393258426966,48725.805,0.0
P0203,E03,1,53869.79,53869.79,1,0.0,1.0,1,False,1,0.0,30.0,53869.79,0.0
P0194,E09,2,142206.88,71103.44,2,0.0,0.5,2,False,59,0.0,1.0169491525423728,71103.44,0.0
P0194,E10,2,239265.5,119632.75,2,0.5,0.5,2,False,11,0.0,5.454545454545455,119632.75,0.0
P0194,E11,1,63737.82,63737.82,1,0.0,0.0,1,False,1,0.0,30.0,63737.82,0.0
P0194,E13,1,55974.83,55974.83,1,0.0,1.0,1,False,1,0.0,30.0,55974.83,0.0
P0194,E14,1,64129.17,64129.17,1,0.0,1.0,1,False,1,0.0,30.0,64129.17,0.0
P0194,E15,2,356891.62,178445.81,1,0.0,0.0,1,False,408,0.5,0.1470588235294117,356891.62,0.0
P0194,E16,2,67691.44,33845.72,2,0.0,0.5,2,False,67,0.0,0.8955223880597015,33845.72,0.0
P0194,E17,1,42315.42,42315.42,1,0.0,1.0,1,False,1,0.0,30.0,42315.42,0.0
P0198,E14,1,36663.53,36663.53,1,0.0,0.0,1,False,1,0.0,30.0,36663.53,0.0
P0195,E03,1,18383.52,18383.52,1,0.0,1.0,1,False,1,0.0,30.0,18383.52,0.0
P0195,E04,1,76225.56,76225.56,1,0.0,0.0,1,False,1,0.0,30.0,76225.56,0.0
P0195,E05,1,56088.9,56088.9,1,0.0,0.0,1,False,1,0.0,30.0,56088.9,0.0
P0195,E06,1,85423.47,85423.47,1,0.0,1.0,1,False,1,0.0,30.0,85423.47,0.0
P0195,E08,1,26480.75,26480.75,1,0.0,0.0,1,False,1,0.0,30.0,26480.75,0.0
P0195,E09,3,197118.17,65706.05666666667,3,0.0,0.3333333333333333,2,False,464,0.0,0.1939655172413793,98559.085,0.0
P0195,E11,4,437495.21,109373.8025,4,0.0,0.5,2,False,1053,0.0,0.1139601139601139,218747.605,0.0
P0195,E13,1,22454.29,22454.29,1,0.0,1.0,1,False,1,0.0,30.0,22454.29,0.0
P0195,E01,1,178448.8,178448.8,1,0.0,0.0,1,False,1,0.0,30.0,178448.8,0.0
P0192,E15,1,221695.69,221695.69,1,0.0,1.0,1,False,1,0.0,30.0,221695.69,0.0
P0192,E17,2,436200.84,218100.42,2,0.0,0.5,2,False,498,0.0,0.1204819277108433,218100.42,0.0
P0193,E04,1,15860.78,15860.78,1,0.0,0.0,1,False,1,0.0,30.0,15860.78,0.0
P0193,E06,2,498928.06,249464.03,2,0.5,0.5,2,False,17,0.0,3.5294117647058822,249464.03,0.0
P0193,E10,1,14166.98,14166.98,1,0.0,0.0,1,False,1,0.0,30.0,14166.98,0.0
P0193,E12,1,74154.72,74154.72,1,0.0,0.0,1,False,1,0.0,30.0,74154.72,0.0
P0193,E14,1,107004.12,107004.12,1,1.0,0.0,1,False,1,0.0,30.0,107004.12,0.0
P0193,E16,1,409883.08,409883.08,1,0.0,0.0,1,False,1,0.0,30.0,409883.08,0.0
P0194,E08,1,15924.56,15924.56,1,0.0,1.0,1,False,1,0.0,30.0,15924.56,0.0
P0194,E00,1,230802.59,230802.59,1,0.0,0.0,1,False,1,0.0,30.0,230802.59,0.0
P0194,E01,1,37124.5,37124.5,1,0.0,1.0,1,False,1,0.0,30.0,37124.5,0.0
P0194,E02,2,106302.9,53151.45,2,0.0,0.0,2,False,591,0.0,0.1015228426395939,53151.45,0.0
P0194,E03,1,21327.03,21327.03,1,0.0,0.0,1,False,1,0.0,30.0,21327.03,0.0
P0194,E04,1,226598.22,226598.22,1,0.0,0.0,1,False,1,0.0,30.0,226598.22,0.0
P0194,E05,1,23132.89,23132.89,1,0.0,0.0,1,False,1,0.0,30.0,23132.89,0.0
P0194,E06,1,65806.24,65806.24,1,0.0,0.0,1,False,1,0.0,30.0,65806.24,0.0
P0194,E07,2,100324.6,50162.3,2,0.0,0.0,2,False,59,0.0,1.0169491525423728,50162.3,0.0
P0193,E17,1,156554.15,156554.15,1,0.0,1.0,1,False,1,0.0,30.0,156554.15,0.0
P0197,E05,1,68651.05,68651.05,1,0.0,0.0,1,False,1,0.0,30.0,68651.05,0.0
P0197,E07,1,50989.7,50989.7,1,0.0,1.0,1,False,1,0.0,30.0,50989.7,0.0
P0197,E08,1,187997.94,187997.94,1,0.0,1.0,1,False,1,0.0,30.0,187997.94,0.0
P0197,E09,2,76042.04000000001,38021.02,2,0.0,1.0,2,False,35,0.0,1.7142857142857142,38021.02,0.0
P0197,E12,1,32331.82,32331.82,1,1.0,0.0,1,False,1,0.0,30.0,32331.82,0.0
P0197,E13,1,70256.72,70256.72,1,0.0,0.0,1,False,1,0.0,30.0,70256.72,0.0
P0197,E15,2,74367.37,37183.685,2,0.0,0.0,1,False,718,0.0,0.0835654596100278,74367.37,0.0
P0197,E17,1,17428.86,17428.86,1,0.0,1.0,1,False,1,0.0,30.0,17428.86,0.0
P0195,E14,2,159404.08000000002,79702.04000000001,2,0.0,0.0,1,False,457,0.0,0.1312910284463895,159404.08000000002,0.0
P0198,E02,1,26412.68,26412.68,1,1.0,0.0,1,False,1,0.0,30.0,26412.68,0.0
P0198,E03,5,578277.47,115655.494,4,0.0,0.4,1,False,898,0.1999999999999999,0.1670378619153674,578277.47,0.0
P0198,E04,2,131067.37,65533.685,2,0.0,0.0,2,False,576,0.0,0.1041666666666666,65533.685,0.0
P0198,E05,1,375831.12,375831.12,1,0.0,0.0,1,False,1,0.0,30.0,375831.12,0.0
P0198,E10,1,105339.17,105339.17,1,0.0,0.0,1,False,1,0.0,30.0,105339.17,0.0
P0198,E11,1,114004.44,114004.44,1,0.0,0.0,1,False,1,0.0,30.0,114004.44,0.0
P0198,E12,1,58734.94,58734.94,1,1.0,0.0,1,False,1,0.0,30.0,58734.94,0.0
P0198,E13,1,44632.66,44632.66,1,0.0,1.0,1,False,1,0.0,30.0,44632.66,0.0
P0198,E00,1,184751.1,184751.1,1,0.0,1.0,1,False,1,0.0,30.0,184751.1,0.0
P0195,E15,1,75883.56,75883.56,1,0.0,0.0,1,False,1,0.0,30.0,75883.56,0.0
P0196,E00,2,217224.25,108612.125,2,0.0,1.0,2,False,25,0.0,2.4,108612.125,0.0
P0196,E02,1,6783.93,6783.93,1,1.0,0.0,1,False,1,0.0,30.0,6783.93,0.0
P0196,E03,1,143983.76,143983.76,1,0.0,0.0,1,False,1,0.0,30.0,143983.76,0.0
P0196,E04,2,169865.72,84932.86,2,0.0,0.0,2,False,267,0.0,0.2247191011235955,84932.86,0.0
P0196,E06,2,440961.51,220480.755,1,0.0,0.0,2,False,239,0.5,0.2510460251046025,220480.755,0.0
P0196,E07,4,322138.43,80534.6075,4,0.0,0.25,1,False,1097,0.0,0.1093892433910665,322138.43,0.0
P0196,E08,2,65445.96000000001,32722.980000000003,2,0.5,0.0,1,False,216,0.0,0.2777777777777778,65445.96000000001,0.0
P0197,E04,1,47424.38,47424.38,1,0.0,0.0,1,False,1,0.0,30.0,47424.38,0.0
P0196,E10,1,24720.31,24720.31,1,0.0,0.0,1,False,1,0.0,30.0,24720.31,0.0
P0196,E12,1,11953.02,11953.02,1,0.0,0.0,1,False,1,0.0,30.0,11953.02,0.0
P0196,E13,3,336092.88,112030.96,2,0.0,0.3333333333333333,1,False,521,0.3333333333333333,0.1727447216890595,336092.88,0.0
P0196,E14,1,97143.16,97143.16,1,0.0,1.0,1,False,1,0.0,30.0,97143.16,0.0
P0196,E15,2,68123.1,34061.55,2,0.0,0.5,1,False,809,0.0,0.0741656365883807,68123.1,0.0
P0196,E16,1,75677.01,75677.01,1,0.0,0.0,1,False,1,0.0,30.0,75677.01,0.0
P0197,E01,2,174569.6,87284.8,2,0.0,0.0,2,False,64,0.0,0.9375,87284.8,0.0
P0197,E02,1,33709.44,33709.44,1,0.0,0.0,1,False,1,0.0,30.0,33709.44,0.0
P0196,E09,1,11452.16,11452.16,1,0.0,0.0,1,False,1,0.0,30.0,11452.16,0.0
P0214,E05,2,146010.84,73005.42,2,0.0,0.0,2,False,324,0.0,0.1851851851851851,73005.42,0.0
P0214,E07,1,8991.32,8991.32,1,0.0,0.0,1,False,1,0.0,30.0,8991.32,0.0
P0214,E08,1,20838.68,20838.68,1,0.0,1.0,1,False,1,0.0,30.0,20838.68,0.0
P0214,E09,2,182268.21,91134.105,2,0.0,0.5,1,False,202,0.0,0.297029702970297,182268.21,0.0
P0214,E10,2,67562.38,33781.19,2,0.5,0.0,2,False,603,0.0,0.099502487562189,33781.19,0.0
P0214,E11,2,467896.91,233948.455,2,0.5,0.0,1,False,263,0.0,0.2281368821292775,467896.91,0.0
P0214,E13,1,32529.45,32529.45,1,1.0,0.0,1,False,1,0.0,30.0,32529.45,0.0
P0214,E15,1,145674.12,145674.12,1,0.0,1.0,1,False,1,0.0,30.0,145674.12,0.0
P0205,E13,2,85363.12,42681.56,2,0.5,0.0,2,False,615,0.0,0.0975609756097561,42681.56,0.0
P0215,E02,1,21392.77,21392.77,1,0.0,0.0,1,False,1,0.0,30.0,21392.77,0.0
P0215,E03,1,23617.82,23617.82,1,0.0,1.0,1,False,1,0.0,30.0,23617.82,0.0
P0215,E05,2,423131.23,211565.615,2,0.0,0.0,2,False,277,0.0,0.2166064981949458,211565.615,0.0
P0215,E06,2,116559.82,58279.91,2,0.0,1.0,2,False,467,0.0,0.1284796573875803,58279.91,0.0
P0215,E07,1,9605.3,9605.3,1,0.0,0.0,1,False,1,0.0,30.0,9605.3,0.0
P0215,E09,1,10876.37,10876.37,1,0.0,1.0,1,False,1,0.0,30.0,10876.37,0.0
P0215,E11,1,142596.68,142596.68,1,0.0,0.0,1,False,1,0.0,30.0,142596.68,0.0
P0215,E12,2,120560.93,60280.465,2,0.5,0.0,1,False,391,0.0,0.1534526854219949,120560.93,0.0
P0214,E17,1,58093.85,58093.85,1,1.0,0.0,1,False,1,0.0,30.0,58093.85,0.0
P0213,E01,4,84956.98999999999,21239.2475,4,0.0,0.25,2,False,966,0.0,0.124223602484472,42478.495,0.0
P0213,E02,1,35297.73,35297.73,1,0.0,1.0,1,False,1,0.0,30.0,35297.73,0.0
P0213,E03,1,62970.775,62970.775,1,0.0,1.0,1,False,1,0.0,30.0,62970.775,0.0
P0213,E05,4,580324.55,145081.1375,2,0.5,0.25,3,False,298,0.5,0.4026845637583892,193441.5166666667,0.0
P0213,E06,1,20784.43,20784.43,1,0.0,1.0,1,False,1,0.0,30.0,20784.43,0.0
P0213,E08,3,159203.53,53067.84333333333,2,0.3333333333333333,0.0,3,False,442,0.3333333333333333,0.2036199095022624,53067.84333333333,0.0
P0213,E09,2,20800.72,10400.36,2,0.0,0.0,2,False,199,0.0,0.3015075376884422,10400.36,0.0
P0213,E10,1,186474.3,186474.3,1,0.0,1.0,1,False,1,0.0,30.0,186474.3,0.0
P0214,E04,2,196547.42,98273.71,1,0.0,0.5,2,False,472,0.5,0.1271186440677966,98273.71,0.0
P0213,E13,2,84995.8,42497.9,2,0.0,0.5,1,False,388,0.0,0.1546391752577319,84995.8,0.0
P0213,E14,3,206489.15,68829.71666666666,3,0.0,0.3333333333333333,1,False,839,0.0,0.1072705601907032,206489.15,0.0
P0213,E15,1,18042.6,18042.6,1,0.0,0.0,1,False,1,0.0,30.0,18042.6,0.0
P0213,E16,1,3238.42,3238.42,1,0.0,0.0,1,False,1,0.0,30.0,3238.42,0.0
P0214,E00,1,128174.84,128174.84,1,0.0,0.0,1,False,1,0.0,30.0,128174.84,0.0
P0214,E01,1,70243.03,70243.03,1,1.0,0.0,1,False,1,0.0,30.0,70243.03,0.0
P0214,E02,1,6192.75,6192.75,1,0.0,0.0,1,False,1,0.0,30.0,6192.75,0.0
P0214,E03,1,143536.18,143536.18,1,0.0,1.0,1,False,1,0.0,30.0,143536.18,0.0
P0213,E12,2,335915.53,167957.765,2,0.0,0.5,1,False,342,0.0,0.175438596491228,335915.53,0.0
P0219,E16,2,206091.49,103045.745,1,0.0,0.5,1,False,371,0.5,0.1617250673854447,206091.49,0.0
P0000,E05,2,155925.09999999998,77962.54999999999,2,0.0,0.0,2,False,825,0.0,0.0727272727272727,77962.54999999999,0.0
P0000,E03,2,106597.77,53298.885,2,0.0,1.0,1,False,223,0.0,0.2690582959641255,106597.77,0.0
P0001,E00,1,294949.52,294949.52,1,0.0,1.0,1,False,1,0.0,30.0,294949.52,0.0
P0001,E02,2,1000113.59,500056.795,2,0.0,0.5,2,False,373,0.0,0.1608579088471849,500056.795,0.0
P0001,E03,2,278370.06999999995,139185.03499999997,2,0.0,0.0,1,False,429,0.0,0.1398601398601398,278370.06999999995,0.0
P0001,E07,1,127942.19,127942.19,1,0.0,1.0,1,False,1,0.0,30.0,127942.19,0.0
P0001,E08,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0215,E13,1,37857.78,37857.78,1,0.0,0.0,1,False,1,0.0,30.0,37857.78,0.0
P0001,E12,1,20510.05,20510.05,1,0.0,1.0,1,False,1,0.0,30.0,20510.05,0.0
P0001,E13,3,93837.27,31279.09,3,0.0,0.0,3,False,890,0.0,0.1011235955056179,31279.09,0.0
P0001,E15,4,402752.49,100688.1225,4,0.0,0.25,1,False,729,0.0,0.1646090534979424,402752.49,0.0
P0001,E16,1,67999.26,67999.26,1,0.0,1.0,1,False,1,0.0,30.0,67999.26,0.0
P0001,E17,2,926274.27,463137.135,2,0.5,0.0,1,False,1,0.0,60.0,926274.27,0.0
P0002,E04,1,42343.23,42343.23,1,0.0,0.0,1,False,1,0.0,30.0,42343.23,0.0
P0002,E08,1,6939.85,6939.85,1,0.0,1.0,1,False,1,0.0,30.0,6939.85,0.0
P0002,E10,1,49616.81,49616.81,1,0.0,1.0,1,False,1,0.0,30.0,49616.81,0.0
P0001,E10,1,365978.32,365978.32,1,0.0,0.0,1,False,1,0.0,30.0,365978.32,0.0
P0215,E16,1,92281.08,92281.08,1,0.0,0.0,1,False,1,0.0,30.0,92281.08,0.0
P0216,E01,1,190765.63,190765.63,1,0.0,0.0,1,False,1,0.0,30.0,190765.63,0.0
P0216,E06,1,167306.22,167306.22,1,0.0,0.0,1,False,1,0.0,30.0,167306.22,0.0
P0216,E07,1,16374.68,16374.68,1,0.0,1.0,1,False,1,0.0,30.0,16374.68,0.0
P0216,E08,1,274019.28,274019.28,1,0.0,0.0,1,False,1,0.0,30.0,274019.28,0.0
P0000,E00,3,201446.71,67148.90333333334,3,0.0,0.3333333333333333,2,False,286,0.0,0.3146853146853147,100723.355,0.0
P0218,E06,1,303311.05,303311.05,1,0.0,0.0,1,False,1,0.0,30.0,303311.05,0.0
P0218,E09,1,57834.67,57834.67,1,0.0,0.0,1,False,1,0.0,30.0,57834.67,0.0
P0219,E14,1,46778.37,46778.37,1,0.0,0.0,1,False,1,0.0,30.0,46778.37,0.0
P0218,E12,1,87525.69,87525.69,1,0.0,0.0,1,False,1,0.0,30.0,87525.69,0.0
P0218,E13,1,142993.67,142993.67,1,1.0,0.0,1,False,1,0.0,30.0,142993.67,0.0
P0218,E15,1,122149.07,122149.07,1,0.0,0.0,1,False,1,0.0,30.0,122149.07,0.0
P0219,E00,3,505317.72,168439.24,2,0.0,0.6666666666666666,2,False,860,0.3333333333333333,0.1046511627906976,252658.86,0.0
P0219,E04,1,10862.05,10862.05,1,0.0,0.0,1,False,1,0.0,30.0,10862.05,0.0
P0219,E05,1,132619.98,132619.98,1,0.0,0.0,1,False,1,0.0,30.0,132619.98,0.0
P0219,E08,1,61869.47,61869.47,1,0.0,1.0,1,False,1,0.0,30.0,61869.47,0.0
P0219,E09,2,41592.2,20796.1,2,0.0,0.0,2,False,413,0.0,0.1452784503631961,20796.1,0.0
P0218,E11,1,135854.96,135854.96,1,0.0,0.0,1,False,1,0.0,30.0,135854.96,0.0
P0207,E09,1,70893.64,70893.64,1,1.0,0.0,1,False,1,0.0,30.0,70893.64,0.0
P0207,E10,1,63318.91,63318.91,1,0.0,0.0,1,False,1,0.0,30.0,63318.91,0.0
P0208,E00,1,94128.12,94128.12,1,0.0,1.0,1,False,1,0.0,30.0,94128.12,0.0
P0208,E01,2,410193.37,205096.685,2,0.0,1.0,2,False,689,0.0,0.0870827285921625,205096.685,0.0
P0208,E02,1,164768.33,164768.33,1,0.0,0.0,1,False,1,0.0,30.0,164768.33,0.0
P0208,E03,3,228872.75,76290.91666666667,3,0.0,0.3333333333333333,1,False,466,0.0,0.1931330472103004,228872.75,0.0
P0208,E05,1,15872.0,15872.0,1,0.0,0.0,1,False,1,0.0,30.0,15872.0,0.0
P0208,E08,1,30925.09,30925.09,1,0.0,0.0,1,False,1,0.0,30.0,30925.09,0.0
P0212,E15,2,583241.46,291620.73,1,0.0,0.0,1,False,1022,0.5,0.0587084148727984,583241.46,0.0
P0208,E12,2,77133.42,38566.71,2,0.0,0.5,2,False,283,0.0,0.2120141342756183,38566.71,0.0
P0208,E13,1,74261.19,74261.19,1,0.0,1.0,1,False,1,0.0,30.0,74261.19,0.0
P0209,E00,1,75756.24,75756.24,1,0.0,0.0,1,False,1,0.0,30.0,75756.24,0.0
P0209,E01,1,106268.74,106268.74,1,1.0,0.0,1,False,1,0.0,30.0,106268.74,0.0
P0209,E03,1,128970.93,128970.93,1,0.0,0.0,1,False,1,0.0,30.0,128970.93,0.0
P0209,E04,2,158476.19,79238.095,2,0.0,0.0,2,False,174,0.0,0.3448275862068966,79238.095,0.0
P0209,E05,1,30631.34,30631.34,1,0.0,1.0,1,False,1,0.0,30.0,30631.34,0.0
P0209,E06,3,126495.44,42165.14666666667,3,0.3333333333333333,0.3333333333333333,1,False,1065,0.0,0.0845070422535211,126495.44,0.0
P0208,E09,1,187251.79,187251.79,1,0.0,1.0,1,False,1,0.0,30.0,187251.79,0.0
P0205,E14,1,6299.48,6299.48,1,0.0,0.0,1,False,1,0.0,30.0,6299.48,0.0
