id_proveedor,id_entidad,objeto,objeto_familia,max_contratos_ventana_15d,monto_total_ventana_15d,pct_montos_bajo_umbral,score_anomalia,senal_priorizacion_fraccionamiento,label
P0059,E02,Servicio de transporte,services::transporte,1,142253.07,1.0,0.20813877072758202,False,0
P0155,E16,Obra de rehabilitación vial,works::rehabilitacion|via,1,75160.42,1.0,0.20783116937751167,False,0
P0092,E17,Adquisición de materiales de construcción,goods::construccion|material,1,173751.22,1.0,0.2077944056867983,False,0
P0078,E02,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,1,77087.93,1.0,0.20735217270845335,False,0
P0051,E10,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,77550.23,1.0,0.2071661263020354,False,0
P0118,E12,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,1,154748.7,1.0,0.2070885062637494,False,0
P0031,E15,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,139567.56,1.0,0.20694305749060785,False,0
P0019,E06,Adquisición de materiales de construcción,goods::construccion|material,1,137179.16,1.0,0.20655813198912354,False,0
P0062,E03,Obra de rehabilitación vial,works::rehabilitacion|via,1,146356.21,1.0,0.20614541851596133,False,0
P0219,E16,Suministro de combustible,goods::combustible|suministro,1,163277.4,1.0,0.20548132610603986,False,0
P0082,E05,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,86166.87,1.0,0.20514323984917163,False,0
P0118,E03,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,1,135812.44,1.0,0.20471222083871812,False,0
P0112,E02,Adquisición de equipos informáticos,goods::equipo|informatico,1,88840.63,1.0,0.20462332534754413,False,0
P0156,E06,Adquisición de bienes de oficina,goods::bienes|oficina,1,160867.73,1.0,0.20345141461199612,False,0
P0211,E06,Servicio de capacitación,services::capacitacion,1,153321.06,1.0,0.20200254826447114,False,0
P0067,E15,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,107535.77,1.0,0.20154358784772408,False,0
