id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico
C001017,P0041,E13,F055,Licitación Pública,Obra de rehabilitación vial,works,64052.26,2025-01-21,False,False,normal
C000175,P0116,E17,F012,Concurso Público,Adquisición de equipos informáticos,goods,3195.2,2023-07-01,False,False,normal
C000278,P0062,E15,F035,Concurso Público,Consultoría en ingeniería,services,49886.22,2026-05-30,False,False,normal
C003316,P0108,E14,F040,Adjudicación Simplificada,Servicio de capacitación,services,46317.08,2023-08-07,False,False,normal
C003105,P0084,E16,F002,Concurso Público,Servicio de mantenimiento de infraestructura,services,61691.24,2024-12-28,False,False,normal
C003162,P0041,E11,F049,,Servicio de capacitación,services,8489.59,2024-05-09,False,False,normal
C001339,P0093,E17,F012,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,140740.51,2024-05-15,False,False,normal
C002517,P0195,E01,F018,Licitación Pública,Adquisición de materiales de construcción,goods,178448.8,2023-06-18,False,False,normal
C001641,P0157,E12,F021,Concurso Público,Adquisición de materiales de construcción,goods,9345.15,2025-09-03,False,False,normal
C000416,P0073,E02,F011,Licitación Pública,Adquisición de materiales de construcción,goods,19713.7,2026-06-14,False,False,normal
C001123,P0016,E16,F042,,Servicio de mantenimiento de infraestructura,services,14239.29,2023-04-04,False,False,normal
C000217,P0005,E06,F006,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,24484.43,2024-12-06,False,False,normal
C001702,P0042,E04,F030,Adjudicación Simplificada,Suministro de combustible,goods,30373.39,2025-10-23,False,False,normal
C000781,P0011,E05,F001,Concurso Público,Servicio de transporte,services,33821.91,2025-07-30,False,False,normal
C001452,P0108,E02,F044,Comparación de Precios,Servicio de transporte,services,19010.25,2024-02-11,False,False,normal
C002358,P0007,E05,F059,Comparación de Precios,Adquisición de materiales de construcción,goods,315279.19,2023-08-05,False,False,normal
C000693,P0140,E03,F000,Contratación Directa,Servicio de transporte,services,121072.9,2023-02-18,False,False,normal
C002179,P0007,E11,F007,Adjudicación Simplificada,Obra de rehabilitación vial,works,333982.84,2025-10-10,False,False,normal
C001255,P0145,E01,F018,Comparación de Precios,,works,76438.5,2024-12-29,False,False,normal
C003163,P0101,E06,F039,Adjudicación Simplificada,Suministro de combustible,goods,39579.22,2025-03-22,False,False,normal
C000449,P0014,E14,F029,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,124429.23,2024-10-15,False,False,normal
C001204,P0042,E02,F044,Licitación Pública,Adquisición de materiales de construcción,goods,97119.88,2026-01-26,False,False,normal
C000376,P0066,E14,F040,Comparación de Precios,Consultoría en ingeniería,services,24931.57,2024-07-15,False,False,normal
C001315,P0073,E07,F036,Adjudicación Simplificada,Servicio de transporte,services,16992.52,2026-01-15,False,False,normal
C900016,P0022,E00,F010,Contratación Directa,Adquisición de bienes de oficina,goods,72765.94,2024-05-30,True,False,favoritismo_sembrado
C002341,P0109,E05,F045,Adjudicación Simplificada,Suministro de combustible,goods,14139.63,2025-11-07,False,False,normal
C000433,P0084,E06,F039,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,89972.91,2024-03-08,False,False,normal
C000721,P0219,E14,F016,Adjudicación Simplificada,Obra de rehabilitación vial,works,46778.37,2024-08-26,False,False,normal
C000371,P0090,E11,F007,Concurso Público,Servicio de limpieza y vigilancia,services,96474.61,2025-08-27,False,False,normal
C003039,P0004,E06,F039,Adjudicación Simplificada,Obra de rehabilitación vial,works,188710.16,2025-06-09,False,False,normal
C002647,P0165,E04,F053,Licitación Pública,Adquisición de bienes de oficina,goods,55184.31,2024-07-30,False,False,normal
C000907,P0104,E14,F029,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,53305.82,2024-10-11,False,False,normal
C000925,P0149,E00,F010,Concurso Público,Obra de rehabilitación vial,works,91016.66,2024-02-16,False,False,normal
C000644,P0040,E07,F013,Adjudicación Simplificada,Obra de rehabilitación vial,works,42867.93,2025-07-22,False,False,normal
C001258,P0166,E01,F048,Licitación Pública,Servicio de limpieza y vigilancia,services,36021.78,2024-10-17,False,False,normal
C002650,P0134,E11,F054,Adjudicación Simplificada,Servicio de capacitación,services,11786.74,2026-02-27,False,False,normal
C800028,P0052,E17,F003,Licitación Pública Abreviada,Adquisición de bienes de oficina,goods,98084.44,2025-09-09,False,True,fraccionamiento_sembrado
C001412,P0014,E12,F021,Adjudicación Simplificada,Suministro de combustible,goods,61712.8,2026-03-18,False,False,normal
C001288,P0032,E10,F008,Licitación Pública,Adquisición de materiales de construcción,goods,51537.47,2025-11-07,False,False,normal
C001281,P0023,E17,F012,Adjudicación Simplificada,Servicio de capacitación,services,71013.63,2024-11-06,False,False,normal
C003326,P0145,E06,F039,Comparación de Precios,Consultoría en ingeniería,services,17639.71,2026-06-04,False,False,normal
C000246,P0121,E11,F049,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,57610.59,2024-02-14,False,False,normal
C001721,P0174,E11,F007,Concurso Público,Servicio de limpieza y vigilancia,services,36549.32,2024-08-24,False,False,normal
C000505,P0012,E15,F035,Adjudicación Simplificada,Servicio de capacitación,services,31438.6,2023-03-04,False,False,normal
C002631,P0118,E13,F056,Concurso Público,Consultoría en ingeniería,services,15539.86,2024-08-03,False,False,normal
C003418,P0165,E03,F000,Licitación Pública,Servicio de capacitación,services,37971.86,2025-09-17,False,False,normal
C003206,P0083,E05,F001,Licitación Pública,Obra de rehabilitación vial,works,21012.1,2026-01-29,False,False,normal
C003192,P0164,E10,F008,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,,2023-10-04,False,False,normal
C000999,P0194,E15,F035,Licitación Pública,Adquisición de equipos informáticos,goods,161935.86,2024-07-29,False,False,normal
C000932,P0196,E00,F010,Comparación de Precios,Adquisición de equipos informáticos,goods,159703.27,2025-06-01,False,False,normal
C001725,P0110,E07,F036,Concurso Público,Obra de rehabilitación vial,works,221081.21,2026-05-01,False,False,normal
C001614,P0199,E13,F056,Concurso Público,Servicio de capacitación,services,42682.5,2024-01-13,False,False,normal
C002847,P0059,E02,F051,Comparación de Precios,Servicio de transporte,services,21347.09,2024-12-08,False,False,normal
C003492,P0198,E02,F025,Contratación Directa,Servicio de mantenimiento de infraestructura,services,26412.68,2023-04-05,False,False,normal
C002764,P0118,E12,F050,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,154748.7,2023-09-18,False,False,normal
C700023,P0180,E16,F024,Concurso Público,Obra de rehabilitación vial,works,487515.23,2025-03-08,False,False,hard_negative_concentracion_legitima
C000543,P0201,E10,F026,Comparación de Precios,Servicio de transporte,services,225969.8,2024-03-23,False,False,normal
C003221,P0173,E11,F049,,Adquisición de equipos informáticos,goods,43088.77,2024-01-27,False,False,normal
C002399,P0162,E03,F000,Licitación Pública,Adquisición de bienes de oficina,goods,,2025-05-14,False,False,normal
C003036,P0172,E09,F027,Adjudicación Simplificada,Servicio de transporte,services,6507.94,2025-12-30,False,False,normal
C002389,P0072,E15,F035,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,43395.09,2023-09-23,False,False,normal
C001610,P0200,E08,F014,Licitación Pública,Consultoría en ingeniería,services,23097.12,2023-10-18,False,False,normal
C000612,P0150,E10,F008,Adjudicación Simplificada,Consultoría en ingeniería,services,20209.87,2025-01-20,False,False,normal
C003280,P0018,E11,F007,Concurso Público,Adquisición de bienes de oficina,goods,13873.57,2026-04-06,False,False,normal
C001056,P0026,E03,F000,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,54381.89,2026-03-07,False,False,normal
C000881,P0033,E17,F003,Adjudicación Simplificada,Obra de rehabilitación vial,works,29010.88,2024-10-23,False,False,normal
C000485,P0107,E14,F016,Comparación de Precios,Servicio de transporte,services,77762.95,2024-09-30,False,False,normal
C003291,P0186,E03,F000,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,408519.49,2023-04-03,False,False,normal
C003264,P0065,E08,F022,Licitación Pública,Adquisición de bienes de oficina,goods,71799.48,2025-11-26,False,False,normal
C001468,P0105,E10,F008,Licitación Pública,Suministro de combustible,goods,31350.43,2024-01-09,False,False,normal
C000258,P0160,E11,F049,Adjudicación Simplificada,Suministro de combustible,goods,3721.96,2023-06-13,False,False,normal
C001992,P0119,E11,F049,Concurso Público,Adquisición de bienes de oficina,goods,288710.3,2023-06-17,False,False,normal
C002905,P0019,E01,F018,Concurso Público,,services,20906.34,2023-04-13,False,False,normal
C000746,P0111,E06,F039,,Adquisición de materiales de construcción,goods,43091.46,2024-07-05,False,False,normal
C003409,P0044,E11,F049,Licitación Pública,Adquisición de equipos informáticos,goods,70200.56,2024-11-23,False,False,normal
C002664,P0154,E02,F011,Licitación Pública,Obra de rehabilitación vial,works,116450.05,2023-06-02,False,False,normal
C002314,P0197,E13,F056,Licitación Pública,Suministro de combustible,goods,70256.72,2023-06-19,False,False,normal
C000209,P0175,E05,F047,Comparación de Precios,Obra de rehabilitación vial,works,204085.23,2023-05-16,False,False,normal
C003355,P0176,E08,F022,Contratación Directa,Servicio de mantenimiento de infraestructura,services,210654.25,2025-10-07,False,False,normal
C001586,P0034,E01,F048,Comparación de Precios,Adquisición de materiales de construcción,goods,,2023-06-19,False,False,normal
C000949,P0198,E05,F052,Adjudicación Simplificada,Servicio de transporte,services,375831.12,2025-11-26,False,False,normal
C002494,P0009,E12,F021,Comparación de Precios,Adquisición de equipos informáticos,goods,174000.25,2025-11-25,False,False,normal
C001954,P0016,E04,F030,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,33349.11,2023-11-18,False,False,normal
C000596,P0060,E09,F046,Contratación Directa,Adquisición de materiales de construcción,goods,179938.55,2023-09-12,False,False,normal
C800012,P0119,E03,F000,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,172727.33,2024-01-25,False,True,fraccionamiento_sembrado
C003021,P0037,E05,F059,Adjudicación Simplificada,Suministro de combustible,goods,65857.75,2024-10-15,False,False,normal
C000296,P0196,E13,F058,Licitación Pública,Consultoría en ingeniería,services,13944.8,2023-12-14,False,False,normal
C000964,P0188,E08,F005,Licitación Pública,Consultoría en ingeniería,services,37631.18,2025-09-10,False,False,normal
C000507,P0137,E14,F040,Contratación Directa,Adquisición de materiales de construcción,goods,11527.65,2024-11-16,False,False,normal
C000007,P0145,E08,F014,Adjudicación Simplificada,Servicio de capacitación,services,29853.5,2026-05-04,False,False,normal
C002123,P0025,E08,F015,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,42241.87,2026-04-07,False,False,normal
C002833,P0048,E16,F042,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,28652.34,2023-08-18,False,False,normal
C002276,P0145,E08,F005,Comparación de Precios,Servicio de limpieza y vigilancia,services,167464.76,2025-05-10,False,False,normal
C001837,P0114,E12,F050,Comparación de Precios,Servicio de capacitación,services,215278.54,2024-01-16,False,False,normal
C002894,P0183,E01,F018,Comparación de Precios,Adquisición de equipos informáticos,goods,33827.47,2024-11-24,False,False,normal
C002691,P0072,E07,F023,Licitación Pública,Adquisición de bienes de oficina,goods,45286.57,2024-02-28,False,False,normal
C002965,P0035,E10,F008,Adjudicación Simplificada,Servicio de transporte,services,101060.31,2024-01-20,False,False,normal
C700072,P0156,E02,F044,Licitación Pública,Servicio de mantenimiento de infraestructura,services,853902.03,2024-07-15,False,False,hard_negative_concentracion_legitima
C002584,P0039,E12,F021,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,12720.07,2025-12-30,False,False,normal
C001073,P0132,E03,F000,Concurso Público,Servicio de limpieza y vigilancia,services,42933.31,2025-03-18,False,False,normal
C000794,P0159,E04,F053,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,122895.91,2025-10-12,False,False,normal
C001029,P0108,E12,F050,Adjudicación Simplificada,,goods,224338.2,2023-01-22,False,False,normal
C001192,P0042,E03,F000,Licitación Pública,Adquisición de equipos informáticos,goods,297869.28,2025-03-19,False,False,normal
C000096,P0053,E05,F037,Comparación de Precios,Suministro de combustible,goods,214153.26,2023-10-11,False,False,normal
C000043,P0143,E02,F051,Comparación de Precios,Servicio de limpieza y vigilancia,services,138943.14,2024-06-24,False,False,normal
C900019,P0012,E01,F017,Adjudicación Simplificada,Servicio de transporte,services,82409.34,2025-03-15,True,False,favoritismo_sembrado
C003224,P0134,E15,F035,Comparación de Precios,Consultoría en ingeniería,services,360142.69,2024-10-29,False,False,normal
C003299,P0091,E08,F015,Concurso Público,Obra de rehabilitación vial,works,171860.06,2024-01-17,False,False,normal
C001272,P0063,E11,F049,Concurso Público,Servicio de capacitación,services,115991.84,2023-06-02,False,False,normal
C000025,P0212,E05,F052,Adjudicación Simplificada,Servicio de capacitación,services,47247.25,2025-05-25,False,False,normal
C001392,P0095,E13,F056,Adjudicación Simplificada,Servicio de capacitación,services,74566.0,2026-04-23,False,False,normal
C000679,P0153,E13,F055,Comparación de Precios,Consultoría en ingeniería,services,24124.96,2023-06-27,False,False,normal
C001780,P0131,E16,F042,,Adquisición de bienes de oficina,goods,117738.98,2024-10-25,False,False,normal
C002505,P0014,E01,F017,Adjudicación Simplificada,Servicio de transporte,services,14551.77,2026-02-20,False,False,normal
C003398,P0145,E14,F016,Comparación de Precios,Suministro de combustible,goods,156585.61,2026-06-14,False,False,normal
C001623,P0131,E06,F006,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,385575.45,2025-03-25,False,False,normal
C800008,P0219,E06,F006,Adjudicación Simplificada,Consultoría en ingeniería,services,215539.58,2024-10-30,False,True,fraccionamiento_sembrado
C001075,P0131,E06,F006,Concurso Público,Obra de rehabilitación vial,works,152812.81,2023-10-13,False,False,normal
C900053,P0064,E00,F041,Adjudicación Simplificada,Obra de rehabilitación vial,works,274853.96,2024-04-08,True,False,favoritismo_sembrado
C002206,P0072,E12,F021,Comparación de Precios,Obra de rehabilitación vial,works,109384.76,2024-09-18,False,False,normal
C000864,P0097,E01,F048,Contratación Directa,Adquisición de materiales de construcción,goods,31922.13,2024-09-18,False,False,normal
C001936,P0032,E02,F051,Comparación de Precios,Servicio de limpieza y vigilancia,services,28590.09,2025-02-03,False,False,normal
C000067,P0173,E05,F032,Adjudicación Simplificada,Consultoría en ingeniería,services,60254.89,2024-12-01,False,False,normal
C001973,P0191,E14,F029,Contratación Directa,Servicio de mantenimiento de infraestructura,services,42225.17,2025-06-01,False,False,normal
C002303,P0043,E07,F036,Comparación de Precios,Adquisición de materiales de construcción,goods,101710.98,2026-02-17,False,False,normal
C002228,P0114,E02,F011,Licitación Pública,Obra de rehabilitación vial,works,93274.8,2026-03-20,False,False,normal
C001882,P0079,E03,F000,Contratación Directa,Consultoría en ingeniería,services,37110.77,2026-06-14,False,False,normal
C002754,P0056,E00,F038,Comparación de Precios,Suministro de combustible,goods,45211.94,2024-09-14,False,False,normal
C000031,P0161,E05,F001,Contratación Directa,Servicio de mantenimiento de infraestructura,services,49481.24,2023-09-16,False,False,normal
C002322,P0157,E04,F019,Contratación Directa,Servicio de transporte,services,42264.42,2025-12-06,False,False,normal
C002672,P0043,E12,F050,Comparación de Precios,,services,255655.82,2026-04-23,False,False,normal
C002899,P0026,E06,F006,Comparación de Precios,Consultoría en ingeniería,services,30028.98,2025-11-16,False,False,normal
C000610,P0187,E04,F053,Comparación de Precios,Consultoría en ingeniería,services,289345.47,2023-02-13,False,False,normal
C001330,P0141,E05,F032,Adjudicación Simplificada,,services,36467.43,2025-07-14,False,False,normal
C000570,P0217,E01,F017,Comparación de Precios,Servicio de capacitación,services,205430.64,2023-09-29,False,False,normal
C003482,P0061,E01,F018,Adjudicación Simplificada,Obra de rehabilitación vial,works,24896.85,2023-09-07,False,False,normal
C000343,P0100,E17,F003,Comparación de Precios,Adquisición de bienes de oficina,goods,34968.0,2025-02-11,False,False,normal
C002657,P0168,E03,F000,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,63247.44,2026-03-05,False,False,normal
C001642,P0086,E01,F048,Adjudicación Simplificada,Consultoría en ingeniería,services,235813.51,2023-02-28,False,False,normal
C000678,P0016,E14,F016,Adjudicación Simplificada,Consultoría en ingeniería,services,138083.65,2023-02-13,False,False,normal
C700100,P0026,E00,F038,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,145650.84,2026-01-19,False,False,hard_negative_concentracion_legitima
C002820,P0131,E09,F034,Comparación de Precios,Suministro de combustible,goods,77663.09,2024-03-04,False,False,normal
C003032,P0177,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,9393.29,2024-04-04,False,False,normal
C002316,P0037,E17,F031,Comparación de Precios,Servicio de limpieza y vigilancia,services,71339.53,2024-05-29,False,False,normal
C001742,P0197,E07,F023,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,50989.7,2026-03-28,False,False,normal
C700028,P0180,E16,F002,Licitación Pública,Obra de rehabilitación vial,works,545864.53,2025-06-03,False,False,hard_negative_concentracion_legitima
C002573,P0088,E06,F039,Comparación de Precios,Suministro de combustible,goods,19055.81,2024-07-30,False,False,normal
C001867,P0054,E14,F040,Licitación Pública,Servicio de mantenimiento de infraestructura,services,55019.98,2023-04-01,False,False,normal
C002994,P0162,E12,F021,Licitación Pública,Suministro de combustible,goods,52387.23,2024-06-22,False,False,normal
C002346,P0143,E02,F011,Concurso Público,Servicio de mantenimiento de infraestructura,services,21628.63,2026-01-26,False,False,normal
C000576,P0111,E10,F008,Contratación Directa,Suministro de combustible,goods,89349.41,2025-11-07,False,False,normal
C000809,P0004,E03,F000,Concurso Público,Consultoría en ingeniería,services,79288.97,2025-10-02,False,False,normal
C700075,P0133,E04,F030,Licitación Pública,Obra de rehabilitación vial,works,478680.11,2024-04-16,False,False,hard_negative_concentracion_legitima
C003001,P0071,E08,F015,Adjudicación Simplificada,,goods,3427.41,2025-11-17,False,False,normal
C002338,P0139,E17,F003,Licitación Pública,Consultoría en ingeniería,services,148851.96,2025-03-22,False,False,normal
C000528,P0023,E04,F030,Comparación de Precios,Adquisición de equipos informáticos,goods,34611.01,2024-12-01,False,False,normal
C000176,P0163,E14,F029,Concurso Público,Servicio de transporte,services,96522.3,2024-08-21,False,False,normal
C002954,P0133,E04,F019,Comparación de Precios,Adquisición de equipos informáticos,goods,242282.09,2024-03-14,False,False,normal
C000422,P0214,E09,F033,Adjudicación Simplificada,Suministro de combustible,goods,40258.89,2023-08-26,False,False,normal
C000680,P0064,E08,F020,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,27543.6,2023-10-31,False,False,normal
C002984,P0134,E10,F026,Adjudicación Simplificada,Servicio de capacitación,services,42382.84,2025-12-02,False,False,normal
C001743,P0179,E13,F058,Comparación de Precios,Consultoría en ingeniería,services,33619.21,2024-08-31,False,False,normal
C002826,P0101,E01,F017,Adjudicación Simplificada,Obra de rehabilitación vial,works,122639.01,2024-11-22,False,False,normal
C002589,P0159,E00,F038,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,,2025-08-30,False,False,normal
C002882,P0118,E04,F053,Adjudicación Simplificada,Servicio de capacitación,services,62758.87,2023-01-06,False,False,normal
C001113,P0134,E15,F035,Comparación de Precios,Adquisición de equipos informáticos,goods,7135.96,2025-04-07,False,False,normal
C002130,P0127,E07,F036,Adjudicación Simplificada,Obra de rehabilitación vial,works,18608.21,2024-07-09,False,False,normal
C000288,P0112,E01,F018,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,85870.16,2025-07-25,False,False,normal
C001042,P0094,E02,F011,Comparación de Precios,Obra de rehabilitación vial,works,563452.21,2024-04-17,False,False,normal
C002447,P0198,E12,F021,Contratación Directa,Obra de rehabilitación vial,works,,2024-12-03,False,False,normal
C001322,P0094,E13,F055,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,48689.95,2024-05-02,False,False,normal
C001805,P0165,E00,F041,Comparación de Precios,Adquisición de bienes de oficina,goods,,2025-01-11,False,False,normal
C001200,P0213,E15,F035,Adjudicación Simplificada,Consultoría en ingeniería,services,18042.6,2023-03-24,False,False,normal
C000177,P0123,E12,F021,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,36900.11,2025-04-19,False,False,normal
C001498,P0174,E12,F050,Contratación Directa,Consultoría en ingeniería,services,272672.06,2024-08-28,False,False,normal
C003013,P0100,E01,F018,Adjudicación Simplificada,Suministro de combustible,goods,20890.06,2025-10-14,False,False,normal
C003469,P0148,E04,F019,Concurso Público,Suministro de combustible,goods,29246.6,2023-01-23,False,False,normal
C001657,P0088,E09,F034,Comparación de Precios,Adquisición de equipos informáticos,goods,15969.39,2023-02-15,False,False,normal
C000370,P0212,E01,F017,,Suministro de combustible,goods,93195.49,2024-05-19,False,False,normal
C001577,P0101,E01,F048,Comparación de Precios,Consultoría en ingeniería,services,152656.05,2025-06-13,False,False,normal
C000729,P0149,E06,F039,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,12883.82,2025-08-23,False,False,normal
C000598,P0091,E09,F034,Licitación Pública,Servicio de mantenimiento de infraestructura,services,143526.89,2025-04-11,False,False,normal
C002244,P0123,E12,F021,Licitación Pública,Consultoría en ingeniería,services,155517.7,2025-06-03,False,False,normal
C001134,P0181,E06,F006,Concurso Público,Adquisición de equipos informáticos,goods,94973.21,2024-02-26,False,False,normal
C002387,P0113,E04,F053,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,54250.36,2023-05-17,False,False,normal
C002114,P0147,E17,F031,Contratación Directa,Servicio de capacitación,services,95068.45,2025-11-23,False,False,normal
C001474,P0083,E13,F055,Contratación Directa,Consultoría en ingeniería,services,,2024-05-05,False,False,normal
C003442,P0147,E06,F006,Comparación de Precios,Adquisición de bienes de oficina,goods,75191.34,2025-04-11,False,False,normal
C000903,P0124,E14,F040,Contratación Directa,Consultoría en ingeniería,services,27819.14,2026-05-14,False,False,normal
C000141,P0186,E02,F051,Adjudicación Simplificada,Consultoría en ingeniería,services,25718.21,2023-08-25,False,False,normal
C002008,P0149,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,141863.28,2023-09-30,False,False,normal
C000665,P0207,E02,F011,Comparación de Precios,Suministro de combustible,goods,206521.6,2023-03-24,False,False,normal
C001825,P0155,E00,F041,Comparación de Precios,Adquisición de bienes de oficina,goods,28689.02,2025-08-02,False,False,normal
C001993,P0180,E14,F029,Adjudicación Simplificada,Servicio de capacitación,services,34586.2,2023-12-10,False,False,normal
C000654,P0156,E04,F030,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,53155.21,2025-04-17,False,False,normal
C000471,P0152,E10,F004,Comparación de Precios,Consultoría en ingeniería,services,28435.02,2026-02-21,False,False,normal
C001151,P0078,E02,F025,Contratación Directa,Adquisición de equipos informáticos,goods,34564.17,2025-09-16,False,False,normal
C001084,P0135,E09,F033,Comparación de Precios,Servicio de limpieza y vigilancia,services,10624.62,2023-09-10,False,False,normal
C000759,P0137,E11,F049,Comparación de Precios,Adquisición de materiales de construcción,goods,113079.15,2026-02-21,False,False,normal
C001210,P0139,E10,F026,Adjudicación Simplificada,Consultoría en ingeniería,services,134158.85,2026-03-13,False,False,normal
C002697,P0201,E01,F048,Contratación Directa,Servicio de limpieza y vigilancia,services,105430.96,2026-02-25,False,False,normal
C002739,P0051,E00,F041,Contratación Directa,Suministro de combustible,goods,48440.19,2023-02-07,False,False,normal
C000069,P0110,E16,F042,Comparación de Precios,Servicio de transporte,services,92069.72,2024-10-25,False,False,normal
C700014,P0143,E06,F039,Licitación Pública,Servicio de transporte,services,639679.75,2025-07-28,False,False,hard_negative_concentracion_legitima
C003475,P0024,E02,F051,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,20229.05,2023-03-26,False,False,normal
C000195,P0096,E09,F043,Licitación Pública,Servicio de limpieza y vigilancia,services,35315.68,2025-06-13,False,False,normal
C000532,P0082,E01,F017,Adjudicación Simplificada,Suministro de combustible,goods,60535.36,2024-08-29,False,False,normal
C002083,P0214,E01,F018,Contratación Directa,Adquisición de materiales de construcción,goods,70243.03,2023-09-28,False,False,normal
C002515,P0158,E16,F057,Contratación Directa,Suministro de combustible,goods,1467310.82,2023-05-15,False,False,normal
C002166,P0203,E02,F051,Comparación de Precios,Adquisición de bienes de oficina,goods,130672.33,2023-02-26,False,False,normal
C002429,P0065,E08,F014,Comparación de Precios,Suministro de combustible,goods,40123.34,2026-03-07,False,False,normal
C002252,P0216,E14,F040,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,18658.24,2026-03-07,False,False,normal
C003098,P0160,E13,F055,Adjudicación Simplificada,Servicio de capacitación,services,79836.45,2025-08-19,False,False,normal
C000227,P0057,E08,F014,Comparación de Precios,Obra de rehabilitación vial,works,12085.89,2024-06-18,False,False,normal
C002468,P0069,E06,F006,Licitación Pública,Adquisición de bienes de oficina,goods,62648.5,2026-05-04,False,False,normal
C000840,P0041,E03,F000,Contratación Directa,Servicio de transporte,services,42261.45,2023-09-29,False,False,normal
C000555,P0087,E08,F015,Adjudicación Simplificada,Consultoría en ingeniería,services,59422.77,2024-08-25,False,False,normal
C001507,P0067,E16,F002,Concurso Público,Servicio de mantenimiento de infraestructura,services,281140.95,2026-05-28,False,False,normal
C002792,P0086,E08,F014,Comparación de Precios,Suministro de combustible,goods,23655.36,2025-04-14,False,False,normal
C002620,P0002,E14,F016,,Servicio de mantenimiento de infraestructura,services,38898.25,2024-09-12,False,False,normal
C800029,P0052,E17,F012,Licitación Pública Abreviada,Adquisición de bienes de oficina,goods,148438.87,2025-09-13,False,True,fraccionamiento_sembrado
C002997,P0104,E17,F003,Adjudicación Simplificada,Servicio de transporte,services,35274.77,2026-04-27,False,False,normal
C002771,P0043,E06,F006,Adjudicación Simplificada,Servicio de capacitación,services,222768.08,2024-06-20,False,False,normal
C000847,P0127,E12,F021,Concurso Público,Servicio de mantenimiento de infraestructura,services,28123.29,2025-04-12,False,False,normal
C000631,P0056,E13,F055,Comparación de Precios,Adquisición de materiales de construcción,goods,75144.09,2024-07-26,False,False,normal
C001727,P0095,E12,F050,Comparación de Precios,Adquisición de equipos informáticos,goods,302034.31,2025-07-07,False,False,normal
C000883,P0112,E09,F033,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,14137.03,2023-01-26,False,False,normal
C000162,P0179,E07,F036,Contratación Directa,Adquisición de bienes de oficina,goods,34278.41,2024-10-26,False,False,normal
C000219,P0072,E10,F026,Adjudicación Simplificada,Consultoría en ingeniería,services,60101.87,2025-06-30,False,False,normal
C002189,P0193,E12,F050,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,74154.72,2026-03-31,False,False,normal
C002760,P0072,E09,F034,Concurso Público,Servicio de mantenimiento de infraestructura,services,39726.17,2023-05-13,False,False,normal
C001373,P0164,E15,F035,Adjudicación Simplificada,Servicio de transporte,services,27783.69,2025-01-08,False,False,normal
C002474,P0025,E11,F054,Licitación Pública,Servicio de mantenimiento de infraestructura,services,59087.28,2024-03-22,False,False,normal
C003366,P0094,E06,F039,Comparación de Precios,Adquisición de materiales de construcción,goods,61724.98,2024-08-23,False,False,normal
C001587,P0206,E06,F006,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,161178.3,2023-08-27,False,False,normal
C000547,P0135,E04,F019,Comparación de Precios,Adquisición de equipos informáticos,goods,22223.24,2025-06-29,False,False,normal
C001442,P0154,E02,F025,Adjudicación Simplificada,Suministro de combustible,goods,,2025-10-09,False,False,normal
C003212,P0033,E12,F021,Adjudicación Simplificada,Servicio de transporte,services,63466.07,2024-10-22,False,False,normal
C700103,P0026,E00,F038,,Adquisición de equipos informáticos,goods,,2026-06-10,False,False,hard_negative_concentracion_legitima
C000568,P0155,E16,F024,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,251696.21,2024-12-05,False,False,normal
