id_pago,id_contrato,fecha_devengado,fecha_girado,fecha_pagado,monto_devengado,monto_pagado,estado,escenario_sintetico
PG00002414,C002978,2025-05-01,2025-05-07,2025-05-26,28208.52,23819.95,PAGADO,completo
PG00002415,C002754,2024-09-28,2024-09-28,2024-10-17,6737.41,14665.92,PAGADO,completo
PG00002416,C002754,2024-11-16,2024-11-19,2024-11-22,17533.12,11484.93,PAGADO,completo
PG00002417,C002754,2024-11-21,2024-12-01,2024-12-13,20941.41,19061.09,PAGADO,completo
PG00002418,C000031,2023-09-26,2023-10-01,2023-10-13,37644.83,27219.28,PAGADO,completo
PG00002419,C000031,2023-10-13,2023-10-23,2023-10-26,11836.41,22261.96,PAGADO,completo
PG00002420,C002462,2023-10-28,2023-11-04,2023-11-21,21764.76,58688.47,PAGADO,completo
PG00002421,C002462,2023-11-09,2023-11-18,2023-11-28,67545.86,30622.15,PAGADO,completo
PG00002422,C001967,2026-05-28,2026-06-04,2026-06-08,48871.17,48871.17,PAGADO,completo
PG00002423,C900092,2024-05-03,2024-05-13,2024-07-28,371555.04,371555.04,PAGADO,demorado
PG00002424,C000610,2023-03-17,2023-03-23,2023-04-10,116179.68,206483.35,PAGADO,completo
PG00002425,C000610,2023-04-18,2023-04-19,2023-04-20,173165.79,82862.12,PAGADO,completo
PG00002426,C000570,2023-10-26,2023-10-29,2023-11-05,141221.56,102723.78,PAGADO,sobrepago_senal
PG00002427,C000570,2023-10-29,2023-11-07,2023-11-10,74878.83,113376.61,PAGADO,sobrepago_senal
PG00002428,C002238,2023-11-04,2023-11-13,2024-01-04,191095.4,128703.88,PAGADO,demorado
PG00002429,C002238,2023-11-20,2023-11-30,2024-01-23,510755.6,573147.12,PAGADO,demorado
PG00002430,C000343,2025-03-09,2025-03-11,,15140.52,0.0,PENDIENTE,pendiente
PG00002431,C002216,2023-08-20,2023-08-26,,7130.95,0.0,PENDIENTE,pendiente
PG00002432,C002420,2026-02-07,2026-02-16,2026-02-20,11779.19,11779.19,PAGADO,parcial
PG00002433,C002319,2026-04-01,2026-04-11,2026-05-01,14588.77,14588.77,PAGADO,completo
PG00002434,C003430,2025-01-16,2025-01-25,2025-04-09,13639.02,12761.49,PAGADO,demorado
PG00002435,C003430,2025-01-26,2025-02-05,2025-04-08,6255.91,7133.44,PAGADO,demorado
PG00002436,C700188,2026-03-25,2026-03-27,2026-06-18,419382.49,404192.56,PAGADO,demorado
PG00002437,C700188,2026-03-15,2026-03-21,2026-06-22,255635.99,270825.92,PAGADO,demorado
PG00002438,C003481,2023-04-24,2023-04-27,2023-05-08,30703.04,30703.04,PAGADO,completo
PG00002439,C002877,2024-06-28,2024-07-07,2024-07-15,8027.79,6203.47,PAGADO,completo
PG00002440,C002877,2024-06-29,2024-07-06,2024-07-13,20815.2,22639.52,PAGADO,completo
PG00002441,C003163,2025-05-03,2025-05-06,2025-05-19,11197.53,31877.55,PAGADO,completo
PG00002442,C003163,2025-05-23,2025-05-27,2025-06-09,28381.69,7701.67,PAGADO,completo
PG00002443,C900080,2026-01-01,2026-01-07,2026-01-10,178596.56,178596.56,PAGADO,completo
PG00002444,C001135,2026-02-15,2026-02-20,2026-03-11,9349.39,20397.35,PAGADO,completo
PG00002445,C001135,2026-03-25,2026-03-30,2026-04-01,26334.55,9836.41,PAGADO,completo
PG00002446,C001135,2026-03-31,2026-04-02,2026-04-04,1191.39,6641.57,PAGADO,completo
PG00002447,C900112,2026-05-04,2026-05-04,2026-05-08,212918.72,212918.72,PAGADO,completo
PG00002448,C700111,2026-05-01,2026-05-07,2026-07-17,45335.35,9644.71,PAGADO,demorado
PG00002449,C700111,2026-05-23,2026-06-01,2026-08-05,30370.29,66060.93,PAGADO,demorado
PG00002450,C000841,2026-01-21,2026-01-21,2026-01-26,4290.37,31889.66,PAGADO,completo
PG00002451,C000841,2026-03-03,2026-03-07,2026-03-24,56205.81,28606.52,PAGADO,completo
PG00002452,C002843,2024-09-16,2024-09-24,2024-10-01,190494.52,120374.53,PAGADO,completo
PG00002453,C002843,2024-10-22,2024-10-30,2024-11-08,58945.6,129065.59,PAGADO,completo
PG00002454,C002127,2024-08-04,2024-08-07,2024-08-13,16262.76,16262.76,PAGADO,completo
PG00002455,C000965,2025-10-30,2025-10-31,2025-11-18,33243.16,21560.29,PAGADO,completo
PG00002456,C000965,2025-11-10,2025-11-10,2025-11-29,4343.83,16026.7,PAGADO,completo
PG00002457,C000528,2025-01-07,2025-01-15,2025-02-03,13726.49,28453.99,PAGADO,completo
PG00002458,C000528,2025-01-19,2025-01-24,2025-01-28,20884.52,6157.02,PAGADO,completo
PG00002459,C000176,2024-09-04,2024-09-12,2024-09-17,63219.86,42804.63,PAGADO,completo
PG00002460,C000176,2024-10-06,2024-10-08,2024-10-16,33302.44,53717.67,PAGADO,completo
PG00002461,C000422,2023-09-05,2023-09-09,2023-09-12,7295.76,15919.33,PAGADO,completo
PG00002462,C000422,2023-10-28,2023-11-07,2023-11-26,20230.93,3230.03,PAGADO,completo
PG00002463,C000422,2023-10-11,2023-10-21,2023-11-10,12732.2,21109.53,PAGADO,completo
PG00002464,C900245,2025-09-27,2025-10-02,2025-10-09,35300.64,206282.29,PAGADO,completo
PG00002465,C900245,2025-10-28,2025-11-01,2025-11-12,307013.56,136031.91,PAGADO,completo
PG00002466,C700168,2024-04-26,2024-04-29,2024-05-10,460422.82,460422.82,PAGADO,parcial
PG00002467,C002295,2025-06-17,2025-06-22,2025-06-30,3805.17,17276.7,PAGADO,completo
PG00002468,C002295,2025-07-27,2025-08-05,2025-08-07,24099.36,3029.08,PAGADO,completo
PG00002469,C002295,2025-08-20,2025-08-27,2025-09-09,6501.91,14100.66,PAGADO,completo
PG00002470,C000572,2024-11-28,2024-12-08,2024-12-27,2414.59,4733.52,PAGADO,completo
PG00002471,C000572,2024-12-14,2024-12-15,2024-12-29,6453.7,4134.77,PAGADO,completo
PG00002472,C002603,2025-08-14,2025-08-14,2025-08-29,102730.38,102730.38,PAGADO,completo
PG00002473,C000288,2025-08-26,2025-08-27,2025-08-29,58461.48,62456.92,PAGADO,completo
PG00002474,C000288,2025-09-15,2025-09-15,2025-09-30,27408.68,23413.24,PAGADO,completo
PG00002475,C001550,2026-06-10,2026-06-20,2026-06-30,127942.19,127942.19,PAGADO,completo
PG00002476,C001563,2024-05-30,2024-06-05,2024-06-20,27972.19,27972.19,PAGADO,completo
PG00002477,C900121,2024-06-06,2024-06-06,2024-06-10,581109.48,581109.48,PAGADO,completo
PG00002478,C900231,2025-11-14,2025-11-16,2026-03-01,54517.02,11571.5,PAGADO,demorado
PG00002479,C900231,2025-12-17,2025-12-22,2026-03-21,4653.15,47598.67,PAGADO,demorado
PG00002480,C900148,2025-06-08,2025-06-14,2025-09-21,89363.8,10018.72,PAGADO,demorado
PG00002481,C900148,2025-07-14,2025-07-17,2025-10-29,55916.57,135261.65,PAGADO,demorado
PG00002482,C003217,2023-08-14,2023-08-23,2023-09-05,296134.97,296134.97,PAGADO,completo
PG00002483,C002974,2024-08-25,2024-08-25,2024-09-11,17111.68,1846.54,PAGADO,completo
PG00002484,C002974,2024-10-03,2024-10-06,2024-10-17,13541.98,7192.32,PAGADO,completo
PG00002485,C002974,2024-10-22,2024-10-26,2024-10-31,34519.85,56134.65,PAGADO,completo
PG00002486,C002939,2023-10-20,2023-10-29,2023-11-10,80862.91,80862.91,PAGADO,completo
PG00002487,C001477,2026-07-01,2026-07-03,2026-07-06,46596.52,46596.52,PAGADO,completo
PG00002488,C001769,2023-08-29,2023-09-06,2023-09-14,4738.95,4738.95,PAGADO,completo
PG00002489,C002131,2024-09-23,2024-09-24,2024-10-01,11101.7,11101.7,PAGADO,completo
PG00002490,C000383,2026-01-02,2026-01-02,2026-01-13,3223.12,3262.98,PAGADO,completo
PG00002491,C000383,2026-01-20,2026-01-27,2026-02-11,4249.94,7342.16,PAGADO,completo
PG00002492,C000383,2026-03-14,2026-03-18,2026-03-27,7336.64,4204.56,PAGADO,completo
PG00002493,C700002,2025-06-10,2025-06-16,,248585.16,0.0,PENDIENTE,pendiente
PG00002494,C000370,2024-06-19,2024-06-23,2024-07-11,93195.49,93195.49,PAGADO,completo
PG00002495,C002181,2023-12-25,2023-12-29,2024-01-15,5463.29,3422.07,PAGADO,completo
PG00002496,C002181,2024-02-12,2024-02-21,2024-03-03,3179.14,15875.65,PAGADO,completo
PG00002497,C002181,2024-03-02,2024-03-02,2024-03-07,21043.0,10387.71,PAGADO,completo
PG00002498,C002114,2025-12-27,2025-12-31,,69665.98,0.0,PENDIENTE,pendiente
PG00002499,C900223,2024-12-09,2024-12-15,2025-01-03,390897.78,173275.57,PAGADO,completo
PG00002500,C900223,2024-12-06,2024-12-14,2025-01-03,122180.03,339802.24,PAGADO,completo
PG00002501,C001105,2026-04-27,2026-04-27,2026-04-29,31214.97,55988.19,PAGADO,completo
PG00002502,C001105,2026-05-07,2026-05-12,2026-05-26,12102.99,9930.71,PAGADO,completo
PG00002503,C001105,2026-06-22,2026-06-28,2026-07-13,37668.82,15067.88,PAGADO,completo
PG00002504,C001778,2025-09-16,2025-09-16,2025-09-22,174050.84,173640.31,PAGADO,completo
PG00002505,C001778,2025-09-18,2025-09-28,2025-10-06,40814.41,41224.94,PAGADO,completo
PG00002506,C001938,2023-08-02,2023-08-08,2023-08-28,11011.09,15244.16,PAGADO,completo
PG00002507,C001938,2023-07-18,2023-07-26,2023-07-27,25845.71,5434.39,PAGADO,completo
PG00002508,C001938,2023-08-21,2023-08-21,2023-09-02,1077.37,17255.62,PAGADO,completo
PG00002509,C003065,2024-09-22,2024-09-30,,21830.83,0.0,PENDIENTE,pendiente
PG00002510,C002542,2025-04-24,2025-05-01,2025-05-17,83367.99,83367.99,PAGADO,completo
PG00002511,C000141,2023-10-09,2023-10-18,2023-10-27,25718.21,25718.21,PAGADO,completo
PG00002512,C750016,2024-07-23,2024-07-28,2024-08-03,4651.84,61247.66,PAGADO,completo
PG00002513,C750016,2024-08-21,2024-08-23,2024-09-09,137196.62,80600.8,PAGADO,completo
PG00002514,C000491,2023-04-07,2023-04-08,2023-04-19,550788.82,550788.82,PAGADO,parcial
PG00002515,C000198,2023-12-18,2023-12-27,2024-01-13,14782.72,43707.73,PAGADO,completo
PG00002516,C000198,2024-01-05,2024-01-05,2024-01-16,25619.83,45641.57,PAGADO,completo
PG00002517,C000198,2024-01-28,2024-02-05,2024-02-13,62608.8,13662.05,PAGADO,completo
PG00002518,C002164,2024-11-10,2024-11-16,2024-12-04,23638.44,15815.05,PAGADO,completo
PG00002519,C002164,2024-10-30,2024-11-05,2024-11-23,12127.8,19951.19,PAGADO,completo
PG00002520,C001171,2026-05-03,2026-05-11,2026-05-25,89083.4,89083.4,PAGADO,completo
PG00002521,C001226,2026-06-29,2026-07-05,2026-07-22,5394.6,1456.49,PAGADO,completo
PG00002522,C001226,2026-06-16,2026-06-18,2026-06-30,5305.8,11055.44,PAGADO,completo
PG00002523,C001226,2026-07-31,2026-08-03,2026-08-07,8171.22,6359.69,PAGADO,completo
PG00002524,C001803,2024-12-22,2024-12-27,2025-01-14,237973.07,237973.07,PAGADO,completo
PG00002525,C003328,2026-02-19,2026-02-24,2026-02-24,131699.58,131699.58,PAGADO,completo
PG00002526,C001831,2026-01-09,2026-01-15,,24595.8,0.0,PENDIENTE,pendiente
PG00002527,C001877,2024-11-23,2024-11-26,2024-12-01,61555.14,61555.14,PAGADO,completo
PG00002528,C000195,2025-07-20,2025-07-27,2025-08-13,4239.23,11816.86,PAGADO,completo
PG00002529,C000195,2025-07-29,2025-08-03,2025-08-14,8421.67,17170.91,PAGADO,completo
PG00002530,C000195,2025-09-01,2025-09-02,2025-09-05,22654.78,6327.91,PAGADO,completo
PG00002531,C000874,2023-07-23,2023-07-28,2023-08-15,78693.93,78693.93,PAGADO,completo
PG00002532,C002755,2025-01-25,2025-01-26,2025-01-28,18013.88,18013.88,PAGADO,parcial
PG00002533,C900230,2024-10-06,2024-10-06,2024-10-07,138958.76,151974.73,PAGADO,completo
PG00002534,C900230,2024-11-23,2024-12-03,2024-12-07,226301.57,213285.6,PAGADO,completo
PG00002535,C001721,2024-09-24,2024-10-03,2024-10-18,36549.32,36549.32,PAGADO,completo
PG00002536,C000840,2023-10-21,2023-10-21,2023-11-04,42261.45,42261.45,PAGADO,completo
PG00002537,C000581,2025-07-07,2025-07-14,2025-07-25,313368.65,294975.96,PAGADO,sobrepago_senal
PG00002538,C000581,2025-08-15,2025-08-23,2025-08-23,80122.6,98515.29,PAGADO,sobrepago_senal
PG00002539,C900117,2024-07-03,2024-07-09,2024-07-21,144251.59,295076.55,PAGADO,completo
PG00002540,C900117,2024-07-14,2024-07-21,2024-08-03,461456.99,310632.03,PAGADO,completo
PG00002541,C001432,2024-07-16,2024-07-19,2024-08-02,27270.3,70538.57,PAGADO,completo
PG00002542,C001432,2024-09-01,2024-09-02,2024-09-09,116344.3,31456.88,PAGADO,completo
PG00002543,C001432,2024-09-13,2024-09-22,2024-10-06,63730.25,105349.4,PAGADO,completo
PG00002544,C000905,2025-11-21,2025-11-25,2026-01-15,51734.8,51734.8,PAGADO,demorado
PG00002545,C000631,2024-09-07,2024-09-09,2024-09-29,37029.08,21520.36,PAGADO,completo
PG00002546,C000631,2024-09-19,2024-09-23,2024-10-06,38115.01,53623.73,PAGADO,completo
PG00002547,C002285,2026-03-06,2026-03-06,2026-05-05,7235.68,21312.5,PAGADO,demorado
PG00002548,C002285,2026-03-30,2026-04-01,2026-06-14,17007.11,2930.29,PAGADO,demorado
PG00002549,C001634,2024-10-15,2024-10-19,2024-10-22,25107.52,13026.58,PAGADO,parcial
PG00002550,C001634,2024-10-27,2024-11-03,2024-11-11,4227.97,16308.91,PAGADO,parcial
PG00002551,C000162,2024-12-01,2024-12-07,2024-12-20,16499.58,2668.99,PAGADO,parcial
PG00002552,C000162,2024-12-26,2024-12-27,2025-01-02,4663.57,18494.16,PAGADO,parcial
PG00002553,C002342,2025-03-03,2025-03-05,2025-03-07,21273.12,3651.8,PAGADO,completo
PG00002554,C002342,2025-04-09,2025-04-19,2025-05-05,13360.07,32852.52,PAGADO,completo
PG00002555,C002342,2025-04-21,2025-04-23,2025-05-13,34413.19,32542.06,PAGADO,completo
PG00002556,C900281,2024-03-11,2024-03-15,2024-03-28,349893.95,349893.95,PAGADO,completo
PG00002557,C800023,2024-02-25,2024-02-26,2024-03-01,112379.41,30443.99,PAGADO,completo
PG00002558,C800023,2024-04-01,2024-04-11,2024-04-28,57685.74,139621.16,PAGADO,completo
PG00002559,C001840,2023-04-05,2023-04-15,2023-04-16,8360.59,3628.69,PAGADO,parcial
PG00002560,C001840,2023-04-30,2023-05-08,2023-05-21,9354.82,14086.72,PAGADO,parcial
PG00002561,C003023,2025-05-15,2025-05-16,2025-05-23,102797.03,102797.03,PAGADO,completo
PG00002562,C003126,2026-01-16,2026-01-26,2026-01-26,8641.51,13989.87,PAGADO,completo
PG00002563,C003126,2026-02-09,2026-02-17,2026-03-02,10604.89,16891.41,PAGADO,completo
PG00002564,C003126,2026-03-05,2026-03-13,2026-03-19,12710.58,1075.7,PAGADO,completo
PG00002565,C000925,2024-03-07,2024-03-08,2024-03-19,91016.66,91016.66,PAGADO,completo
PG00002566,C003151,2025-04-04,2025-04-09,2025-04-12,18234.7,52159.27,PAGADO,completo
PG00002567,C003151,2025-05-06,2025-05-06,2025-05-10,56407.09,24543.29,PAGADO,completo
PG00002568,C003151,2025-05-27,2025-06-01,2025-06-11,6198.25,4137.48,PAGADO,completo
PG00002569,C000547,2025-07-26,2025-07-30,2025-08-06,4183.63,9417.78,PAGADO,completo
PG00002570,C000547,2025-08-31,2025-09-09,2025-09-22,11334.78,9928.3,PAGADO,completo
PG00002571,C000547,2025-08-29,2025-08-29,2025-09-16,6704.83,2877.16,PAGADO,completo
PG00002572,C700164,2025-03-23,2025-04-02,,341068.18,0.0,PENDIENTE,pendiente
PG00002573,C002484,2025-11-02,2025-11-12,2025-11-12,17590.34,14659.74,PAGADO,completo
PG00002574,C002484,2025-11-11,2025-11-21,2025-11-25,7787.33,5844.36,PAGADO,completo
PG00002575,C002484,2025-12-27,2026-01-04,2026-01-19,12546.39,17419.96,PAGADO,completo
PG00002576,C002333,2024-10-19,2024-10-26,2025-01-04,28355.89,31303.89,PAGADO,demorado
PG00002577,C002333,2024-11-28,2024-11-30,2025-02-27,24580.89,21632.89,PAGADO,demorado
PG00002578,C001647,2025-03-22,2025-03-29,2025-03-30,6456.19,2305.34,PAGADO,completo
PG00002579,C001647,2025-04-25,2025-04-25,2025-04-30,3590.22,10586.54,PAGADO,completo
PG00002580,C001647,2025-05-12,2025-05-18,2025-05-20,5012.99,2167.52,PAGADO,completo
PG00002581,C003002,2023-06-01,2023-06-08,2023-06-13,14303.97,14303.97,PAGADO,completo
PG00002582,C002689,2025-08-30,2025-09-02,2025-09-17,6063.71,37974.05,PAGADO,completo
PG00002583,C002689,2025-09-30,2025-09-30,2025-10-06,34073.18,16338.26,PAGADO,completo
PG00002584,C002689,2025-11-08,2025-11-16,2025-11-17,20388.4,6212.98,PAGADO,completo
PG00002585,C000611,2023-09-04,2023-09-13,2023-09-18,9116.66,5001.52,PAGADO,completo
PG00002586,C000611,2023-10-03,2023-10-08,2023-10-13,15476.16,19591.3,PAGADO,completo
PG00002587,C001336,2023-02-02,2023-02-06,2023-02-10,22485.41,22485.41,PAGADO,completo
PG00002588,C002478,2024-10-18,2024-10-27,2024-11-06,117380.22,117380.22,PAGADO,completo
PG00002589,C000640,2023-02-27,2023-03-06,2023-03-20,42282.9,12676.77,PAGADO,completo
PG00002590,C000640,2023-03-15,2023-03-18,2023-03-20,6952.97,36559.1,PAGADO,completo
PG00002591,C700021,2025-08-08,2025-08-10,2025-08-13,68156.42,15185.12,PAGADO,completo
PG00002592,C700021,2025-10-05,2025-10-12,2025-10-25,14026.28,72217.3,PAGADO,completo
PG00002593,C700021,2025-10-06,2025-10-16,2025-11-05,61729.96,56510.24,PAGADO,completo
PG00002594,C900143,2025-06-10,2025-06-16,2025-06-29,609303.06,609303.06,PAGADO,completo
PG00002595,C003138,2025-11-08,2025-11-14,2025-12-03,38249.06,38249.06,PAGADO,completo
PG00002596,C000742,2025-12-02,2025-12-07,2025-12-09,101224.49,101224.49,PAGADO,completo
PG00002597,C000637,2023-02-17,2023-02-23,2023-03-13,56766.24,56766.24,PAGADO,completo
PG00002598,C001474,2024-05-28,2024-05-30,2024-06-03,87146.0,87146.0,PAGADO,parcial
PG00002599,C002580,2026-01-10,2026-01-15,2026-01-20,98572.61,98572.61,PAGADO,parcial
PG00002600,C002292,2025-03-25,2025-04-02,2025-04-15,79820.46,79820.46,PAGADO,sobrepago_senal
PG00002601,C002498,2025-08-12,2025-08-16,2025-11-04,13465.05,24459.72,PAGADO,demorado
PG00002602,C002498,2025-09-09,2025-09-09,2025-11-26,15445.91,4451.24,PAGADO,demorado
PG00002603,C001097,2024-04-29,2024-05-03,2024-05-23,32860.78,32860.78,PAGADO,parcial
PG00002604,C001915,2025-11-11,2025-11-19,2025-11-20,18595.26,24013.55,PAGADO,completo
PG00002605,C001915,2025-12-10,2025-12-17,2026-01-04,9103.25,3684.96,PAGADO,completo
PG00002606,C000048,2023-05-23,2023-05-27,2023-05-28,20468.96,14406.72,PAGADO,completo
PG00002607,C000048,2023-06-19,2023-06-19,2023-06-19,10403.66,16465.9,PAGADO,completo
PG00002608,C002727,2023-09-10,2023-09-18,2023-09-21,14466.39,1715.1,PAGADO,completo
PG00002609,C002727,2023-09-27,2023-10-01,2023-10-19,32957.99,45709.28,PAGADO,completo
PG00002610,C001745,2024-11-01,2024-11-04,2024-11-17,35069.59,35069.59,PAGADO,parcial
PG00002611,C000921,2025-10-25,2025-11-02,2025-11-09,123272.9,104065.89,PAGADO,completo
PG00002612,C000921,2025-11-05,2025-11-08,2025-11-20,60623.53,79830.54,PAGADO,completo
PG00002613,C003256,2025-10-13,2025-10-18,2025-11-07,6863.1,17373.58,PAGADO,completo
PG00002614,C003256,2025-11-23,2025-11-23,2025-12-02,27930.58,6718.2,PAGADO,completo
PG00002615,C003256,2025-12-05,2025-12-11,2025-12-25,17294.58,27996.48,PAGADO,completo
PG00002616,C900150,2025-04-14,2025-04-14,2025-05-01,106212.18,108082.9,PAGADO,completo
PG00002617,C900150,2025-05-06,2025-05-09,2025-05-27,86116.41,18264.75,PAGADO,completo
PG00002618,C900150,2025-05-31,2025-06-01,2025-06-09,86360.92,152341.86,PAGADO,completo
PG00002619,C003178,2026-06-25,2026-07-05,2026-07-15,19722.95,20165.25,PAGADO,completo
PG00002620,C003178,2026-07-22,2026-07-29,2026-07-29,641.94,1375.43,PAGADO,completo
PG00002621,C003178,2026-08-01,2026-08-07,2026-08-07,9229.7,8053.91,PAGADO,completo
PG00002622,C000756,2024-02-12,2024-02-13,2024-02-27,29662.81,29662.81,PAGADO,parcial
PG00002623,C900244,2026-05-21,2026-05-31,2026-06-13,189381.8,189381.8,PAGADO,completo
PG00002624,C003074,2024-07-21,2024-07-21,2024-08-03,12506.82,14256.53,PAGADO,completo
PG00002625,C003074,2024-08-30,2024-08-30,2024-09-15,18496.13,23685.8,PAGADO,completo
PG00002626,C003074,2024-08-23,2024-08-31,2024-09-06,14916.16,7976.78,PAGADO,completo
PG00002627,C001891,2024-03-04,2024-03-10,2024-03-19,18619.16,12193.92,PAGADO,completo
PG00002628,C001891,2024-04-14,2024-04-19,2024-04-21,36168.83,42594.07,PAGADO,completo
PG00002629,C002604,2023-11-25,2023-11-25,2023-12-09,87846.19,111943.05,PAGADO,completo
PG00002630,C002604,2023-11-29,2023-12-01,2023-12-21,169613.09,145516.23,PAGADO,completo
PG00002631,C002876,2025-03-12,2025-03-13,2025-03-26,10692.96,10692.96,PAGADO,completo
PG00002632,C002584,2026-01-07,2026-01-16,2026-02-04,6171.83,8602.04,PAGADO,completo
PG00002633,C002584,2026-01-28,2026-02-03,2026-02-08,6548.24,4118.03,PAGADO,completo
PG00002634,C003066,2026-04-08,2026-04-10,2026-04-22,17512.59,19968.42,PAGADO,completo
PG00002635,C003066,2026-04-27,2026-05-07,2026-05-10,7222.24,12350.84,PAGADO,completo
PG00002636,C003066,2026-05-03,2026-05-10,2026-05-17,9012.82,1428.39,PAGADO,completo
PG00002637,C000836,2024-12-31,2025-01-06,2025-03-28,13605.53,42741.75,PAGADO,demorado
PG00002638,C000836,2025-01-17,2025-01-24,2025-04-14,93134.86,63998.64,PAGADO,demorado
PG00002639,C003174,2023-08-15,2023-08-17,2023-09-06,14245.26,19284.03,PAGADO,completo
PG00002640,C003174,2023-09-01,2023-09-01,2023-09-03,34643.47,19898.19,PAGADO,completo
PG00002641,C003174,2023-10-16,2023-10-20,2023-10-29,23169.46,32875.97,PAGADO,completo
PG00002642,C003223,2023-07-12,2023-07-20,2023-07-26,9132.85,6640.06,PAGADO,completo
PG00002643,C003223,2023-08-03,2023-08-05,2023-08-16,12160.21,14653.0,PAGADO,completo
PG00002644,C002751,2024-09-15,2024-09-21,,56823.2,0.0,PENDIENTE,pendiente
PG00002645,C002858,2024-01-07,2024-01-08,2024-01-17,9358.49,4860.13,PAGADO,completo
PG00002646,C002858,2024-01-27,2024-01-30,2024-01-30,13113.94,17612.3,PAGADO,completo
PG00002647,C800098,2024-03-17,2024-03-20,2024-04-06,24218.91,13503.09,PAGADO,completo
PG00002648,C800098,2024-03-09,2024-03-14,2024-03-14,40654.42,50030.26,PAGADO,completo
PG00002649,C800098,2024-03-29,2024-04-02,2024-04-16,47325.28,48665.26,PAGADO,completo
PG00002650,C003148,2026-05-08,2026-05-16,2026-06-01,565408.48,643268.23,PAGADO,completo
PG00002651,C003148,2026-05-23,2026-05-24,2026-06-12,233548.33,155688.58,PAGADO,completo
PG00002652,C001718,2023-05-21,2023-05-31,2023-06-19,11676.82,11676.82,PAGADO,parcial
PG00002653,C001070,2026-02-09,2026-02-16,2026-02-16,21456.23,25298.51,PAGADO,completo
PG00002654,C001070,2026-02-26,2026-03-04,2026-03-09,25893.82,22051.54,PAGADO,completo
PG00002655,C900252,2024-06-30,2024-07-03,2024-07-15,67743.22,67743.22,PAGADO,parcial
PG00002656,C003046,2023-09-07,2023-09-16,2023-09-21,1302.46,6125.74,PAGADO,parcial
PG00002657,C003046,2023-09-10,2023-09-18,2023-10-08,21625.12,16801.84,PAGADO,parcial
PG00002658,C002456,2024-12-28,2025-01-02,2025-01-19,21354.55,88486.46,PAGADO,completo
PG00002659,C002456,2025-01-27,2025-02-04,2025-02-15,100274.8,33142.89,PAGADO,completo
PG00002660,C002757,2026-06-13,2026-06-22,2026-06-29,17166.31,11489.41,PAGADO,completo
PG00002661,C002757,2026-06-03,2026-06-09,2026-06-24,15604.14,18906.1,PAGADO,completo
PG00002662,C002757,2026-07-15,2026-07-18,2026-07-21,5322.88,7697.82,PAGADO,completo
PG00002663,C900196,2024-07-24,2024-07-28,2024-08-06,24217.95,40379.77,PAGADO,completo
PG00002664,C900196,2024-07-24,2024-07-27,2024-07-27,8738.11,38820.37,PAGADO,completo
PG00002665,C900196,2024-08-26,2024-08-29,2024-09-13,53494.37,7250.29,PAGADO,completo
PG00002666,C003088,2023-07-11,2023-07-17,2023-07-23,5723.65,11510.52,PAGADO,parcial
PG00002667,C003088,2023-08-02,2023-08-05,2023-08-12,8512.76,2725.89,PAGADO,parcial
PG00002668,C003412,2024-10-08,2024-10-14,2024-10-14,65943.58,65943.58,PAGADO,completo
PG00002669,C900074,2025-08-07,2025-08-10,2025-10-27,409235.4,409235.4,PAGADO,demorado
PG00002670,C001326,2024-07-15,2024-07-20,2024-07-20,49026.7,49026.7,PAGADO,completo
PG00002671,C003495,2023-04-11,2023-04-16,2023-05-04,76455.99,76455.99,PAGADO,completo
PG00002672,C700070,2024-08-20,2024-08-22,2024-08-24,138555.22,10650.25,PAGADO,completo
PG00002673,C700070,2024-10-08,2024-10-09,2024-10-28,56975.92,184880.89,PAGADO,completo
PG00002674,C002517,2023-07-02,2023-07-03,2023-07-20,39042.92,20129.0,PAGADO,completo
PG00002675,C002517,2023-08-10,2023-08-20,2023-09-02,78366.01,32677.97,PAGADO,completo
PG00002676,C002517,2023-08-25,2023-09-01,2023-09-11,61039.87,125641.83,PAGADO,completo
PG00002677,C800090,2025-10-01,2025-10-01,2025-10-12,48699.32,35438.63,PAGADO,completo
PG00002678,C800090,2025-10-20,2025-10-21,2025-10-31,108853.9,128129.14,PAGADO,completo
PG00002679,C800090,2025-11-27,2025-12-04,2025-12-24,38302.78,32288.23,PAGADO,completo
PG00002680,C900079,2025-10-21,2025-10-29,2026-01-27,275778.94,275778.94,PAGADO,demorado
PG00002681,C003282,2023-07-01,2023-07-11,2023-10-04,300901.16,284110.11,PAGADO,demorado
PG00002682,C003282,2023-08-02,2023-08-04,2023-10-20,369375.72,386166.77,PAGADO,demorado
PG00002683,C002943,2025-07-16,2025-07-16,2025-07-19,188637.12,188637.12,PAGADO,completo
PG00002684,C900138,2025-06-17,2025-06-21,2025-07-04,15296.14,32081.74,PAGADO,completo
PG00002685,C900138,2025-07-14,2025-07-23,2025-08-10,43867.3,27081.7,PAGADO,completo
PG00002686,C001702,2025-11-04,2025-11-11,2025-11-15,8392.36,27272.71,PAGADO,completo
PG00002687,C001702,2025-12-17,2025-12-26,2026-01-05,21981.03,3100.68,PAGADO,completo
PG00002688,C003091,2023-12-25,2023-12-28,,15412.63,0.0,PENDIENTE,pendiente
PG00002689,C001373,2025-01-18,2025-01-24,2025-01-24,21426.73,1858.93,PAGADO,completo
PG00002690,C001373,2025-02-02,2025-02-07,2025-02-14,6356.96,25924.76,PAGADO,completo
