id_proveedor,id_entidad,n_contratos,monto_total,monto_promedio,n_objetos_unicos,pct_no_competitiva,n_funcionarios_distintos,label_favoritismo_real,dias_actividad,concentracion_objeto,contratos_por_mes,monto_por_funcionario
P0029,E00,1,81958.24,81958.24,1,0.0,1,False,1,0.0,30.0,81958.24
P0029,E01,1,251451.69,251451.69,1,0.0,1,False,1,0.0,30.0,251451.69
P0029,E03,1,358935.71,358935.71,1,1.0,1,False,1,0.0,30.0,358935.71
P0029,E04,5,217407.27000000002,43481.454000000005,5,0.8,2,False,750,0.0,0.2,108703.63500000001
P0029,E05,1,19165.67,19165.67,1,0.0,1,False,1,0.0,30.0,19165.67
P0029,E08,1,86955.56,86955.56,1,0.0,1,False,1,0.0,30.0,86955.56
P0029,E10,1,51975.56,51975.56,1,0.0,1,False,1,0.0,30.0,51975.56
P0029,E12,1,61114.75,61114.75,1,0.0,1,False,1,0.0,30.0,61114.75
P0029,E13,1,16928.39,16928.39,1,0.0,1,False,1,0.0,30.0,16928.39
P0030,E00,1,86820.01,86820.01,1,1.0,1,False,1,0.0,30.0,86820.01
P0030,E03,1,198256.07,198256.07,1,0.0,1,False,1,0.0,30.0,198256.07
P0030,E06,1,73844.66,73844.66,1,0.0,1,False,1,0.0,30.0,73844.66
P0030,E07,3,184142.11,61380.70333333333,2,0.0,2,False,302,0.33333333333333337,0.2980132450331126,92071.055
P0030,E08,1,80693.2,80693.2,1,1.0,1,False,1,0.0,30.0,80693.2
P0030,E10,1,163321.56,163321.56,1,0.0,1,False,1,0.0,30.0,163321.56
P0030,E11,1,29578.67,29578.67,1,0.0,1,False,1,0.0,30.0,29578.67
P0030,E12,2,574308.12,287154.06,1,0.0,2,False,350,0.5,0.17142857142857143,287154.06
P0030,E13,3,98406.58499999999,32802.195,2,0.3333333333333333,2,False,632,0.33333333333333337,0.14240506329113925,49203.292499999996
P0030,E14,4,408090.89,102022.7225,4,0.25,2,False,622,0.0,0.19292604501607716,204045.445
P0030,E16,3,177289.49,59096.496666666666,3,0.3333333333333333,2,False,913,0.0,0.09857612267250822,88644.745
P0031,E00,4,831730.21,207932.5525,3,0.0,3,False,594,0.25,0.20202020202020202,277243.4033333333
P0031,E02,2,125726.68,62863.34,2,0.5,2,False,499,0.0,0.12024048096192386,62863.34
P0031,E03,2,118095.32,59047.66,2,0.0,1,False,41,0.0,1.4634146341463414,118095.32
P0031,E04,1,49975.66,49975.66,1,1.0,1,False,1,0.0,30.0,49975.66
P0031,E06,1,38581.82,38581.82,1,1.0,1,False,1,0.0,30.0,38581.82
P0031,E07,2,126052.03,63026.015,2,0.5,2,False,587,0.0,0.10221465076660988,63026.015
P0031,E08,1,7703.02,7703.02,1,0.0,1,False,1,0.0,30.0,7703.02
P0031,E11,2,90577.04,45288.52,2,0.0,1,False,687,0.0,0.08733624454148473,90577.04
P0031,E14,1,7956.59,7956.59,1,0.0,1,False,1,0.0,30.0,7956.59
P0031,E15,1,30737.82,30737.82,1,0.0,1,False,1,0.0,30.0,30737.82
P0031,E16,2,206571.94,103285.97,2,0.0,2,False,15,0.0,4.0,103285.97
P0032,E01,2,246521.2,123260.6,2,0.0,2,False,1089,0.0,0.05509641873278237,123260.6
P0032,E02,3,161956.025,53985.34166666667,3,0.6666666666666666,3,False,220,0.0,0.4090909090909091,53985.34166666667
P0032,E03,2,48593.04,24296.52,2,0.5,1,False,218,0.0,0.27522935779816515,48593.04
P0032,E06,1,85922.23,85922.23,1,0.0,1,False,1,0.0,30.0,85922.23
P0032,E07,1,104420.13,104420.13,1,0.0,1,False,1,0.0,30.0,104420.13
P0032,E10,2,31589.32,15794.66,2,0.5,2,False,603,0.0,0.09950248756218905,15794.66
P0032,E11,1,107761.48,107761.48,1,1.0,1,False,1,0.0,30.0,107761.48
P0032,E13,2,517649.52,258824.76,2,1.0,2,False,198,0.0,0.30303030303030304,258824.76
P0032,E14,2,180859.53,90429.765,1,1.0,2,False,561,0.5,0.10695187165775401,90429.765
P0032,E17,2,80463.48,40231.74,2,0.0,2,False,584,0.0,0.10273972602739727,40231.74
P0033,E01,1,61530.634999999995,61530.634999999995,1,1.0,1,False,1,0.0,30.0,61530.634999999995
P0033,E02,1,74841.07,74841.07,1,1.0,1,False,1,0.0,30.0,74841.07
P0033,E05,3,145004.26,48334.753333333334,3,0.0,2,False,1027,0.0,0.08763388510223953,72502.13
P0033,E06,2,142228.44,71114.22,2,0.0,1,False,392,0.0,0.15306122448979592,142228.44
P0033,E07,3,300617.88,100205.96,3,0.0,2,False,1044,0.0,0.08620689655172414,150308.94
P0033,E08,1,31876.76,31876.76,1,0.0,1,False,1,0.0,30.0,31876.76
P0033,E09,1,51270.44,51270.44,1,0.0,1,False,1,0.0,30.0,51270.44
P0033,E10,1,33288.78,33288.78,1,0.0,1,False,1,0.0,30.0,33288.78
P0033,E12,3,210122.2,70040.73333333334,3,0.3333333333333333,1,False,471,0.0,0.1910828025477707,210122.2
P0033,E17,2,259427.21000000002,129713.60500000001,2,0.5,1,False,677,0.0,0.08862629246676514,259427.21000000002
P0034,E01,2,147400.46,73700.23,2,0.0,2,False,603,0.0,0.09950248756218905,73700.23
P0034,E03,1,97254.04,97254.04,1,1.0,1,False,1,0.0,30.0,97254.04
P0034,E06,2,446756.46,223378.23,2,0.5,1,False,978,0.0,0.06134969325153374,446756.46
P0034,E08,3,247921.24,82640.41333333333,2,0.3333333333333333,2,False,1012,0.33333333333333337,0.08893280632411067,123960.62
P0034,E10,1,56397.34,56397.34,1,1.0,1,False,1,0.0,30.0,56397.34
P0034,E11,3,105864.94,35288.31333333333,3,0.3333333333333333,2,False,1194,0.0,0.07537688442211056,52932.47
P0034,E14,1,34595.89,34595.89,1,0.0,1,False,1,0.0,30.0,34595.89
P0034,E16,2,61399.22,30699.61,2,0.0,2,False,608,0.0,0.09868421052631579,30699.61
P0034,E17,1,8494.59,8494.59,1,1.0,1,False,1,0.0,30.0,8494.59
P0035,E01,1,63836.08,63836.08,1,0.0,1,False,1,0.0,30.0,63836.08
P0035,E03,2,234186.24,117093.12,2,0.5,1,False,260,0.0,0.23076923076923078,234186.24
P0035,E08,1,232763.35,232763.35,1,0.0,1,False,1,0.0,30.0,232763.35
P0035,E10,2,34865.39,17432.695,1,0.0,2,False,217,0.5,0.2764976958525346,17432.695
P0035,E12,1,12535.19,12535.19,1,0.0,1,False,1,0.0,30.0,12535.19
P0035,E13,1,30980.91,30980.91,1,1.0,1,False,1,0.0,30.0,30980.91
P0035,E14,1,7547.54,7547.54,1,0.0,1,False,1,0.0,30.0,7547.54
P0035,E15,2,835987.99,417993.995,2,0.0,1,False,1047,0.0,0.05730659025787966,835987.99
P0035,E16,1,47192.41,47192.41,1,1.0,1,False,1,0.0,30.0,47192.41
P0035,E17,2,138454.22999999998,69227.11499999999,2,0.5,2,False,552,0.0,0.10869565217391305,69227.11499999999
P0036,E02,2,88616.01999999999,44308.009999999995,2,0.0,2,False,1165,0.0,0.05150214592274678,44308.009999999995
P0036,E04,1,39749.96,39749.96,1,0.0,1,False,1,0.0,30.0,39749.96
P0036,E05,2,179298.34,89649.17,2,0.0,2,False,430,0.0,0.13953488372093023,89649.17
P0036,E06,1,101203.68,101203.68,1,1.0,1,False,1,0.0,30.0,101203.68
P0036,E10,1,326365.09,326365.09,1,0.0,1,False,1,0.0,30.0,326365.09
P0036,E13,1,43086.77,43086.77,1,1.0,1,False,1,0.0,30.0,43086.77
P0036,E14,1,33972.83,33972.83,1,1.0,1,False,1,0.0,30.0,33972.83
P0036,E15,2,115434.61,57717.305,2,0.0,1,False,143,0.0,0.4195804195804196,115434.61
P0037,E01,1,13374.49,13374.49,1,0.0,1,False,1,0.0,30.0,13374.49
P0037,E04,1,655187.49,655187.49,1,1.0,1,False,1,0.0,30.0,655187.49
P0037,E05,1,21363.57,21363.57,1,0.0,1,False,1,0.0,30.0,21363.57
P0037,E07,1,94091.37,94091.37,1,0.0,1,False,1,0.0,30.0,94091.37
P0037,E08,1,38160.7,38160.7,1,0.0,1,False,1,0.0,30.0,38160.7
P0037,E11,2,299453.17,149726.585,1,0.5,2,False,491,0.5,0.12219959266802444,149726.585
P0037,E13,1,33989.63,33989.63,1,0.0,1,False,1,0.0,30.0,33989.63
P0037,E15,1,66182.39,66182.39,1,0.0,1,False,1,0.0,30.0,66182.39
P0037,E17,1,31863.88,31863.88,1,0.0,1,False,1,0.0,30.0,31863.88
P0038,E00,1,16392.49,16392.49,1,1.0,1,False,1,0.0,30.0,16392.49
P0038,E03,3,139607.56,46535.85333333333,2,0.0,1,False,513,0.33333333333333337,0.17543859649122806,139607.56
P0038,E06,2,224117.47,112058.735,2,0.5,1,False,230,0.0,0.2608695652173913,224117.47
P0038,E07,2,62578.07,31289.035,2,0.0,2,False,55,0.0,1.090909090909091,31289.035
P0038,E08,2,107817.87,53908.935,2,1.0,1,False,152,0.0,0.39473684210526316,107817.87
P0038,E09,3,230885.29,76961.76333333334,3,0.6666666666666666,3,False,860,0.0,0.10465116279069767,76961.76333333334
P0038,E10,1,107315.15,107315.15,1,1.0,1,False,1,0.0,30.0,107315.15
P0038,E11,2,65131.49,32565.745,2,0.0,2,False,564,0.0,0.10638297872340426,32565.745
P0038,E12,1,15168.82,15168.82,1,0.0,1,False,1,0.0,30.0,15168.82
P0038,E14,1,32988.39,32988.39,1,0.0,1,False,1,0.0,30.0,32988.39
P0038,E15,2,138305.79,69152.895,2,0.0,1,False,794,0.0,0.07556675062972293,138305.79
P0038,E16,3,507780.55,169260.18333333332,2,0.0,2,False,1218,0.33333333333333337,0.07389162561576354,253890.275
P0038,E17,1,95348.12,95348.12,1,1.0,1,False,1,0.0,30.0,95348.12
P0039,E01,1,46830.0,46830.0,1,0.0,1,False,1,0.0,30.0,46830.0
P0039,E02,1,59769.77,59769.77,1,0.0,1,False,1,0.0,30.0,59769.77
P0039,E03,1,169270.55,169270.55,1,0.0,1,False,1,0.0,30.0,169270.55
P0039,E04,1,32520.9,32520.9,1,1.0,1,False,1,0.0,30.0,32520.9
P0039,E05,1,41794.51,41794.51,1,1.0,1,False,1,0.0,30.0,41794.51
P0039,E07,1,44163.74,44163.74,1,1.0,1,False,1,0.0,30.0,44163.74
P0039,E08,3,255911.635,85303.87833333334,2,0.3333333333333333,3,False,514,0.33333333333333337,0.17509727626459146,85303.87833333334
P0039,E09,2,158443.93,79221.965,2,0.5,2,False,13,0.0,4.615384615384615,79221.965
P0039,E10,1,353520.95,353520.95,1,1.0,1,False,1,0.0,30.0,353520.95
P0039,E12,5,710694.19,142138.838,5,0.4,2,False,1036,0.0,0.1447876447876448,355347.095
P0039,E15,1,87915.72,87915.72,1,1.0,1,False,1,0.0,30.0,87915.72
P0039,E17,1,18730.72,18730.72,1,0.0,1,False,1,0.0,30.0,18730.72
P0040,E00,2,50059.020000000004,25029.510000000002,2,1.0,2,False,335,0.0,0.17910447761194032,25029.510000000002
P0040,E02,1,17148.82,17148.82,1,0.0,1,False,1,0.0,30.0,17148.82
P0040,E03,1,73833.64,73833.64,1,1.0,1,False,1,0.0,30.0,73833.64
P0040,E04,1,92501.91,92501.91,1,0.0,1,False,1,0.0,30.0,92501.91
P0040,E07,2,352030.18,176015.09,2,1.0,2,False,846,0.0,0.07092198581560284,176015.09
P0040,E10,1,11668.79,11668.79,1,1.0,1,False,1,0.0,30.0,11668.79
P0040,E15,1,253350.81,253350.81,1,1.0,1,False,1,0.0,30.0,253350.81
P0040,E17,2,119232.3,59616.15,1,0.0,1,False,857,0.5,0.07001166861143523,119232.3
P0041,E01,1,57239.8,57239.8,1,0.0,1,False,1,0.0,30.0,57239.8
P0041,E03,2,233396.74000000002,116698.37000000001,2,0.5,1,False,438,0.0,0.136986301369863,233396.74000000002
P0041,E04,1,75992.38,75992.38,1,0.0,1,False,1,0.0,30.0,75992.38
P0041,E06,1,209536.85,209536.85,1,0.0,1,False,1,0.0,30.0,209536.85
P0041,E07,1,213212.14,213212.14,1,1.0,1,False,1,0.0,30.0,213212.14
P0041,E08,1,37583.74,37583.74,1,0.0,1,False,1,0.0,30.0,37583.74
P0041,E10,1,120281.85,120281.85,1,1.0,1,False,1,0.0,30.0,120281.85
P0041,E11,2,440832.95,220416.475,2,0.5,1,False,85,0.0,0.7058823529411764,440832.95
P0041,E14,1,76050.94,76050.94,1,0.0,1,False,1,0.0,30.0,76050.94
P0041,E15,1,41998.58,41998.58,1,0.0,1,False,1,0.0,30.0,41998.58
P0041,E17,2,109007.87,54503.935,2,1.0,2,False,795,0.0,0.07547169811320754,54503.935
P0042,E00,1,178172.55,178172.55,1,1.0,1,False,1,0.0,30.0,178172.55
P0042,E01,1,64536.72,64536.72,1,0.0,1,False,1,0.0,30.0,64536.72
P0042,E02,2,408208.58,204104.29,2,0.5,2,False,183,0.0,0.3278688524590164,204104.29
P0042,E04,2,35218.86,17609.43,2,0.5,2,False,236,0.0,0.2542372881355932,17609.43
P0042,E05,1,100944.64,100944.64,1,1.0,1,False,1,0.0,30.0,100944.64
P0042,E08,1,984693.73,984693.73,1,1.0,1,False,1,0.0,30.0,984693.73
P0042,E09,2,34429.2,17214.6,2,1.0,2,False,122,0.0,0.49180327868852464,17214.6
P0042,E10,1,125819.67,125819.67,1,0.0,1,False,1,0.0,30.0,125819.67
P0042,E11,2,243811.33000000002,121905.66500000001,2,0.0,2,False,414,0.0,0.14492753623188406,121905.66500000001
P0042,E12,1,9388.14,9388.14,1,0.0,1,False,1,0.0,30.0,9388.14
P0042,E14,1,31210.35,31210.35,1,1.0,1,False,1,0.0,30.0,31210.35
P0043,E00,2,142393.54499999998,71196.77249999999,2,0.5,2,False,961,0.0,0.06243496357960458,71196.77249999999
P0043,E01,1,61898.21,61898.21,1,0.0,1,False,1,0.0,30.0,61898.21
P0043,E03,1,41328.0,41328.0,1,0.0,1,False,1,0.0,30.0,41328.0
P0043,E04,2,553212.6,276606.3,2,0.0,2,False,376,0.0,0.1595744680851064,276606.3
P0043,E05,1,355340.07,355340.07,1,1.0,1,False,1,0.0,30.0,355340.07
P0043,E06,1,23789.49,23789.49,1,0.0,1,False,1,0.0,30.0,23789.49
P0043,E07,1,91254.8,91254.8,1,1.0,1,False,1,0.0,30.0,91254.8
P0043,E10,1,56075.45,56075.45,1,0.0,1,False,1,0.0,30.0,56075.45
P0043,E12,1,26380.67,26380.67,1,1.0,1,False,1,0.0,30.0,26380.67
P0043,E15,1,178421.93,178421.93,1,1.0,1,False,1,0.0,30.0,178421.93
P0043,E16,1,19371.62,19371.62,1,0.0,1,False,1,0.0,30.0,19371.62
P0043,E17,1,87778.4,87778.4,1,1.0,1,False,1,0.0,30.0,87778.4
P0044,E00,1,6910.18,6910.18,1,0.0,1,False,1,0.0,30.0,6910.18
P0044,E01,1,25108.28,25108.28,1,0.0,1,False,1,0.0,30.0,25108.28
P0044,E02,1,58861.6,58861.6,1,1.0,1,False,1,0.0,30.0,58861.6
P0044,E05,1,67993.38,67993.38,1,0.0,1,False,1,0.0,30.0,67993.38
P0044,E06,1,208509.91,208509.91,1,1.0,1,False,1,0.0,30.0,208509.91
P0044,E08,1,9282.61,9282.61,1,0.0,1,False,1,0.0,30.0,9282.61
P0044,E10,3,161282.46,53760.82,3,0.6666666666666666,2,False,650,0.0,0.13846153846153844,80641.23
P0044,E11,1,72649.04,72649.04,1,0.0,1,False,1,0.0,30.0,72649.04
P0044,E13,1,183896.43,183896.43,1,0.0,1,False,1,0.0,30.0,183896.43
P0044,E14,1,17097.33,17097.33,1,1.0,1,False,1,0.0,30.0,17097.33
P0044,E16,2,96437.9,48218.95,2,0.5,2,False,971,0.0,0.06179196704428424,48218.95
P0044,E17,2,80818.90999999999,40409.454999999994,2,0.5,2,False,684,0.0,0.08771929824561403,40409.454999999994
P0045,E00,1,129203.96,129203.96,1,0.0,1,False,1,0.0,30.0,129203.96
P0045,E01,2,151280.15,75640.075,2,0.5,2,False,419,0.0,0.1431980906921241,75640.075
P0045,E02,1,267732.57,267732.57,1,0.0,1,False,1,0.0,30.0,267732.57
P0045,E04,1,68268.65,68268.65,1,1.0,1,False,1,0.0,30.0,68268.65
P0045,E07,1,82313.57,82313.57,1,0.0,1,False,1,0.0,30.0,82313.57
P0045,E11,1,16119.23,16119.23,1,1.0,1,False,1,0.0,30.0,16119.23
P0045,E13,1,31286.45,31286.45,1,1.0,1,False,1,0.0,30.0,31286.45
P0045,E14,2,168496.02,84248.01,2,0.5,1,False,421,0.0,0.14251781472684086,168496.02
P0045,E15,1,32428.57,32428.57,1,1.0,1,False,1,0.0,30.0,32428.57
P0046,E00,1,20819.67,20819.67,1,0.0,1,False,1,0.0,30.0,20819.67
P0046,E01,2,644087.5499999999,322043.77499999997,2,0.0,2,False,787,0.0,0.07623888182973317,322043.77499999997
P0046,E02,2,239860.78,119930.39,2,0.0,2,False,914,0.0,0.06564551422319476,119930.39
P0046,E03,1,39455.4,39455.4,1,0.0,1,False,1,0.0,30.0,39455.4
P0046,E04,2,34446.09,17223.045,2,0.5,2,False,452,0.0,0.13274336283185842,17223.045
P0046,E06,1,84035.49,84035.49,1,0.0,1,False,1,0.0,30.0,84035.49
P0046,E08,2,71289.57,35644.785,1,0.5,2,False,103,0.5,0.5825242718446603,35644.785
P0046,E09,1,38038.19,38038.19,1,1.0,1,False,1,0.0,30.0,38038.19
P0046,E10,2,129606.31,64803.155,2,0.5,2,False,209,0.0,0.28708133971291866,64803.155
P0046,E11,1,60300.43,60300.43,1,0.0,1,False,1,0.0,30.0,60300.43
P0046,E15,1,44514.22,44514.22,1,1.0,1,False,1,0.0,30.0,44514.22
P0047,E01,1,33371.54,33371.54,1,1.0,1,False,1,0.0,30.0,33371.54
P0047,E02,2,29853.45,14926.725,2,1.0,1,False,596,0.0,0.10067114093959731,29853.45
P0047,E03,1,97091.33,97091.33,1,1.0,1,False,1,0.0,30.0,97091.33
P0047,E06,1,7397.65,7397.65,1,1.0,1,False,1,0.0,30.0,7397.65
P0047,E09,1,45007.94,45007.94,1,0.0,1,False,1,0.0,30.0,45007.94
P0047,E10,2,347566.60000000003,173783.30000000002,2,0.0,2,False,169,0.0,0.35502958579881655,173783.30000000002
P0047,E11,3,220064.16,73354.72,2,0.6666666666666666,2,False,384,0.33333333333333337,0.234375,110032.08
P0047,E12,1,64206.23,64206.23,1,1.0,1,False,1,0.0,30.0,64206.23
P0047,E13,1,111381.09,111381.09,1,0.0,1,False,1,0.0,30.0,111381.09
P0047,E15,1,238880.9,238880.9,1,0.0,1,False,1,0.0,30.0,238880.9
P0048,E00,1,22895.96,22895.96,1,0.0,1,False,1,0.0,30.0,22895.96
P0048,E01,1,63772.39,63772.39,1,0.0,1,False,1,0.0,30.0,63772.39
P0048,E02,2,98699.25,49349.625,2,0.5,2,False,358,0.0,0.16759776536312848,49349.625
P0048,E05,1,94327.86,94327.86,1,0.0,1,False,1,0.0,30.0,94327.86
P0048,E06,1,28551.78,28551.78,1,1.0,1,False,1,0.0,30.0,28551.78
P0048,E07,1,38836.59,38836.59,1,0.0,1,False,1,0.0,30.0,38836.59
P0048,E08,2,396909.95,198454.975,2,0.0,2,False,445,0.0,0.1348314606741573,198454.975
P0048,E09,1,71623.02,71623.02,1,1.0,1,False,1,0.0,30.0,71623.02
P0048,E10,2,330435.24,165217.62,2,0.0,2,False,918,0.0,0.06535947712418301,165217.62
P0048,E12,3,76883.58499999999,25627.861666666664,3,0.6666666666666666,1,False,794,0.0,0.11335012594458439,76883.58499999999
P0048,E13,1,17247.41,17247.41,1,1.0,1,False,1,0.0,30.0,17247.41
P0048,E17,2,60476.54,30238.27,2,1.0,2,False,804,0.0,0.07462686567164178,30238.27
P0049,E02,2,242231.97,121115.985,2,0.0,2,False,165,0.0,0.36363636363636365,121115.985
P0049,E03,1,9713.21,9713.21,1,1.0,1,False,1,0.0,30.0,9713.21
P0049,E04,1,39294.78,39294.78,1,1.0,1,False,1,0.0,30.0,39294.78
P0049,E05,2,81682.13,40841.065,2,0.0,2,False,9,0.0,6.666666666666667,40841.065
P0049,E08,2,302364.28,151182.14,2,0.5,1,False,763,0.0,0.07863695937090433,302364.28
P0049,E10,2,332657.59,166328.795,2,0.5,1,False,16,0.0,3.75,332657.59
P0049,E11,1,57598.11,57598.11,1,0.0,1,False,1,0.0,30.0,57598.11
P0049,E12,1,62533.02,62533.02,1,0.0,1,False,1,0.0,30.0,62533.02
P0049,E13,1,34240.29,34240.29,1,0.0,1,False,1,0.0,30.0,34240.29
P0049,E14,1,108763.73,108763.73,1,1.0,1,False,1,0.0,30.0,108763.73
P0049,E15,3,721273.64,240424.54666666666,3,0.6666666666666666,1,False,803,0.0,0.11207970112079702,721273.64
P0049,E16,15,3168217.34,211214.48933333333,2,0.9333333333333333,3,True,810,0.8666666666666667,0.5555555555555556,1056072.4466666665
P0050,E01,1,90252.69,90252.69,1,0.0,1,False,1,0.0,30.0,90252.69
P0050,E02,2,178637.15,89318.575,2,0.0,2,False,132,0.0,0.45454545454545453,89318.575
P0050,E03,1,122459.8,122459.8,1,1.0,1,False,1,0.0,30.0,122459.8
P0050,E05,1,32079.05,32079.05,1,0.0,1,False,1,0.0,30.0,32079.05
P0050,E06,2,256766.2,128383.1,2,0.0,2,False,727,0.0,0.08253094910591471,128383.1
P0050,E07,2,135866.48,67933.24,2,0.5,2,False,413,0.0,0.14527845036319612,67933.24
P0050,E08,2,151826.99,75913.495,2,0.5,2,False,555,0.0,0.10810810810810811,75913.495
P0050,E11,1,52508.3,52508.3,1,0.0,1,False,1,0.0,30.0,52508.3
P0050,E12,1,90697.01,90697.01,1,0.0,1,False,1,0.0,30.0,90697.01
P0050,E16,1,28136.36,28136.36,1,0.0,1,False,1,0.0,30.0,28136.36
P0050,E17,2,150697.88,75348.94,2,0.5,2,False,506,0.0,0.11857707509881422,75348.94
P0051,E00,1,107387.06,107387.06,1,0.0,1,False,1,0.0,30.0,107387.06
P0051,E01,1,14699.63,14699.63,1,1.0,1,False,1,0.0,30.0,14699.63
P0051,E03,1,167142.38,167142.38,1,1.0,1,False,1,0.0,30.0,167142.38
P0051,E04,1,14332.66,14332.66,1,0.0,1,False,1,0.0,30.0,14332.66
P0051,E05,1,42269.89,42269.89,1,1.0,1,False,1,0.0,30.0,42269.89
P0051,E06,1,18983.62,18983.62,1,1.0,1,False,1,0.0,30.0,18983.62
P0051,E08,16,3432190.27,214511.891875,2,0.9375,3,True,1078,0.875,0.44526901669758817,1144063.4233333333
P0051,E09,1,64584.41,64584.41,1,0.0,1,False,1,0.0,30.0,64584.41
P0051,E12,1,43041.78,43041.78,1,1.0,1,False,1,0.0,30.0,43041.78
P0051,E16,2,362735.92,181367.96,2,1.0,2,False,341,0.0,0.1759530791788856,181367.96
P0051,E17,1,38249.06,38249.06,1,0.0,1,False,1,0.0,30.0,38249.06
P0052,E00,1,57231.67,57231.67,1,1.0,1,False,1,0.0,30.0,57231.67
P0052,E01,1,61530.634999999995,61530.634999999995,1,0.0,1,False,1,0.0,30.0,61530.634999999995
P0052,E02,1,92942.97,92942.97,1,0.0,1,False,1,0.0,30.0,92942.97
P0052,E04,1,27371.73,27371.73,1,0.0,1,False,1,0.0,30.0,27371.73
P0052,E05,1,76904.78,76904.78,1,0.0,1,False,1,0.0,30.0,76904.78
P0052,E06,1,919227.3,919227.3,1,1.0,1,False,1,0.0,30.0,919227.3
P0052,E09,2,131390.83,65695.415,2,0.5,2,False,527,0.0,0.11385199240986718,65695.415
P0052,E11,1,36569.72,36569.72,1,0.0,1,False,1,0.0,30.0,36569.72
P0052,E12,2,145904.26,72952.13,2,0.0,2,False,168,0.0,0.35714285714285715,72952.13
P0052,E13,1,137027.69,137027.69,1,0.0,1,False,1,0.0,30.0,137027.69
P0052,E14,1,27847.67,27847.67,1,0.0,1,False,1,0.0,30.0,27847.67
P0052,E17,2,296485.19,148242.595,2,0.0,2,False,476,0.0,0.12605042016806722,148242.595
P0053,E00,2,83272.16,41636.08,2,0.0,1,False,958,0.0,0.06263048016701461,83272.16
P0053,E01,1,39419.45,39419.45,1,0.0,1,False,1,0.0,30.0,39419.45
P0053,E02,1,152725.95,152725.95,1,1.0,1,False,1,0.0,30.0,152725.95
P0053,E03,1,190519.11,190519.11,1,1.0,1,False,1,0.0,30.0,190519.11
P0053,E05,3,399392.95999999996,133130.98666666666,3,0.6666666666666666,3,False,719,0.0,0.12517385257301808,133130.98666666666
P0053,E06,1,173575.89,173575.89,1,0.0,1,False,1,0.0,30.0,173575.89
P0053,E07,1,88891.62,88891.62,1,0.0,1,False,1,0.0,30.0,88891.62
P0053,E08,3,218900.75,72966.91666666667,2,0.3333333333333333,3,False,770,0.33333333333333337,0.11688311688311688,72966.91666666667
P0053,E12,1,505301.75,505301.75,1,0.0,1,False,1,0.0,30.0,505301.75
P0053,E15,2,245050.13,122525.065,2,0.5,1,False,773,0.0,0.0776196636481242,245050.13
P0053,E16,1,335596.8,335596.8,1,0.0,1,False,1,0.0,30.0,335596.8
P0053,E17,1,56477.0,56477.0,1,0.0,1,False,1,0.0,30.0,56477.0
P0054,E03,1,82784.01,82784.01,1,0.0,1,False,1,0.0,30.0,82784.01
P0054,E04,1,62859.81,62859.81,1,0.0,1,False,1,0.0,30.0,62859.81
P0054,E05,1,20966.96,20966.96,1,0.0,1,False,1,0.0,30.0,20966.96
P0054,E07,5,325973.51,65194.702000000005,3,0.2,3,False,866,0.4,0.17321016166281755,108657.83666666667
P0054,E08,1,114121.24,114121.24,1,0.0,1,False,1,0.0,30.0,114121.24
P0054,E09,1,88682.56,88682.56,1,1.0,1,False,1,0.0,30.0,88682.56
P0054,E10,1,114004.44,114004.44,1,0.0,1,False,1,0.0,30.0,114004.44
P0054,E12,2,63761.170000000006,31880.585000000003,2,0.5,1,False,192,0.0,0.3125,63761.170000000006
P0054,E13,1,23068.56,23068.56,1,1.0,1,False,1,0.0,30.0,23068.56
P0054,E14,1,55019.98,55019.98,1,0.0,1,False,1,0.0,30.0,55019.98
P0054,E16,1,2582.04,2582.04,1,0.0,1,False,1,0.0,30.0,2582.04
P0054,E17,1,35439.6,35439.6,1,0.0,1,False,1,0.0,30.0,35439.6
P0055,E00,1,3931.77,3931.77,1,1.0,1,False,1,0.0,30.0,3931.77
P0055,E02,2,26441.370000000003,13220.685000000001,2,0.0,1,False,335,0.0,0.17910447761194032,26441.370000000003
P0055,E03,3,122023.10999999999,40674.369999999995,2,0.6666666666666666,1,False,571,0.33333333333333337,0.15761821366024517,122023.10999999999
P0055,E05,2,98803.91,49401.955,2,0.5,2,False,269,0.0,0.22304832713754646,49401.955
P0055,E07,1,84247.04,84247.04,1,1.0,1,False,1,0.0,30.0,84247.04
P0055,E09,2,103923.73,51961.865,2,1.0,1,False,716,0.0,0.08379888268156424,103923.73
P0055,E10,2,131259.47999999998,65629.73999999999,2,0.5,2,False,35,0.0,1.7142857142857142,65629.73999999999
P0055,E11,1,34541.99,34541.99,1,1.0,1,False,1,0.0,30.0,34541.99
P0055,E12,1,83095.02,83095.02,1,0.0,1,False,1,0.0,30.0,83095.02
P0055,E16,1,42303.16,42303.16,1,0.0,1,False,1,0.0,30.0,42303.16
P0056,E00,2,44754.92,22377.46,2,0.5,1,False,342,0.0,0.17543859649122806,44754.92
P0056,E01,1,55632.42,55632.42,1,1.0,1,False,1,0.0,30.0,55632.42
P0056,E02,1,46755.7,46755.7,1,1.0,1,False,1,0.0,30.0,46755.7
P0056,E03,1,62391.23,62391.23,1,1.0,1,False,1,0.0,30.0,62391.23
P0056,E05,1,61530.634999999995,61530.634999999995,1,1.0,1,False,1,0.0,30.0,61530.634999999995
P0056,E06,1,16519.81,16519.81,1,0.0,1,False,1,0.0,30.0,16519.81
P0056,E07,1,54720.28,54720.28,1,1.0,1,False,1,0.0,30.0,54720.28
