id_pago,id_contrato,fecha_devengado,fecha_girado,fecha_pagado,monto_devengado,monto_pagado,estado,escenario_sintetico
PG00000720,C001080,2024-10-12,2024-10-17,2024-11-02,70674.14,30680.23,PAGADO,completo
PG00000721,C001080,2024-11-13,2024-11-14,2024-11-20,10810.93,50804.84,PAGADO,completo
PG00000722,C000465,2026-04-11,2026-04-20,2026-04-21,65688.52,65688.52,PAGADO,completo
PG00000723,C000080,2026-05-14,2026-05-23,2026-06-11,10200.09,5489.42,PAGADO,completo
PG00000724,C000080,2026-05-25,2026-06-01,2026-06-06,5422.31,8069.25,PAGADO,completo
PG00000725,C000080,2026-06-11,2026-06-21,2026-07-04,22609.89,24673.62,PAGADO,completo
PG00000726,C003347,2023-06-29,2023-06-30,2023-07-10,1537.73,24631.3,PAGADO,completo
PG00000727,C003347,2023-06-30,2023-07-08,2023-07-13,9441.66,2728.31,PAGADO,completo
PG00000728,C003347,2023-08-06,2023-08-08,2023-08-12,19620.88,3240.66,PAGADO,completo
PG00000729,C000295,2023-07-02,2023-07-03,2023-07-06,59076.25,59076.25,PAGADO,completo
PG00000730,C001551,2024-07-30,2024-08-08,2024-08-08,9967.8,55108.26,PAGADO,completo
PG00000731,C001551,2024-08-04,2024-08-06,2024-08-10,197676.41,233914.83,PAGADO,completo
PG00000732,C001551,2024-09-07,2024-09-17,2024-10-06,173469.72,92090.84,PAGADO,completo
PG00000733,C000990,2023-07-22,2023-07-30,2023-08-12,10257.05,15371.85,PAGADO,completo
PG00000734,C000990,2023-07-29,2023-08-08,2023-08-24,18062.6,12947.8,PAGADO,completo
PG00000735,C001592,2024-06-08,2024-06-12,2024-06-22,37092.48,37092.48,PAGADO,parcial
PG00000736,C002907,2026-05-09,2026-05-14,2026-05-19,10709.11,10152.99,PAGADO,completo
PG00000737,C002907,2026-05-27,2026-05-27,2026-06-07,49445.23,50001.35,PAGADO,completo
PG00000738,C003211,2025-10-22,2025-11-01,2025-12-19,160255.22,160255.22,PAGADO,demorado
PG00000739,C001511,2025-07-26,2025-08-01,,33813.81,0.0,PENDIENTE,pendiente
PG00000740,C002552,2023-11-22,2023-12-01,2024-02-14,39735.81,12142.69,PAGADO,demorado
PG00000741,C002552,2023-12-20,2023-12-29,2024-03-10,34631.73,62224.85,PAGADO,demorado
PG00000742,C001231,2023-11-10,2023-11-16,2023-11-18,37610.49,12463.05,PAGADO,completo
PG00000743,C001231,2023-12-14,2023-12-21,2023-12-29,17955.97,36752.77,PAGADO,completo
PG00000744,C001231,2024-01-08,2024-01-18,2024-01-26,42531.58,48882.22,PAGADO,completo
PG00000745,C002097,2025-12-27,2026-01-04,2026-01-06,18815.81,4428.8,PAGADO,completo
PG00000746,C002097,2026-01-17,2026-01-27,2026-02-14,31055.92,20000.51,PAGADO,completo
PG00000747,C002097,2026-01-02,2026-01-06,2026-01-08,10428.7,35871.12,PAGADO,completo
PG00000748,C001108,2024-03-30,2024-03-31,2024-04-14,12733.86,6313.66,PAGADO,completo
PG00000749,C001108,2024-03-12,2024-03-14,2024-03-30,12800.08,16234.99,PAGADO,completo
PG00000750,C001108,2024-04-28,2024-04-28,2024-05-05,14575.66,17560.95,PAGADO,completo
PG00000751,C001455,2024-03-18,2024-03-23,2024-04-02,33021.77,23188.92,PAGADO,completo
PG00000752,C001455,2024-04-20,2024-04-22,2024-05-11,11759.12,21591.97,PAGADO,completo
PG00000753,C900054,2026-04-08,2026-04-17,2026-04-23,86696.85,80129.79,PAGADO,completo
PG00000754,C900054,2026-05-16,2026-05-21,2026-05-22,186865.16,193432.22,PAGADO,completo
PG00000755,C001659,2023-03-28,2023-04-01,2023-04-17,73621.33,73621.33,PAGADO,completo
PG00000756,C000564,2024-04-09,2024-04-19,2024-04-30,26191.52,26191.52,PAGADO,completo
PG00000757,C700049,2026-07-08,2026-07-17,2026-07-22,150087.9,76563.09,PAGADO,completo
PG00000758,C700049,2026-07-07,2026-07-12,2026-07-20,86067.75,159592.56,PAGADO,completo
PG00000759,C700019,2024-10-30,2024-11-01,2024-11-04,414811.11,414811.11,PAGADO,parcial
PG00000760,C002020,2025-08-16,2025-08-16,2025-08-23,54104.2,45873.33,PAGADO,completo
PG00000761,C002020,2025-08-17,2025-08-19,2025-08-30,5371.23,21166.93,PAGADO,completo
PG00000762,C002020,2025-10-02,2025-10-11,2025-10-19,37667.73,30102.9,PAGADO,completo
PG00000763,C001406,2023-03-21,2023-03-27,2023-04-13,16937.46,46570.17,PAGADO,completo
PG00000764,C001406,2023-04-18,2023-04-28,2023-05-06,8739.07,16244.41,PAGADO,completo
PG00000765,C001406,2023-05-20,2023-05-25,2023-06-06,78127.81,40989.76,PAGADO,completo
PG00000766,C001362,2025-05-05,2025-05-07,2025-05-13,13557.09,29386.58,PAGADO,parcial
PG00000767,C001362,2025-06-07,2025-06-15,2025-06-17,50897.95,35068.46,PAGADO,parcial
PG00000768,C800019,2026-05-22,2026-05-28,2026-06-16,165784.84,165784.84,PAGADO,completo
PG00000769,C002194,2024-09-07,2024-09-12,2024-09-23,44635.2,44635.2,PAGADO,completo
PG00000770,C001025,2024-07-28,2024-08-07,2024-08-18,12576.7,21068.23,PAGADO,completo
PG00000771,C001025,2024-08-27,2024-09-01,2024-09-19,19599.69,11108.16,PAGADO,completo
PG00000772,C002720,2025-07-26,2025-07-30,2025-10-01,3058.26,3058.26,PAGADO,demorado
PG00000773,C002066,2023-10-08,2023-10-10,,14882.83,0.0,PENDIENTE,pendiente
PG00000774,C000257,2025-11-10,2025-11-20,2025-11-23,23498.44,26531.6,PAGADO,completo
PG00000775,C000257,2025-12-24,2026-01-01,2026-01-21,13511.26,4314.67,PAGADO,completo
PG00000776,C000257,2025-12-25,2025-12-29,2026-01-18,9568.94,15732.37,PAGADO,completo
PG00000777,C001106,2024-11-30,2024-12-02,2024-12-04,319474.16,319474.16,PAGADO,completo
PG00000778,C000682,2025-05-11,2025-05-13,2025-06-01,31418.11,31418.11,PAGADO,completo
PG00000779,C002132,2023-02-22,2023-02-24,2023-02-25,137851.24,30918.64,PAGADO,completo
PG00000780,C002132,2023-03-29,2023-04-06,2023-04-08,36933.92,143866.52,PAGADO,completo
PG00000781,C000785,2023-02-26,2023-03-06,2023-05-17,36846.51,39365.85,PAGADO,demorado
PG00000782,C000785,2023-03-10,2023-03-16,2023-05-14,31530.85,29011.51,PAGADO,demorado
PG00000783,C001420,2024-01-20,2024-01-30,2024-02-11,12741.6,11287.04,PAGADO,completo
PG00000784,C001420,2024-02-02,2024-02-07,2024-02-23,6586.1,10553.36,PAGADO,completo
PG00000785,C001420,2024-01-31,2024-02-06,2024-02-21,11597.39,9084.69,PAGADO,completo
PG00000786,C002380,2024-07-11,2024-07-20,2024-10-08,68983.92,68983.92,PAGADO,demorado
PG00000787,C002655,2025-03-07,2025-03-10,2025-03-21,38931.12,27193.95,PAGADO,parcial
PG00000788,C002655,2025-03-21,2025-03-28,2025-04-13,770.81,12507.98,PAGADO,parcial
PG00000789,C002456,2024-12-19,2024-12-27,2024-12-28,36007.74,8550.35,PAGADO,completo
PG00000790,C002456,2025-01-21,2025-01-27,2025-02-08,66991.44,51297.12,PAGADO,completo
PG00000791,C002456,2025-02-06,2025-02-14,2025-02-27,18630.17,61781.88,PAGADO,completo
PG00000792,C003454,2023-04-02,2023-04-06,2023-04-09,70211.57,112085.25,PAGADO,completo
PG00000793,C003454,2023-03-21,2023-03-22,2023-03-26,161685.59,9959.68,PAGADO,completo
PG00000794,C003454,2023-04-18,2023-04-21,2023-05-11,21088.28,130940.51,PAGADO,completo
PG00000795,C002626,2026-06-24,2026-06-30,2026-07-13,3378.49,3378.49,PAGADO,completo
PG00000796,C000411,2023-07-22,2023-07-31,2023-08-11,15193.31,15635.11,PAGADO,parcial
PG00000797,C000411,2023-08-11,2023-08-18,2023-09-05,7501.26,7059.46,PAGADO,parcial
PG00000798,C000238,2024-08-07,2024-08-12,2024-09-01,96384.81,96384.81,PAGADO,parcial
PG00000799,C002606,2026-05-02,2026-05-12,2026-05-28,60988.99,60988.99,PAGADO,completo
PG00000800,C000839,2026-04-19,2026-04-28,2026-04-29,14416.63,12056.24,PAGADO,completo
PG00000801,C000839,2026-05-25,2026-06-03,2026-06-19,10092.05,4939.36,PAGADO,completo
PG00000802,C000839,2026-06-09,2026-06-19,2026-07-07,2103.15,9616.23,PAGADO,completo
PG00000803,C003016,2025-10-01,2025-10-01,2025-11-27,87778.4,87778.4,PAGADO,demorado
PG00000804,C001767,2023-02-23,2023-03-03,,26370.73,0.0,PENDIENTE,pendiente
PG00000805,C000829,2026-04-13,2026-04-22,2026-04-28,26062.14,26062.14,PAGADO,completo
PG00000806,C001424,2025-02-03,2025-02-10,,42191.03,0.0,PENDIENTE,pendiente
PG00000807,C000969,2024-06-13,2024-06-21,2024-06-27,117489.05,127114.78,PAGADO,completo
PG00000808,C000969,2024-08-03,2024-08-04,2024-08-10,115368.96,105743.23,PAGADO,completo
PG00000809,C003377,2025-12-05,2025-12-15,2026-01-03,19634.02,17478.98,PAGADO,completo
PG00000810,C003377,2025-12-06,2025-12-06,2025-12-16,4594.52,2213.95,PAGADO,completo
PG00000811,C003377,2025-12-25,2025-12-27,2025-12-27,4570.78,9106.39,PAGADO,completo
PG00000812,C002210,2023-09-07,2023-09-08,,27715.17,0.0,PENDIENTE,pendiente
PG00000813,C000174,2024-03-16,2024-03-21,2024-04-02,198850.04,198850.04,PAGADO,completo
PG00000814,C000811,2023-03-25,2023-03-27,2023-03-27,30428.98,60308.85,PAGADO,completo
PG00000815,C000811,2023-05-10,2023-05-10,2023-05-10,48957.86,19077.99,PAGADO,completo
PG00000816,C000214,2024-03-13,2024-03-16,2024-03-18,41719.74,41719.74,PAGADO,completo
PG00000817,C000554,2025-01-09,2025-01-14,,100591.3,0.0,PENDIENTE,pendiente
PG00000818,C000157,2023-07-15,2023-07-21,2023-07-30,30576.94,14605.29,PAGADO,completo
PG00000819,C000157,2023-07-17,2023-07-17,2023-08-04,12826.73,17761.27,PAGADO,completo
PG00000820,C000157,2023-08-09,2023-08-15,2023-08-19,13745.08,24782.19,PAGADO,completo
PG00000821,C000871,2025-08-09,2025-08-10,2025-08-21,49039.2,46523.34,PAGADO,completo
PG00000822,C000871,2025-08-19,2025-08-27,2025-08-27,30455.17,32971.03,PAGADO,completo
PG00000823,C002980,2023-11-14,2023-11-17,2023-11-22,21639.17,28701.64,PAGADO,completo
PG00000824,C002980,2023-11-26,2023-12-06,2023-12-13,13822.19,6759.72,PAGADO,completo
PG00000825,C002086,2024-11-30,2024-12-04,2024-12-08,10005.5,1947.2,PAGADO,completo
PG00000826,C002086,2024-12-03,2024-12-11,2024-12-17,11638.07,17848.56,PAGADO,completo
PG00000827,C002086,2025-01-20,2025-01-20,2025-02-06,2217.66,4065.47,PAGADO,completo
PG00000828,C000152,2024-06-13,2024-06-17,2024-06-27,74125.38,74438.51,PAGADO,completo
PG00000829,C000152,2024-06-11,2024-06-13,2024-07-03,32849.64,33795.07,PAGADO,completo
PG00000830,C000152,2024-07-02,2024-07-02,2024-07-09,33289.53,32030.97,PAGADO,completo
PG00000831,C003080,2024-08-25,2024-09-02,2024-09-06,32254.23,13151.09,PAGADO,completo
PG00000832,C003080,2024-09-17,2024-09-22,2024-10-08,40510.21,35181.34,PAGADO,completo
PG00000833,C003080,2024-09-19,2024-09-23,2024-09-28,21363.68,45795.69,PAGADO,completo
PG00000834,C001844,2024-07-02,2024-07-10,2024-07-30,13477.84,21276.34,PAGADO,completo
PG00000835,C001844,2024-07-11,2024-07-18,2024-08-07,31049.31,23250.81,PAGADO,completo
PG00000836,C700032,2024-03-24,2024-03-29,2024-04-05,324045.23,324045.23,PAGADO,completo
PG00000837,C000102,2024-11-22,2024-11-24,2024-11-27,3139.86,3948.69,PAGADO,sobrepago_senal
PG00000838,C000102,2024-12-31,2025-01-06,2025-01-26,2405.98,1597.15,PAGADO,sobrepago_senal
PG00000839,C002138,2025-03-30,2025-04-02,2025-04-15,116265.21,56197.71,PAGADO,completo
PG00000840,C002138,2025-04-05,2025-04-08,2025-04-10,38387.53,98455.03,PAGADO,completo
PG00000841,C002835,2023-12-04,2023-12-08,2023-12-09,46728.49,46728.49,PAGADO,parcial
PG00000842,C001556,2025-03-18,2025-03-19,2025-03-29,253786.95,253786.95,PAGADO,completo
PG00000843,C000239,2024-03-04,2024-03-05,2024-03-24,41692.68,4295.1,PAGADO,parcial
PG00000844,C000239,2024-04-02,2024-04-10,2024-04-12,24793.59,62191.17,PAGADO,parcial
PG00000845,C002342,2025-03-07,2025-03-12,2025-03-17,53458.65,53458.65,PAGADO,parcial
PG00000846,C000818,2025-04-14,2025-04-16,2025-05-05,16783.39,16783.39,PAGADO,completo
PG00000847,C000705,2024-05-01,2024-05-11,2024-08-19,36663.53,36663.53,PAGADO,demorado
PG00000848,C003463,2024-01-18,2024-01-26,2024-02-13,8411.38,11332.98,PAGADO,completo
PG00000849,C003463,2024-01-17,2024-01-23,2024-02-09,12132.13,9265.43,PAGADO,completo
PG00000850,C003463,2024-03-06,2024-03-07,2024-03-18,21882.83,21827.93,PAGADO,completo
PG00000851,C001545,2025-12-12,2025-12-15,2025-12-16,58093.85,58093.85,PAGADO,completo
PG00000852,C001431,2025-06-17,2025-06-20,2025-06-27,62185.65,62185.65,PAGADO,completo
PG00000853,C001842,2025-01-25,2025-01-26,2025-05-06,40553.27,36869.09,PAGADO,demorado
PG00000854,C001842,2025-01-30,2025-02-08,2025-05-14,65978.09,69662.27,PAGADO,demorado
PG00000855,C000978,2025-12-14,2025-12-20,2026-03-16,87701.17,87701.17,PAGADO,demorado
PG00000856,C700017,2026-05-23,2026-05-24,,53245.34,0.0,PENDIENTE,pendiente
PG00000857,C002339,2025-02-15,2025-02-25,2025-03-11,102441.02,102441.02,PAGADO,completo
PG00000858,C000642,2024-01-15,2024-01-25,,40819.85,0.0,PENDIENTE,pendiente
PG00000859,C000044,2025-04-18,2025-04-25,,119176.66,0.0,PENDIENTE,pendiente
PG00000860,C000045,2024-07-13,2024-07-19,2024-08-01,3987.54,6492.57,PAGADO,completo
PG00000861,C000045,2024-08-30,2024-09-07,2024-09-21,8073.56,5568.53,PAGADO,completo
PG00000862,C003181,2025-06-14,2025-06-17,2025-07-07,13471.73,11737.99,PAGADO,completo
PG00000863,C003181,2025-06-01,2025-06-07,2025-06-07,27390.61,17144.3,PAGADO,completo
PG00000864,C003181,2025-06-27,2025-07-01,2025-07-03,21997.47,33977.52,PAGADO,completo
PG00000865,C000332,2025-10-09,2025-10-18,2025-10-26,29405.38,41201.0,PAGADO,completo
PG00000866,C000332,2025-10-17,2025-10-26,2025-11-04,50059.35,38263.73,PAGADO,completo
PG00000867,C000676,2026-07-05,2026-07-12,2026-07-16,55853.29,73197.7,PAGADO,completo
PG00000868,C000676,2026-07-11,2026-07-19,2026-07-29,46627.83,29283.42,PAGADO,completo
PG00000869,C800009,2024-11-20,2024-11-29,2024-12-01,146936.43,146936.43,PAGADO,completo
PG00000870,C000266,2023-03-27,2023-04-03,2023-04-03,14902.35,16588.17,PAGADO,completo
PG00000871,C000266,2023-04-05,2023-04-06,2023-04-25,6421.96,4736.14,PAGADO,completo
PG00000872,C000544,2025-02-09,2025-02-18,2025-02-19,40082.24,83147.37,PAGADO,completo
PG00000873,C000544,2025-01-31,2025-02-04,2025-02-07,52839.8,9774.67,PAGADO,completo
PG00000874,C003025,2024-04-22,2024-05-01,2024-05-14,6426.62,41851.52,PAGADO,parcial
PG00000875,C003025,2024-06-18,2024-06-23,2024-06-29,67851.97,32427.07,PAGADO,parcial
PG00000876,C002370,2023-10-06,2023-10-12,2023-10-16,28008.87,25013.14,PAGADO,completo
PG00000877,C002370,2023-11-17,2023-11-27,2023-12-13,68382.93,23174.41,PAGADO,completo
PG00000878,C002370,2023-11-28,2023-11-30,2023-12-18,87276.68,135480.93,PAGADO,completo
PG00000879,C002257,2023-10-06,2023-10-14,,132096.23,0.0,PENDIENTE,pendiente
PG00000880,C001717,2026-07-24,2026-07-27,2026-08-07,14301.05,10199.91,PAGADO,completo
PG00000881,C001717,2026-07-17,2026-07-23,2026-08-07,20676.55,21610.75,PAGADO,completo
PG00000882,C001717,2026-08-07,2026-08-07,2026-08-07,9954.3,13121.24,PAGADO,completo
PG00000883,C001626,2023-03-03,2023-03-13,2023-03-25,208783.3,208783.3,PAGADO,completo
PG00000884,C000058,2025-02-19,2025-02-27,2025-02-28,13939.71,13939.71,PAGADO,parcial
PG00000885,C002969,2024-09-08,2024-09-14,2024-09-18,37249.24,19610.16,PAGADO,completo
PG00000886,C002969,2024-10-22,2024-10-27,2024-10-30,42844.75,30077.73,PAGADO,completo
PG00000887,C002969,2024-11-13,2024-11-20,2024-12-03,16382.41,46788.51,PAGADO,completo
PG00000888,C001647,2025-03-07,2025-03-08,2025-03-28,4765.16,3183.87,PAGADO,completo
PG00000889,C001647,2025-03-28,2025-03-31,2025-04-16,4584.43,8023.49,PAGADO,completo
PG00000890,C001647,2025-05-11,2025-05-20,2025-05-30,5709.81,3852.04,PAGADO,completo
PG00000891,C800025,2024-08-21,2024-08-26,2024-08-28,211543.93,211543.93,PAGADO,completo
PG00000892,C001187,2023-11-08,2023-11-15,2023-11-18,2603.61,70352.32,PAGADO,completo
PG00000893,C001187,2023-11-23,2023-11-30,2023-12-02,38703.69,21377.47,PAGADO,completo
PG00000894,C001187,2024-01-03,2024-01-11,2024-01-28,85471.75,35049.26,PAGADO,completo
PG00000895,C002195,2025-01-22,2025-01-25,2025-02-11,76975.19,122505.62,PAGADO,completo
PG00000896,C002195,2025-01-18,2025-01-26,2025-02-15,108463.18,62932.75,PAGADO,completo
PG00000897,C003295,2026-04-29,2026-04-30,2026-04-30,2919.59,16983.08,PAGADO,parcial
PG00000898,C003295,2026-06-12,2026-06-14,2026-06-29,24809.26,10745.77,PAGADO,parcial
PG00000899,C002493,2023-06-17,2023-06-26,2023-07-16,25240.04,25240.04,PAGADO,completo
PG00000900,C002372,2023-02-01,2023-02-08,2023-02-11,30219.19,30219.19,PAGADO,completo
PG00000901,C001510,2025-10-28,2025-11-05,2025-11-21,61682.2,61682.2,PAGADO,completo
PG00000902,C002928,2025-04-21,2025-04-26,2025-07-12,3149.89,1443.28,PAGADO,demorado
PG00000903,C002928,2025-06-03,2025-06-13,2025-08-14,9668.32,11374.93,PAGADO,demorado
PG00000904,C001078,2025-03-15,2025-03-24,2025-03-28,120728.87,100397.28,PAGADO,completo
PG00000905,C001078,2025-04-18,2025-04-25,2025-05-15,47029.31,77111.07,PAGADO,completo
PG00000906,C001078,2025-05-02,2025-05-11,2025-05-26,26965.7,17215.53,PAGADO,completo
PG00000907,C000309,2024-12-31,2025-01-09,2025-01-17,446303.9,446303.9,PAGADO,completo
PG00000908,C002312,2025-03-27,2025-04-03,2025-04-06,13389.63,20469.94,PAGADO,completo
PG00000909,C002312,2025-04-20,2025-04-22,2025-05-12,15213.77,8133.46,PAGADO,completo
PG00000910,C001514,2024-07-18,2024-07-24,2024-07-28,42395.74,34976.52,PAGADO,parcial
PG00000911,C001514,2024-08-06,2024-08-15,2024-08-16,32253.1,39672.32,PAGADO,parcial
PG00000912,C002663,2025-06-04,2025-06-14,2025-06-29,43211.89,43211.89,PAGADO,parcial
PG00000913,C001188,2023-08-28,2023-09-04,2023-09-22,131767.82,38598.53,PAGADO,completo
PG00000914,C001188,2023-10-04,2023-10-13,2023-10-24,15110.75,108280.04,PAGADO,completo
PG00000915,C000432,2026-04-11,2026-04-16,2026-06-16,16545.51,16545.51,PAGADO,demorado
PG00000916,C002218,2025-09-20,2025-09-26,2025-10-08,27234.42,27234.42,PAGADO,completo
PG00000917,C002186,2024-03-27,2024-03-28,2024-04-17,25903.11,25903.11,PAGADO,completo
PG00000918,C002059,2023-09-01,2023-09-06,2023-09-17,87209.67,30810.71,PAGADO,completo
PG00000919,C002059,2023-10-13,2023-10-13,2023-10-25,57849.72,48712.07,PAGADO,completo
PG00000920,C002059,2023-10-08,2023-10-17,2023-10-20,18908.78,84445.39,PAGADO,completo
PG00000921,C002536,2025-04-12,2025-04-14,2025-06-27,83315.13,83315.13,PAGADO,demorado
PG00000922,C001675,2025-05-21,2025-05-24,,18640.96,0.0,PENDIENTE,pendiente
PG00000923,C002126,2024-04-17,2024-04-21,2024-06-09,21198.95,21198.95,PAGADO,demorado
PG00000924,C002694,2025-02-24,2025-03-04,2025-06-03,126874.83,126874.83,PAGADO,demorado
PG00000925,C003061,2023-08-16,2023-08-16,2023-08-20,7518.17,4379.55,PAGADO,completo
PG00000926,C003061,2023-09-15,2023-09-18,2023-09-28,10806.84,13945.46,PAGADO,completo
PG00000927,C002396,2024-08-24,2024-08-29,,147533.77,0.0,PENDIENTE,pendiente
PG00000928,C002884,2025-07-18,2025-07-19,2025-07-20,79078.0,79078.0,PAGADO,completo
PG00000929,C001909,2025-08-29,2025-09-04,2025-09-11,89699.02,89699.02,PAGADO,completo
PG00000930,C000573,2026-03-18,2026-03-28,2026-04-13,7854.25,14378.7,PAGADO,completo
PG00000931,C000573,2026-05-04,2026-05-10,2026-05-10,22290.78,19715.23,PAGADO,completo
PG00000932,C000573,2026-04-24,2026-04-27,2026-05-17,11389.62,7440.72,PAGADO,completo
PG00000933,C003077,2025-03-12,2025-03-14,2025-05-16,60722.45,126548.46,PAGADO,demorado
PG00000934,C003077,2025-03-31,2025-04-05,2025-06-19,94822.88,28996.87,PAGADO,demorado
PG00000935,C002249,2024-04-20,2024-04-20,2024-04-29,70214.74,89810.01,PAGADO,completo
PG00000936,C002249,2024-05-23,2024-05-25,2024-05-27,66979.54,47384.27,PAGADO,completo
PG00000937,C001807,2023-08-07,2023-08-17,2023-09-04,16147.61,9622.93,PAGADO,completo
PG00000938,C001807,2023-09-07,2023-09-11,2023-09-16,8971.61,15496.29,PAGADO,completo
PG00000939,C001820,2024-09-06,2024-09-06,,33180.3,0.0,PENDIENTE,pendiente
PG00000940,C000862,2025-05-27,2025-05-31,2025-06-17,54275.1,38717.41,PAGADO,completo
PG00000941,C000862,2025-06-29,2025-07-05,2025-07-17,3245.88,18803.57,PAGADO,completo
PG00000942,C002107,2025-02-18,2025-02-24,2025-03-12,6740.54,36120.85,PAGADO,sobrepago_senal
PG00000943,C002107,2025-02-20,2025-02-25,2025-03-12,40091.88,10711.57,PAGADO,sobrepago_senal
PG00000944,C001057,2025-12-09,2025-12-17,2025-12-19,33447.42,55156.95,PAGADO,completo
PG00000945,C001057,2025-12-29,2025-12-29,2026-01-10,17664.67,7209.66,PAGADO,completo
PG00000946,C001057,2026-01-01,2026-01-11,2026-01-26,42899.76,31645.24,PAGADO,completo
PG00000947,C700092,2024-06-21,2024-07-01,2024-07-15,147738.24,46049.81,PAGADO,completo
PG00000948,C700092,2024-07-19,2024-07-23,2024-07-24,196040.03,141671.99,PAGADO,completo
PG00000949,C700092,2024-08-13,2024-08-22,2024-09-02,93811.79,249868.26,PAGADO,completo
PG00000950,C001164,2025-03-05,2025-03-12,2025-03-16,82669.01,82669.01,PAGADO,parcial
PG00000951,C000889,2025-08-06,2025-08-11,2025-08-15,2524.45,855.83,PAGADO,parcial
PG00000952,C000889,2025-08-18,2025-08-27,2025-08-28,1738.7,3407.32,PAGADO,parcial
PG00000953,C001462,2025-06-02,2025-06-11,2025-06-27,10505.78,10505.78,PAGADO,completo
PG00000954,C000776,2026-02-22,2026-02-24,2026-03-12,8973.8,8973.8,PAGADO,completo
PG00000955,C001896,2025-05-19,2025-05-27,2025-06-10,69292.77,69292.77,PAGADO,completo
PG00000956,C001554,2024-06-29,2024-06-30,2024-06-30,42709.17,65642.31,PAGADO,completo
PG00000957,C001554,2024-08-04,2024-08-08,2024-08-26,38136.19,15203.05,PAGADO,completo
PG00000958,C001338,2025-06-06,2025-06-11,2025-06-14,73565.16,18999.08,PAGADO,completo
PG00000959,C001338,2025-05-25,2025-05-27,2025-06-10,37024.9,91590.98,PAGADO,completo
PG00000960,C000346,2024-12-04,2024-12-07,2024-12-08,7310.35,9688.86,PAGADO,completo
PG00000961,C000346,2025-01-14,2025-01-21,2025-02-07,9860.01,7481.5,PAGADO,completo
PG00000962,C002439,2024-11-13,2024-11-20,2024-11-30,9116.67,5790.07,PAGADO,completo
PG00000963,C002439,2024-12-01,2024-12-10,2024-12-23,10990.61,20606.7,PAGADO,completo
PG00000964,C002439,2024-12-31,2025-01-10,2025-01-13,17017.22,10727.73,PAGADO,completo
PG00000965,C001907,2025-02-04,2025-02-05,2025-05-01,4666.95,9237.16,PAGADO,demorado
PG00000966,C001907,2025-03-09,2025-03-10,2025-05-30,13863.14,9292.93,PAGADO,demorado
PG00000967,C001105,2026-04-26,2026-05-04,2026-08-07,48867.89,12926.22,PAGADO,demorado
PG00000968,C001105,2026-05-22,2026-05-30,2026-08-07,32118.89,68060.56,PAGADO,demorado
PG00000969,C000985,2023-10-27,2023-10-29,2023-11-05,21218.66,10646.9,PAGADO,completo
PG00000970,C000985,2023-10-25,2023-10-27,2023-11-02,1618.91,8429.24,PAGADO,completo
PG00000971,C000985,2023-12-05,2023-12-12,2023-12-24,1420.81,5182.24,PAGADO,completo
PG00000972,C002889,2024-06-20,2024-06-26,,22066.5,0.0,PENDIENTE,pendiente
PG00000973,C700006,2025-01-07,2025-01-12,2025-01-27,702839.14,702839.14,PAGADO,sobrepago_senal
PG00000974,C001361,2024-06-03,2024-06-12,2024-06-20,18132.94,17102.84,PAGADO,completo
PG00000975,C001361,2024-07-20,2024-07-22,2024-07-23,26834.17,27864.27,PAGADO,completo
PG00000976,C001228,2024-05-12,2024-05-13,2024-05-31,24143.06,13741.66,PAGADO,completo
PG00000977,C001228,2024-06-15,2024-06-22,2024-06-28,23447.83,14191.93,PAGADO,completo
PG00000978,C001228,2024-07-05,2024-07-12,2024-07-29,8506.15,28163.45,PAGADO,completo
PG00000979,C001032,2025-12-17,2025-12-21,2025-12-25,20301.5,24634.72,PAGADO,parcial
PG00000980,C001032,2025-12-12,2025-12-19,2026-01-05,20688.25,16355.03,PAGADO,parcial
PG00000981,C000178,2025-11-03,2025-11-09,,53639.42,0.0,PENDIENTE,pendiente
PG00000982,C003250,2026-04-06,2026-04-10,2026-04-27,8200.41,33140.94,PAGADO,completo
PG00000983,C003250,2026-05-06,2026-05-06,2026-05-06,38328.08,45598.7,PAGADO,completo
PG00000984,C003250,2026-05-03,2026-05-12,2026-05-23,49295.46,17084.31,PAGADO,completo
PG00000985,C002860,2025-08-01,2025-08-05,2025-08-21,559463.32,559463.32,PAGADO,completo
PG00000986,C001149,2025-02-16,2025-02-19,2025-02-19,3659.36,2512.16,PAGADO,completo
PG00000987,C001149,2025-03-31,2025-04-03,2025-04-07,14588.47,15735.67,PAGADO,completo
PG00000988,C001795,2026-05-14,2026-05-15,,26365.66,0.0,PENDIENTE,pendiente
PG00000989,C000764,2023-12-12,2023-12-15,2024-02-16,29813.36,25601.6,PAGADO,demorado
PG00000990,C000764,2023-12-26,2024-01-03,2024-02-24,14001.65,18213.41,PAGADO,demorado
PG00000991,C002458,2026-03-22,2026-03-28,2026-04-03,18425.59,12091.18,PAGADO,completo
PG00000992,C002458,2026-04-08,2026-04-18,2026-05-04,14319.92,44735.26,PAGADO,completo
PG00000993,C002458,2026-04-11,2026-04-20,2026-04-21,72904.72,48823.79,PAGADO,completo
PG00000994,C000173,2024-06-05,2024-06-08,2024-06-26,58359.75,31071.85,PAGADO,parcial
PG00000995,C000173,2024-07-02,2024-07-10,2024-07-24,37011.54,64299.44,PAGADO,parcial
PG00000996,C002836,2023-10-23,2023-11-02,2023-11-06,39624.21,76559.99,PAGADO,completo
PG00000997,C002836,2023-10-25,2023-10-26,2023-11-04,101099.25,64163.47,PAGADO,completo
