id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real
CN000171,P0082,E17,F003,Comparación de Precios,Adquisición de materiales de construcción,goods,16036.99,2026-08-20,False,False
CN000017,P0015,E07,F013,Comparación de Precios,Servicio de transporte,services,19430.03,2026-09-23,False,False
CN000132,P0166,E10,F004,Comparación de Precios,Suministro de combustible,goods,99370.39,2026-08-10,False,False
CN000438,P0045,E07,F036,Contratación Directa,Suministro de combustible,goods,84844.43,2026-09-19,False,False
CN000125,P0040,E03,F000,Comparación de Precios,Suministro de combustible,goods,58324.79,2026-08-15,False,False
CN000194,P0045,E16,F057,Contratación Directa,Adquisición de equipos informáticos,goods,64397.64,2026-08-16,False,False
CN000509,P0063,E10,F008,Comparación de Precios,Servicio de transporte,services,35829.05,2026-07-13,False,False
CN000102,P0057,E15,F035,Contratación Directa,Adquisición de bienes de oficina,goods,11491.32,2026-07-03,False,False
CN000287,P0018,E17,F031,Comparación de Precios,Adquisición de equipos informáticos,goods,21108.26,2026-08-21,False,False
CN000209,P0117,E04,F019,Contratación Directa,Suministro de combustible,goods,27948.07,2026-09-14,False,False
CN000162,P0197,E15,F035,Comparación de Precios,Servicio de limpieza y vigilancia,services,29417.16,2026-07-08,False,False
CN000397,P0028,E10,F008,Contratación Directa,Servicio de capacitación,services,45589.81,2026-07-11,False,False
CN000328,P0127,E12,F050,Contratación Directa,Servicio de limpieza y vigilancia,services,436449.06,2026-08-31,False,False
CN000493,P0069,E14,F016,Contratación Directa,Adquisición de equipos informáticos,goods,122872.9,2026-09-12,False,False
CN000383,P0077,E09,F027,Contratación Directa,Obra de rehabilitación vial,works,106952.76,2026-09-25,False,False
CN000190,P0088,E13,F055,Licitación Pública,Adquisición de equipos informáticos,goods,21137.35,2026-07-09,False,False
CN000295,P0193,E05,F047,Contratación Directa,Servicio de limpieza y vigilancia,services,86218.82,2026-07-24,False,False
CN000178,P0207,E12,F021,Licitación Pública,Servicio de transporte,services,31184.62,2026-08-18,False,False
CN000553,P0113,E11,F049,Adjudicación Simplificada,Suministro de combustible,goods,49604.37,2026-07-04,False,False
CN000044,P0103,E14,F029,Comparación de Precios,Adquisición de materiales de construcción,goods,32382.24,2026-07-23,False,False
CN000499,P0064,E02,F025,Contratación Directa,Adquisición de materiales de construcción,goods,10195.53,2026-07-21,False,False
CND0202,P0216,E03,F000,Contratación Directa,Servicio de mantenimiento de infraestructura,services,1392368.13,2026-07-01,True,False
CN000551,P0146,E11,F054,Comparación de Precios,Consultoría en ingeniería,services,99212.71,2026-09-06,False,False
CN000559,P0176,E05,F032,Contratación Directa,Servicio de capacitación,services,18430.61,2026-07-24,False,False
CN000489,P0023,E07,F023,Contratación Directa,Adquisición de materiales de construcción,goods,33744.35,2026-08-26,False,False
CN000319,P0011,E11,F007,Contratación Directa,Servicio de limpieza y vigilancia,services,64584.51,2026-09-03,False,False
CN000651,P0161,E00,F041,Comparación de Precios,Servicio de transporte,services,258470.05,2026-08-31,False,False
CN000515,P0108,E11,F054,Comparación de Precios,Adquisición de equipos informáticos,goods,59720.17,2026-08-30,False,False
CN000307,P0203,E01,F048,Contratación Directa,Servicio de mantenimiento de infraestructura,services,154130.65,2026-09-11,False,False
CN000216,P0126,E11,F054,Contratación Directa,Consultoría en ingeniería,services,72723.31,2026-08-24,False,False
CND0501,P0155,E10,F008,Contratación Directa,Servicio de mantenimiento de infraestructura,services,1193755.17,2026-08-01,True,False
CN000486,P0059,E10,F008,Contratación Directa,Adquisición de materiales de construcción,goods,15009.93,2026-09-16,False,False
CN000367,P0105,E03,F000,Contratación Directa,Adquisición de bienes de oficina,goods,33731.46,2026-09-26,False,False
CN000522,P0065,E02,F051,Comparación de Precios,Consultoría en ingeniería,services,11154.86,2026-09-23,False,False
CN000312,P0137,E14,F040,Contratación Directa,Adquisición de equipos informáticos,goods,147680.73,2026-07-24,False,False
CN000043,P0137,E12,F050,Contratación Directa,Servicio de transporte,services,111075.87,2026-07-09,False,False
CN000519,P0059,E15,F035,Contratación Directa,Adquisición de equipos informáticos,goods,49811.81,2026-08-08,False,False
CN000317,P0165,E14,F029,Comparación de Precios,Obra de rehabilitación vial,works,79922.67,2026-08-05,False,False
CN000228,P0212,E02,F044,Concurso Público,Consultoría en ingeniería,services,64281.4,2026-09-08,False,False
CN000578,P0188,E15,F035,Licitación Pública,Suministro de combustible,goods,143181.84,2026-08-04,False,False
CN000005,P0198,E01,F048,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,80749.31,2026-08-28,False,False
CN000261,P0102,E16,F024,Comparación de Precios,Obra de rehabilitación vial,works,169990.83,2026-07-24,False,False
CN000451,P0013,E01,F048,Comparación de Precios,Consultoría en ingeniería,services,57841.16,2026-08-01,False,False
CN000694,P0182,E14,F029,Comparación de Precios,Servicio de capacitación,services,203156.06,2026-08-29,False,False
CN000576,P0155,E17,F031,Comparación de Precios,Obra de rehabilitación vial,works,36828.12,2026-09-14,False,False
CN000482,P0115,E04,F053,Licitación Pública,Adquisición de materiales de construcción,goods,19547.41,2026-09-22,False,False
CND0001,P0066,E15,F035,Contratación Directa,Adquisición de materiales de construcción,goods,1128174.85,2026-09-26,True,False
CN000117,P0102,E05,F009,Contratación Directa,Servicio de limpieza y vigilancia,services,24802.23,2026-08-02,False,False
CN000644,P0084,E12,F050,Contratación Directa,Servicio de mantenimiento de infraestructura,services,180101.68,2026-08-26,False,False
CN000622,P0063,E07,F013,Comparación de Precios,Servicio de limpieza y vigilancia,services,64165.32,2026-09-16,False,False
CN000343,P0172,E07,F036,Contratación Directa,Servicio de capacitación,services,15958.62,2026-08-18,False,False
CN000075,P0067,E17,F012,Contratación Directa,Consultoría en ingeniería,services,32568.38,2026-08-06,False,False
CN000173,P0012,E08,F015,Comparación de Precios,Adquisición de materiales de construcción,goods,112032.08,2026-07-09,False,False
CN000595,P0186,E16,F042,Comparación de Precios,Servicio de capacitación,services,24948.66,2026-09-06,False,False
CN000051,P0098,E04,F030,Contratación Directa,Servicio de capacitación,services,111644.07,2026-08-04,False,False
CN000435,P0199,E06,F039,Comparación de Precios,Adquisición de materiales de construcción,goods,72976.5,2026-07-23,False,False
CN000418,P0065,E00,F041,Comparación de Precios,Servicio de transporte,services,6433.87,2026-08-27,False,False
CN000235,P0215,E06,F039,Contratación Directa,Adquisición de materiales de construcción,goods,40294.34,2026-07-27,False,False
CN000548,P0078,E15,F035,Contratación Directa,Servicio de transporte,services,73991.76,2026-09-02,False,False
CN000689,P0039,E05,F032,Comparación de Precios,Adquisición de equipos informáticos,goods,250118.19,2026-09-18,False,False
CN000340,P0171,E17,F003,Comparación de Precios,Suministro de combustible,goods,35608.75,2026-07-26,False,False
CN000405,P0206,E02,F051,Contratación Directa,Adquisición de materiales de construcción,goods,9332.72,2026-09-15,False,False
CN000093,P0071,E10,F026,Contratación Directa,Obra de rehabilitación vial,works,360969.46,2026-07-23,False,False
CN000685,P0194,E03,F000,Contratación Directa,Obra de rehabilitación vial,works,267350.56,2026-08-24,False,False
CN000360,P0180,E07,F023,Contratación Directa,Obra de rehabilitación vial,works,172282.64,2026-09-09,False,False
CN000565,P0082,E07,F013,Contratación Directa,Adquisición de equipos informáticos,goods,116276.73,2026-09-18,False,False
CN000148,P0068,E10,F004,Comparación de Precios,Servicio de limpieza y vigilancia,services,219931.45,2026-07-04,False,False
CN000691,P0059,E13,F055,Comparación de Precios,Obra de rehabilitación vial,works,149992.14,2026-07-04,False,False
CN000249,P0009,E08,F015,Comparación de Precios,Servicio de capacitación,services,320291.53,2026-07-01,False,False
CN000610,P0009,E11,F049,Contratación Directa,Consultoría en ingeniería,services,86325.27,2026-09-16,False,False
CN000200,P0108,E00,F041,Contratación Directa,Servicio de capacitación,services,488802.3,2026-08-08,False,False
CN000358,P0128,E13,F055,Contratación Directa,Adquisición de materiales de construcción,goods,22867.65,2026-09-23,False,False
CN000091,P0139,E07,F023,Contratación Directa,Suministro de combustible,goods,17406.6,2026-07-21,False,False
CN000220,P0116,E00,F038,Comparación de Precios,Suministro de combustible,goods,60032.11,2026-08-03,False,False
CN000028,P0123,E05,F052,Contratación Directa,Servicio de capacitación,services,24100.61,2026-09-27,False,False
CN000387,P0117,E09,F046,Comparación de Precios,Adquisición de materiales de construcción,goods,8248.44,2026-08-29,False,False
CN000072,P0067,E17,F031,Comparación de Precios,Suministro de combustible,goods,25116.86,2026-08-19,False,False
CND0502,P0155,E10,F008,Contratación Directa,Servicio de mantenimiento de infraestructura,services,1147921.57,2026-07-10,True,False
CN000692,P0116,E16,F024,Comparación de Precios,Servicio de limpieza y vigilancia,services,37193.68,2026-07-09,False,False
CN000280,P0090,E11,F049,Comparación de Precios,Servicio de limpieza y vigilancia,services,42017.46,2026-08-16,False,False
CN000089,P0090,E04,F053,Contratación Directa,Consultoría en ingeniería,services,107475.29,2026-08-06,False,False
CN000654,P0029,E08,F014,Licitación Pública,Servicio de capacitación,services,15984.3,2026-07-15,False,False
CN000350,P0138,E13,F058,Contratación Directa,Adquisición de bienes de oficina,goods,37084.51,2026-07-25,False,False
CN000182,P0125,E09,F043,Contratación Directa,Obra de rehabilitación vial,works,27246.06,2026-08-20,False,False
CN000175,P0066,E09,F034,Contratación Directa,Adquisición de equipos informáticos,goods,63032.34,2026-09-17,False,False
CN000335,P0047,E03,F000,Comparación de Precios,Suministro de combustible,goods,40073.07,2026-07-29,False,False
CN000434,P0207,E06,F006,Comparación de Precios,Servicio de transporte,services,74020.27,2026-07-02,False,False
CN000659,P0184,E15,F035,Contratación Directa,Servicio de limpieza y vigilancia,services,6379.75,2026-07-10,False,False
CN000270,P0031,E16,F042,Contratación Directa,Adquisición de equipos informáticos,goods,33964.51,2026-09-11,False,False
CN000657,P0122,E15,F035,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,79363.44,2026-07-04,False,False
CN000682,P0042,E12,F021,Contratación Directa,Adquisición de equipos informáticos,goods,214185.17,2026-09-28,False,False
CN000668,P0195,E01,F048,Contratación Directa,Servicio de mantenimiento de infraestructura,services,169821.72,2026-08-22,False,False
CN000528,P0014,E16,F057,Contratación Directa,Obra de rehabilitación vial,works,225557.82,2026-07-07,False,False
CN000533,P0150,E02,F044,Contratación Directa,Adquisición de bienes de oficina,goods,612179.14,2026-08-27,False,False
CN000593,P0011,E13,F056,Contratación Directa,Servicio de limpieza y vigilancia,services,68825.87,2026-08-27,False,False
CN000322,P0067,E07,F023,Comparación de Precios,Suministro de combustible,goods,52686.26,2026-07-10,False,False
CN000080,P0177,E13,F055,Adjudicación Simplificada,Servicio de capacitación,services,162054.37,2026-08-14,False,False
CN000532,P0049,E16,F024,Comparación de Precios,Servicio de transporte,services,117349.64,2026-09-04,False,False
CN000333,P0048,E02,F011,Concurso Público,Adquisición de bienes de oficina,goods,63592.21,2026-07-17,False,False
CN000374,P0035,E11,F054,Contratación Directa,Consultoría en ingeniería,services,35429.12,2026-09-29,False,False
CN000063,P0138,E15,F035,Comparación de Precios,Servicio de limpieza y vigilancia,services,107618.75,2026-08-29,False,False
CN000061,P0219,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,258033.94,2026-09-22,False,False
CN000278,P0147,E03,F000,Contratación Directa,Suministro de combustible,goods,86346.57,2026-08-26,False,False
CN000588,P0195,E07,F036,Contratación Directa,Servicio de transporte,services,59422.1,2026-09-23,False,False
CN000225,P0182,E16,F042,Contratación Directa,Suministro de combustible,goods,30396.42,2026-07-04,False,False
CN000279,P0004,E09,F033,Contratación Directa,Servicio de limpieza y vigilancia,services,17761.91,2026-07-19,False,False
CN000602,P0197,E07,F013,Comparación de Precios,Servicio de capacitación,services,2195.86,2026-08-26,False,False
CN000337,P0110,E06,F039,Comparación de Precios,Suministro de combustible,goods,141605.06,2026-08-24,False,False
CN000227,P0064,E08,F014,Contratación Directa,Obra de rehabilitación vial,works,71156.08,2026-07-11,False,False
CN000186,P0005,E00,F038,Comparación de Precios,Servicio de transporte,services,68472.05,2026-08-21,False,False
CN000008,P0169,E12,F021,Adjudicación Simplificada,Consultoría en ingeniería,services,104869.98,2026-07-05,False,False
CN000085,P0190,E15,F035,Contratación Directa,Adquisición de bienes de oficina,goods,203834.26,2026-08-11,False,False
CN000042,P0152,E08,F014,Comparación de Precios,Adquisición de equipos informáticos,goods,318084.11,2026-08-09,False,False
CN000615,P0007,E15,F035,Comparación de Precios,Obra de rehabilitación vial,works,122994.41,2026-09-11,False,False
CN000513,P0191,E07,F013,Comparación de Precios,Consultoría en ingeniería,services,352282.92,2026-08-01,False,False
CN000594,P0025,E15,F035,Contratación Directa,Servicio de transporte,services,52887.23,2026-07-26,False,False
CN000096,P0103,E12,F050,Comparación de Precios,Servicio de capacitación,services,57007.66,2026-07-09,False,False
CN000341,P0212,E11,F007,Contratación Directa,Adquisición de materiales de construcción,goods,20201.35,2026-07-30,False,False
CN000373,P0114,E02,F044,Comparación de Precios,Adquisición de materiales de construcción,goods,49755.88,2026-08-04,False,False
CN000156,P0178,E15,F035,Contratación Directa,Servicio de capacitación,services,112336.18,2026-09-12,False,False
CN000033,P0046,E08,F020,Contratación Directa,Suministro de combustible,goods,100015.45,2026-07-19,False,False
CN000656,P0081,E16,F002,Comparación de Precios,Adquisición de bienes de oficina,goods,85284.67,2026-08-22,False,False
CN000121,P0217,E12,F050,Contratación Directa,Servicio de mantenimiento de infraestructura,services,56382.99,2026-08-15,False,False
CN000643,P0013,E03,F000,Contratación Directa,Servicio de limpieza y vigilancia,services,65853.44,2026-09-04,False,False
CN000211,P0148,E08,F020,Comparación de Precios,Adquisición de bienes de oficina,goods,26436.06,2026-08-03,False,False
CN000293,P0192,E13,F058,Contratación Directa,Consultoría en ingeniería,services,57315.79,2026-08-05,False,False
CN000420,P0009,E10,F008,Comparación de Precios,Adquisición de materiales de construcción,goods,64863.11,2026-07-29,False,False
CN000661,P0144,E01,F048,Contratación Directa,Consultoría en ingeniería,services,11797.07,2026-09-13,False,False
CN000608,P0086,E11,F007,Contratación Directa,Suministro de combustible,goods,66123.09,2026-08-03,False,False
CN000164,P0101,E17,F012,Comparación de Precios,Adquisición de materiales de construcción,goods,23076.8,2026-08-18,False,False
CN000524,P0171,E12,F050,Comparación de Precios,Adquisición de bienes de oficina,goods,83177.3,2026-07-13,False,False
CN000436,P0031,E10,F004,Contratación Directa,Adquisición de materiales de construcción,goods,89332.98,2026-07-16,False,False
CN000470,P0084,E08,F028,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,27293.61,2026-07-11,False,False
CN000364,P0055,E08,F020,Comparación de Precios,Servicio de transporte,services,131486.25,2026-08-22,False,False
CN000234,P0078,E08,F028,Comparación de Precios,Adquisición de bienes de oficina,goods,79152.91,2026-07-26,False,False
CN000310,P0167,E06,F039,Comparación de Precios,Obra de rehabilitación vial,works,90186.66,2026-09-23,False,False
CN000179,P0035,E04,F053,Contratación Directa,Servicio de transporte,services,101387.55,2026-09-23,False,False
CN000582,P0139,E10,F026,Contratación Directa,Adquisición de equipos informáticos,goods,78726.25,2026-08-22,False,False
CN000308,P0200,E10,F004,Comparación de Precios,Adquisición de equipos informáticos,goods,77646.62,2026-07-25,False,False
CN000069,P0211,E12,F021,Comparación de Precios,Servicio de capacitación,services,74150.2,2026-09-07,False,False
CN000271,P0062,E07,F036,Comparación de Precios,Servicio de transporte,services,59702.53,2026-08-16,False,False
CN000677,P0193,E14,F040,Comparación de Precios,Servicio de transporte,services,152790.07,2026-07-16,False,False
CN000023,P0102,E12,F050,Comparación de Precios,Adquisición de bienes de oficina,goods,10895.27,2026-07-12,False,False
CN000670,P0013,E04,F053,Comparación de Precios,Servicio de capacitación,services,490781.29,2026-08-03,False,False
CN000292,P0153,E15,F035,Contratación Directa,Servicio de capacitación,services,11551.45,2026-09-05,False,False
CN000425,P0075,E17,F012,Contratación Directa,Adquisición de materiales de construcción,goods,26216.85,2026-07-19,False,False
CN000674,P0190,E04,F030,Comparación de Precios,Servicio de transporte,services,24056.32,2026-07-03,False,False
CN000351,P0170,E12,F021,Contratación Directa,Adquisición de materiales de construcción,goods,500128.26,2026-09-19,False,False
CN000058,P0181,E02,F044,Contratación Directa,Adquisición de materiales de construcción,goods,33381.24,2026-07-03,False,False
CN000625,P0008,E06,F006,Contratación Directa,Servicio de limpieza y vigilancia,services,27929.2,2026-07-02,False,False
CND0100,P0089,E12,F050,Contratación Directa,Servicio de transporte,services,921550.54,2026-09-07,True,False
CN000079,P0029,E02,F011,Contratación Directa,Servicio de limpieza y vigilancia,services,213798.38,2026-08-29,False,False
CN000265,P0193,E10,F026,Comparación de Precios,Servicio de capacitación,services,39293.96,2026-09-19,False,False
CN000321,P0101,E10,F004,Licitación Pública,Obra de rehabilitación vial,works,31365.87,2026-07-08,False,False
CN000540,P0129,E04,F030,Contratación Directa,Adquisición de bienes de oficina,goods,25576.56,2026-07-02,False,False
CN000563,P0013,E15,F035,Contratación Directa,Servicio de mantenimiento de infraestructura,services,343356.49,2026-09-17,False,False
CN000461,P0075,E12,F050,Contratación Directa,Consultoría en ingeniería,services,189139.19,2026-07-27,False,False
CN000092,P0044,E15,F035,Contratación Directa,Adquisición de bienes de oficina,goods,37005.66,2026-09-27,False,False
CN000455,P0185,E14,F040,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,60655.97,2026-07-19,False,False
CN000538,P0178,E17,F012,Comparación de Precios,Servicio de transporte,services,38974.02,2026-09-22,False,False
CN000510,P0086,E07,F036,Contratación Directa,Consultoría en ingeniería,services,372181.88,2026-08-29,False,False
CN000147,P0155,E03,F000,Contratación Directa,Suministro de combustible,goods,28722.12,2026-07-26,False,False
CN000251,P0218,E08,F015,Contratación Directa,Servicio de limpieza y vigilancia,services,13454.99,2026-07-22,False,False
CN000212,P0075,E03,F000,Comparación de Precios,Adquisición de equipos informáticos,goods,97185.27,2026-07-04,False,False
CN000390,P0009,E01,F048,Comparación de Precios,Adquisición de materiales de construcción,goods,103878.65,2026-09-05,False,False
CN000583,P0153,E12,F021,Comparación de Precios,Consultoría en ingeniería,services,115182.08,2026-07-23,False,False
CN000330,P0192,E10,F004,Comparación de Precios,Adquisición de equipos informáticos,goods,164544.52,2026-09-28,False,False
CN000276,P0186,E11,F007,Contratación Directa,Adquisición de bienes de oficina,goods,22560.0,2026-09-16,False,False
CN000427,P0040,E11,F007,Comparación de Precios,Adquisición de bienes de oficina,goods,27988.83,2026-07-10,False,False
CN000433,P0165,E03,F000,Contratación Directa,Servicio de limpieza y vigilancia,services,95362.29,2026-09-24,False,False
CN000469,P0065,E14,F040,Comparación de Precios,Adquisición de materiales de construcción,goods,30008.24,2026-07-02,False,False
CN000389,P0044,E00,F041,Comparación de Precios,Servicio de capacitación,services,70934.28,2026-09-05,False,False
CND0301,P0113,E15,F035,Contratación Directa,Servicio de capacitación,services,973042.94,2026-08-25,True,False
CN000012,P0180,E04,F030,Comparación de Precios,Servicio de capacitación,services,340635.51,2026-08-17,False,False
CN000303,P0041,E06,F039,Contratación Directa,Adquisición de equipos informáticos,goods,166244.99,2026-07-25,False,False
CN000518,P0141,E00,F041,Contratación Directa,Servicio de capacitación,services,99864.01,2026-07-07,False,False
CN000554,P0065,E12,F021,Contratación Directa,Servicio de capacitación,services,55978.64,2026-07-19,False,False
CN000679,P0096,E12,F050,Comparación de Precios,Servicio de capacitación,services,31102.74,2026-09-25,False,False
CN000638,P0195,E12,F021,Contratación Directa,Consultoría en ingeniería,services,77625.26,2026-07-20,False,False
CN000019,P0194,E10,F004,Adjudicación Simplificada,Suministro de combustible,goods,102193.21,2026-08-30,False,False
CN000365,P0132,E09,F043,Contratación Directa,Suministro de combustible,goods,527500.92,2026-07-18,False,False
CN000324,P0090,E13,F055,Licitación Pública,Adquisición de bienes de oficina,goods,42534.47,2026-07-24,False,False
CN000260,P0163,E00,F010,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,36193.01,2026-09-03,False,False
CN000599,P0090,E01,F048,Contratación Directa,Suministro de combustible,goods,183575.39,2026-07-09,False,False
CN000409,P0009,E02,F044,Contratación Directa,Adquisición de bienes de oficina,goods,27230.14,2026-07-04,False,False
CN000400,P0036,E00,F038,Contratación Directa,Servicio de mantenimiento de infraestructura,services,249101.6,2026-07-14,False,False
CN000054,P0182,E16,F057,Comparación de Precios,Adquisición de bienes de oficina,goods,95445.31,2026-08-26,False,False
CN000649,P0025,E10,F008,Contratación Directa,Adquisición de bienes de oficina,goods,83624.53,2026-09-08,False,False
CN000628,P0209,E11,F049,Contratación Directa,Consultoría en ingeniería,services,43809.87,2026-07-01,False,False
CN000150,P0113,E14,F016,Comparación de Precios,Servicio de transporte,services,38038.3,2026-07-26,False,False
CN000474,P0119,E17,F012,Contratación Directa,Servicio de limpieza y vigilancia,services,689299.29,2026-08-25,False,False
CN000631,P0152,E00,F010,Contratación Directa,Servicio de transporte,services,87817.5,2026-07-22,False,False
CN000495,P0052,E02,F011,Comparación de Precios,Suministro de combustible,goods,96298.48,2026-09-22,False,False
CN000106,P0134,E04,F030,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,28876.54,2026-08-14,False,False
CN000231,P0051,E06,F006,Comparación de Precios,Suministro de combustible,goods,55005.84,2026-09-28,False,False
CN000370,P0103,E15,F035,Contratación Directa,Adquisición de equipos informáticos,goods,69616.3,2026-09-14,False,False
CN000541,P0069,E13,F058,Comparación de Precios,Adquisición de materiales de construcción,goods,74294.7,2026-08-16,False,False
CN000237,P0162,E11,F049,Contratación Directa,Suministro de combustible,goods,129785.93,2026-08-25,False,False
CN000611,P0058,E02,F044,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,42456.12,2026-08-29,False,False
CN000024,P0088,E03,F000,Comparación de Precios,Obra de rehabilitación vial,works,38123.42,2026-08-02,False,False
CN000299,P0128,E00,F038,Contratación Directa,Consultoría en ingeniería,services,7878.24,2026-07-08,False,False
CN000579,P0063,E15,F035,Comparación de Precios,Adquisición de bienes de oficina,goods,4406.66,2026-08-13,False,False
CN000326,P0013,E03,F000,Comparación de Precios,Adquisición de materiales de construcción,goods,140360.53,2026-07-04,False,False
CN000520,P0161,E13,F055,Comparación de Precios,Servicio de capacitación,services,73752.63,2026-09-03,False,False
CN000574,P0131,E02,F044,Contratación Directa,Adquisición de equipos informáticos,goods,94676.9,2026-07-19,False,False
CN000082,P0180,E00,F041,Comparación de Precios,Servicio de capacitación,services,112344.39,2026-07-09,False,False
CN000596,P0173,E04,F030,Contratación Directa,Servicio de capacitación,services,57669.56,2026-07-16,False,False
CN000658,P0061,E10,F008,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,52918.98,2026-08-04,False,False
CN000357,P0035,E09,F034,Contratación Directa,Adquisición de equipos informáticos,goods,51961.57,2026-09-01,False,False
CN000609,P0138,E03,F000,Comparación de Precios,Suministro de combustible,goods,62544.05,2026-09-08,False,False
CN000380,P0133,E15,F035,Comparación de Precios,Suministro de combustible,goods,23814.08,2026-07-15,False,False
CN000547,P0047,E11,F007,Contratación Directa,Suministro de combustible,goods,35175.41,2026-08-14,False,False
CN000101,P0003,E05,F047,Contratación Directa,Adquisición de bienes de oficina,goods,13075.12,2026-07-22,False,False
CN000379,P0021,E06,F039,Contratación Directa,Adquisición de materiales de construcción,goods,117491.13,2026-08-15,False,False
CN000076,P0014,E04,F053,Comparación de Precios,Adquisición de materiales de construcción,goods,28439.59,2026-07-05,False,False
CN000388,P0218,E06,F006,Contratación Directa,Servicio de mantenimiento de infraestructura,services,202909.57,2026-08-17,False,False
CN000514,P0108,E15,F035,Comparación de Precios,Obra de rehabilitación vial,works,153323.42,2026-09-02,False,False
CN000406,P0208,E13,F058,Contratación Directa,Adquisición de bienes de oficina,goods,544511.05,2026-07-06,False,False
CN000291,P0027,E13,F058,Comparación de Precios,Adquisición de equipos informáticos,goods,16477.65,2026-09-15,False,False
CN000282,P0158,E16,F024,Contratación Directa,Adquisición de equipos informáticos,goods,339763.21,2026-09-05,False,False
CN000586,P0009,E12,F050,Contratación Directa,Suministro de combustible,goods,213275.37,2026-08-04,False,False
CN000481,P0147,E12,F021,Contratación Directa,Adquisición de materiales de construcción,goods,236443.84,2026-08-23,False,False
CN000112,P0003,E12,F050,Contratación Directa,Adquisición de materiales de construcción,goods,342234.79,2026-09-04,False,False
CN000558,P0197,E17,F003,Comparación de Precios,Adquisición de materiales de construcción,goods,67168.63,2026-07-28,False,False
CN000140,P0132,E13,F058,Comparación de Precios,Servicio de transporte,services,521062.02,2026-07-26,False,False
CN000246,P0029,E02,F011,Contratación Directa,Adquisición de equipos informáticos,goods,11270.06,2026-07-21,False,False
CN000145,P0181,E10,F008,Contratación Directa,Consultoría en ingeniería,services,23571.5,2026-09-18,False,False
CN000283,P0095,E08,F015,Contratación Directa,Servicio de mantenimiento de infraestructura,services,22580.14,2026-07-17,False,False
CN000506,P0064,E00,F010,Contratación Directa,Servicio de transporte,services,36675.91,2026-07-13,False,False
CN000672,P0200,E00,F041,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,58360.92,2026-07-21,False,False
CN000110,P0171,E15,F035,Comparación de Precios,Servicio de transporte,services,30239.01,2026-07-03,False,False
CN000688,P0048,E00,F041,Contratación Directa,Adquisición de bienes de oficina,goods,135707.58,2026-09-27,False,False
CN000671,P0065,E14,F016,Adjudicación Simplificada,Servicio de transporte,services,53325.29,2026-09-18,False,False
CN000640,P0064,E16,F024,Comparación de Precios,Adquisición de materiales de construcción,goods,90291.71,2026-09-19,False,False
CN000090,P0129,E04,F053,Comparación de Precios,Adquisición de bienes de oficina,goods,9300.96,2026-07-17,False,False
CN000205,P0021,E02,F051,Contratación Directa,Adquisición de equipos informáticos,goods,107135.37,2026-09-15,False,False
CN000170,P0074,E15,F035,Contratación Directa,Servicio de limpieza y vigilancia,services,459566.42,2026-07-18,False,False
CN000109,P0099,E01,F017,Comparación de Precios,Obra de rehabilitación vial,works,26597.05,2026-07-12,False,False
CN000232,P0133,E00,F010,Contratación Directa,Servicio de limpieza y vigilancia,services,100454.56,2026-07-26,False,False
CN000056,P0106,E00,F038,Comparación de Precios,Servicio de limpieza y vigilancia,services,85236.58,2026-09-09,False,False
CN000404,P0041,E09,F027,Contratación Directa,Consultoría en ingeniería,services,40785.3,2026-08-20,False,False
CN000241,P0189,E08,F015,Licitación Pública,Obra de rehabilitación vial,works,172648.43,2026-07-28,False,False
CN000087,P0152,E01,F018,Comparación de Precios,Servicio de capacitación,services,252871.13,2026-09-15,False,False
CN000346,P0181,E15,F035,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,66800.31,2026-09-13,False,False
CN000097,P0035,E00,F041,Contratación Directa,Adquisición de equipos informáticos,goods,252408.54,2026-07-30,False,False
CN000616,P0124,E02,F051,Contratación Directa,Adquisición de equipos informáticos,goods,110502.64,2026-07-17,False,False
CN000116,P0132,E16,F024,Contratación Directa,Servicio de transporte,services,41544.02,2026-09-22,False,False
CN000201,P0144,E02,F051,Comparación de Precios,Suministro de combustible,goods,21223.11,2026-09-04,False,False
CN000627,P0202,E04,F030,Comparación de Precios,Servicio de transporte,services,397657.79,2026-07-22,False,False
CN000479,P0160,E07,F023,Comparación de Precios,Servicio de capacitación,services,3222.11,2026-08-26,False,False
CN000323,P0040,E04,F019,Contratación Directa,Adquisición de materiales de construcción,goods,101338.13,2026-09-23,False,False
CN000193,P0216,E12,F021,Contratación Directa,Adquisición de bienes de oficina,goods,57395.84,2026-07-07,False,False
CN000236,P0042,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,182715.72,2026-08-23,False,False
CN000443,P0009,E11,F049,Contratación Directa,Adquisición de equipos informáticos,goods,20119.36,2026-07-02,False,False
