id_proveedor,id_entidad,objeto,objeto_familia,n_contratos_grupo,max_contratos_ventana_15d,monto_total_ventana_15d,pct_montos_bajo_umbral,monto_total_grupo,label_fraccionamiento_real,score_anomalia,es_anomalia_modelo,senal_priorizacion_fraccionamiento
P0018,E15,Suministro de combustible,goods::combustible|suministro,2,1,25024.61,1.0,71824.07,False,-0.2439353037022337,False,False
P0114,E11,Adquisición de materiales de construcción,goods::construccion|material,2,1,20517.83,1.0,187311.48,False,-0.24394196749968028,False,False
P0054,E07,Consultoría en ingeniería,services::consultoria|ingenieria,2,1,79802.54,1.0,98011.27,False,-0.24436615356306135,False,False
P0079,E13,Servicio de transporte,services::transporte,2,1,22701.8,1.0,91654.02,False,-0.2453944822692518,False,False
P0173,E11,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,71311.96,1.0,250457.22000000003,False,-0.24572827832317623,False,False
P0065,E07,Adquisición de equipos informáticos,goods::equipo|informatico,2,1,81196.63,1.0,134861.89,False,-0.24632154464661027,False,False
P0213,E05,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,25750.0,1.0,181890.46,False,-0.24660387074249757,False,False
P0108,E17,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,26068.35,1.0,74795.32,False,-0.24690335781255074,False,False
P0155,E16,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,75160.42,1.0,248242.08,False,-0.24703513704838226,False,False
P0087,E10,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,74325.15,1.0,77068.9,False,-0.24713040066362552,False,False
P0100,E14,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,49485.63,1.0,89164.45999999999,False,-0.24739107853575998,False,False
P0085,E15,Adquisición de equipos informáticos,goods::equipo|informatico,2,1,25119.22,1.0,121083.72,False,-0.24757045158042001,False,False
P0165,E03,Servicio de capacitación,services::capacitacion,2,1,77955.5,1.0,115927.36,False,-0.24759989231341756,False,False
P0153,E07,Adquisición de materiales de construcción,goods::construccion|material,2,1,34860.24,1.0,180938.47,False,-0.24771132406510898,False,False
P0108,E14,Servicio de capacitación,services::capacitacion,2,1,46317.08,1.0,154427.28,False,-0.24786727032209777,False,False
P0096,E15,Adquisición de materiales de construcción,goods::construccion|material,2,1,28141.4,1.0,193465.37,False,-0.24837490811702162,False,False
P0020,E14,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,45493.22,1.0,182190.68,False,-0.24845070846869116,False,False
P0152,E08,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,2,1,51962.72,1.0,200183.49,False,-0.24845276058389937,False,False
P0060,E06,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,22500.34,1.0,101994.71,False,-0.24846299528497262,False,False
P0072,E15,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,77515.16,1.0,120910.25,False,-0.24857078606422756,False,False
P0017,E00,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,45384.72,1.0,204142.92,False,-0.24866751604901882,False,False
P0199,E05,Servicio de transporte,services::transporte,2,1,32770.39,1.0,164018.40000000002,False,-0.2487272315634026,False,False
P0174,E00,Adquisición de materiales de construcción,goods::construccion|material,2,1,76238.79,1.0,103937.3,False,-0.24877880573742195,False,False
P0188,E14,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,35452.49,1.0,106957.38999999998,False,-0.2489689088084377,False,False
P0203,E17,Servicio de capacitación,services::capacitacion,2,1,50401.68,1.0,97451.61,False,-0.24897214597715955,False,False
P0034,E17,Servicio de capacitación,services::capacitacion,2,1,72390.94,1.0,80885.53,False,-0.24912452926201278,False,False
P0019,E00,Consultoría en ingeniería,services::consultoria|ingenieria,2,1,30402.81,1.0,180740.54,False,-0.24929278217387946,False,False
P0025,E10,Servicio de capacitación,services::capacitacion,2,1,74404.85,1.0,178209.19,False,-0.24945648230402384,False,False
P0199,E07,Servicio de capacitación,services::capacitacion,2,1,38748.68,1.0,141872.68,False,-0.24955461012656527,False,False
P0073,E11,Servicio de capacitación,services::capacitacion,2,1,74404.85,1.0,147587.0,False,-0.2496578925520706,False,False
P0112,E01,Adquisición de equipos informáticos,goods::equipo|informatico,2,1,35276.12,1.0,121146.28,False,-0.24981262364322637,False,False
P0094,E05,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,25163.45,1.0,107117.03,False,-0.25004703886849244,False,False
P0144,E04,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,53018.78,1.0,189044.5,False,-0.2506690943522213,False,False
P0090,E11,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,29340.77,1.0,125815.38,False,-0.250737123386595,False,False
P0147,E13,Consultoría en ingeniería,services::consultoria|ingenieria,2,1,75689.97,1.0,103321.27,False,-0.25091930570815685,False,False
P0056,E09,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,37388.79,1.0,123772.88,False,-0.2509228624254325,False,False
P0132,E03,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,42933.31,1.0,196601.59,False,-0.2510949258085733,False,False
P0141,E06,Suministro de combustible,goods::combustible|suministro,2,1,57095.64,1.0,93403.34,False,-0.2512391725908746,False,False
P0077,E01,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,71013.8,1.0,96122.08,False,-0.25141684900094674,False,False
P0176,E09,Servicio de capacitación,services::capacitacion,2,1,46837.99,1.0,140561.03,False,-0.25157963496022945,False,False
P0008,E17,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,49012.55,1.0,139487.32,False,-0.25157963496022945,False,False
P0088,E14,Suministro de combustible,goods::combustible|suministro,2,1,67094.65,1.0,166728.31,False,-0.25181831802914606,False,False
P0133,E00,Consultoría en ingeniería,services::consultoria|ingenieria,2,1,66227.97,1.0,93282.14,False,-0.25189841061613194,False,False
P0135,E14,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,64771.29,1.0,150487.4,False,-0.2521534427021468,False,False
P0033,E05,Servicio de capacitación,services::capacitacion,2,1,45872.11,1.0,120276.96,False,-0.25218039120253494,False,False
P0023,E14,Servicio de transporte,services::transporte,2,1,61687.33,1.0,98386.36,False,-0.25265071945160567,False,False
P0100,E17,Adquisición de bienes de oficina,goods::bienes|oficina,2,1,71013.8,1.0,105981.8,False,-0.2530768435795215,False,False
P0112,E14,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,2,1,52767.69,1.0,131505.91,False,-0.25340103165965666,False,False
P0198,E03,Servicio de capacitación,services::capacitacion,2,1,73748.64,1.0,120226.7,False,-0.25368936045887697,False,False
P0201,E01,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,30842.55,1.0,136273.51,False,-0.25372891638344613,False,False
P0088,E14,Obra de rehabilitación vial,works::rehabilitacion|via,2,1,57961.77,1.0,140872.41999999998,False,-0.25423238696007966,False,False
P0111,E04,Adquisición de materiales de construcción,goods::construccion|material,2,1,56408.34,1.0,127413.53,False,-0.25460935462162687,False,False
P0130,E17,Servicio de capacitación,services::capacitacion,2,1,54314.19,1.0,123078.11,False,-0.25464987967271174,False,False
P0013,E05,Servicio de transporte,services::transporte,2,1,71182.85,1.0,116308.42,False,-0.2547149885884894,False,False
P0210,E13,Adquisición de materiales de construcción,goods::construccion|material,2,1,56769.77,1.0,125605.09,False,-0.25484337027689785,False,False
P0147,E01,Servicio de limpieza y vigilancia,services::limpieza|vigilancia,2,1,72219.67,1.0,130372.37,False,-0.25612479522594056,False,False
P0171,E10,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,2,1,65139.14,1.0,118545.11,False,-0.2561678321754036,False,False
P0118,E04,Servicio de capacitación,services::capacitacion,2,1,62758.87,1.0,123284.16,False,-0.25642165624221996,False,False
P0213,E08,Suministro de combustible,goods::combustible|suministro,2,1,68419.5,1.0,132098.51,False,-0.25673761193546984,False,False
