id_contrato,monto,modalidad,fecha_contrato,categoria_principal,objeto,n_pagos,monto_devengado_total,monto_pagado_total,fecha_primer_devengado,fecha_ultimo_pago,ratio_pagado_contrato,estado_pago_analitico
C001882,37110.77,Contratación Directa,2026-06-14,services,Consultoría en ingeniería,1,37110.77,37110.77,2026-07-16,2026-08-07,1.0,pagado_aproximadamente_completo
C001338,110590.06,Adjudicación Simplificada,2025-04-25,works,Obra de rehabilitación vial,1,110590.06,110590.06,2025-05-05,2025-05-23,1.0,pagado_aproximadamente_completo
C001957,18290.37,Licitación Pública,2024-01-20,goods,Suministro de combustible,1,18290.37,18290.37,2024-02-12,2024-03-04,1.0,pagado_aproximadamente_completo
C001736,57638.15,Adjudicación Simplificada,2025-05-14,works,Obra de rehabilitación vial,3,57638.15,57638.149999999994,2025-06-05,2025-07-29,0.9999999999999999,pagado_aproximadamente_completo
C003402,99356.25,Comparación de Precios,2024-03-21,goods,Adquisición de equipos informáticos,1,99356.25,99356.25,2024-03-31,2024-06-15,1.0,pagado_aproximadamente_completo
C001263,76781.75,Adjudicación Simplificada,2025-03-04,works,Obra de rehabilitación vial,1,31332.16,0.0,2025-03-21,,0.0,pendiente_sin_pago
C700110,383648.39,Adjudicación Simplificada,2026-01-21,goods,Adquisición de equipos informáticos,1,383648.39,383648.39,2026-02-17,2026-04-11,1.0,pagado_aproximadamente_completo
C000888,90697.01,Adjudicación Simplificada,2024-11-02,goods,Adquisición de equipos informáticos,1,90697.01,90697.01,2024-11-17,2025-02-24,1.0,pagado_aproximadamente_completo
C700271,298896.9,Licitación Pública,2024-01-11,services,Servicio de mantenimiento de infraestructura,2,298896.9,298896.9,2024-02-07,2024-03-21,1.0,pagado_aproximadamente_completo
C002460,43100.82,Concurso Público,2025-02-04,goods,,1,30305.68,0.0,2025-02-14,,0.0,pendiente_sin_pago
C002589,27126.41,Adjudicación Simplificada,2025-08-30,services,Servicio de mantenimiento de infraestructura,1,27126.41,27126.41,2025-09-29,2025-10-01,1.0,pagado_aproximadamente_completo
C001222,134873.99,Adjudicación Simplificada,2026-02-01,services,Consultoría en ingeniería,1,134873.99,134873.99,2026-02-15,2026-02-28,1.0,pagado_aproximadamente_completo
C002471,417751.45,Contratación Directa,2023-11-12,services,Consultoría en ingeniería,3,417751.45,417751.44999999995,2023-11-28,2024-01-27,0.9999999999999999,pagado_aproximadamente_completo
C000229,59240.54,Licitación Pública,2025-05-13,goods,Adquisición de equipos informáticos,2,59240.54,59240.53999999999,2025-06-22,2025-09-29,0.9999999999999999,pagado_aproximadamente_completo
C001149,18247.83,Comparación de Precios,2025-02-07,services,Servicio de capacitación,2,18247.83,18247.829999999998,2025-02-23,2025-04-01,0.9999999999999998,pagado_aproximadamente_completo
C800082,229687.09,Concurso Público Abreviado,2025-12-27,services,Servicio de capacitación,2,229687.09,229687.09,2026-01-14,2026-02-23,1.0,pagado_aproximadamente_completo
C000408,44059.78,Adjudicación Simplificada,2024-06-12,services,Consultoría en ingeniería,1,30123.77,0.0,2024-06-20,,0.0,pendiente_sin_pago
C000170,393239.8,Adjudicación Simplificada,2024-07-30,goods,Adquisición de bienes de oficina,2,393239.8,393239.8,2024-08-19,2024-10-09,1.0,pagado_aproximadamente_completo
C002918,50464.67,Adjudicación Simplificada,2026-01-13,services,Servicio de transporte,2,53724.03,53724.03,2026-02-14,2026-03-08,1.0645869674764543,sobrepago_senal_revisar
C002591,71146.48,Licitación Pública,2023-07-29,goods,Adquisición de equipos informáticos,3,71146.48,71146.48,2023-09-01,2023-10-19,1.0,pagado_aproximadamente_completo
C003361,61126.21,Comparación de Precios,2023-10-26,services,Servicio de transporte,3,61126.21,61126.20999999999,2023-11-20,2024-02-01,0.9999999999999999,pagado_aproximadamente_completo
C750063,102129.09,Concurso Público,2025-02-19,goods,Adquisición de bienes de oficina,1,67235.07,67235.07,2025-02-26,2025-03-09,0.6583341729569901,pago_parcial
C002103,143983.76,Licitación Pública,2025-09-13,services,Servicio de capacitación,2,93948.39,93948.39,2025-10-22,2025-11-13,0.6524929617062368,pago_parcial
C900145,553016.89,Contratación Directa,2024-02-07,goods,Adquisición de bienes de oficina,1,553016.89,553016.89,2024-03-13,2024-04-07,1.0,pagado_aproximadamente_completo
C002405,436378.24,Adjudicación Simplificada,2024-10-06,works,Obra de rehabilitación vial,1,436378.24,436378.24,2024-11-01,2024-11-19,1.0,pagado_aproximadamente_completo
C900087,606697.09,Adjudicación Simplificada,2024-08-06,services,Servicio de limpieza y vigilancia,1,606697.09,606697.09,2024-09-07,2024-09-29,1.0,pagado_aproximadamente_completo
C900106,90023.62,Contratación Directa,2026-03-23,goods,Adquisición de bienes de oficina,2,90023.62,90023.62,2026-03-30,2026-05-27,1.0,pagado_aproximadamente_completo
C000043,138943.14,Comparación de Precios,2024-06-24,services,Servicio de limpieza y vigilancia,2,138943.14,138943.14,2024-07-24,2024-08-13,1.0,pagado_aproximadamente_completo
C002651,68763.92,Contratación Directa,2023-06-24,services,Servicio de capacitación,2,68763.92,68763.92,2023-06-29,2023-09-02,1.0,pagado_aproximadamente_completo
C003307,45295.26,Adjudicación Simplificada,2025-09-13,goods,,3,45295.26,45295.259999999995,2025-10-14,2025-12-14,0.9999999999999999,pagado_aproximadamente_completo
C003165,38095.4,Licitación Pública,2023-03-23,works,Obra de rehabilitación vial,2,38095.4,38095.4,2023-04-12,2023-08-05,1.0,pagado_aproximadamente_completo
C000643,36849.74,Adjudicación Simplificada,2026-03-12,services,Consultoría en ingeniería,2,36849.74,36849.74,2026-04-06,2026-08-07,1.0,pagado_aproximadamente_completo
C900082,631022.94,Contratación Directa,2025-03-24,services,Servicio de limpieza y vigilancia,3,631022.9400000001,631022.94,2025-04-21,2025-06-20,1.0,pagado_aproximadamente_completo
C002422,33562.96,Comparación de Precios,2025-09-24,works,Obra de rehabilitación vial,1,19451.84,0.0,2025-11-02,,0.0,pendiente_sin_pago
C000584,26068.35,Adjudicación Simplificada,2023-03-20,goods,Adquisición de bienes de oficina,1,27940.53,27940.53,2023-03-28,2023-04-17,1.0718181242771407,sobrepago_senal_revisar
C000251,48144.92,Adjudicación Simplificada,2025-05-18,works,Obra de rehabilitación vial,2,48144.92,48144.92,2025-06-04,2025-07-24,1.0,pagado_aproximadamente_completo
C002172,155314.11,Comparación de Precios,2024-02-24,services,Servicio de transporte,3,155314.11,155314.11,2024-03-02,2024-05-19,1.0,pagado_aproximadamente_completo
C001444,30892.74,Comparación de Precios,2023-02-02,goods,Adquisición de bienes de oficina,2,25702.88,25702.88,2023-03-11,2023-04-04,0.8320038947662137,pago_parcial
C900296,584740.25,Adjudicación Simplificada,2025-05-05,goods,Compra de materiales de construcción,1,459518.95,0.0,2025-05-30,,0.0,pendiente_sin_pago
C000969,232858.01,Comparación de Precios,2024-06-08,goods,Adquisición de bienes de oficina,3,232858.01,232858.01,2024-06-29,2024-08-15,1.0,pagado_aproximadamente_completo
C003027,100399.93,Adjudicación Simplificada,2026-06-04,works,Obra de rehabilitación vial,1,100399.93,100399.93,2026-06-14,2026-07-04,1.0,pagado_aproximadamente_completo
C001322,48689.95,Adjudicación Simplificada,2024-05-02,services,Servicio de limpieza y vigilancia,2,48689.950000000004,48689.95,2024-05-11,2024-06-30,1.0,pagado_aproximadamente_completo
C700215,331928.5,Licitación Pública,2024-01-16,works,Obra de rehabilitación de carretera,1,239385.43,0.0,2024-02-04,,0.0,pendiente_sin_pago
C000325,14446.92,Adjudicación Simplificada,2023-08-10,goods,Adquisición de materiales de construcción,2,14446.919999999998,14446.92,2023-09-09,2023-11-22,1.0,pagado_aproximadamente_completo
C001620,29161.25,Licitación Pública,2024-07-07,goods,Adquisición de bienes de oficina,3,29161.25,29161.25,2024-08-14,2024-09-26,1.0,pagado_aproximadamente_completo
C002639,74634.18,Adjudicación Simplificada,2024-08-21,services,Servicio de mantenimiento de infraestructura,2,46425.18,46425.18,2024-09-26,2024-11-14,0.6220364449639563,pago_parcial
C002441,91398.17,Comparación de Precios,2023-02-24,goods,Suministro de combustible,2,91398.17,91398.17,2023-03-30,2023-04-13,1.0,pagado_aproximadamente_completo
C700129,477222.1,Adjudicación Simplificada,2025-06-12,goods,Adquisición de equipos informáticos,3,477222.1,477222.1,2025-07-23,2025-08-09,1.0,pagado_aproximadamente_completo
C001398,105176.89,Adjudicación Simplificada,2025-03-11,services,Consultoría en ingeniería,2,105176.89000000001,105176.89,2025-03-23,2025-04-25,1.0,pagado_aproximadamente_completo
C001159,47546.49,Comparación de Precios,2023-07-05,goods,Adquisición de bienes de oficina,3,47546.49,47546.49,2023-07-28,2023-09-16,1.0,pagado_aproximadamente_completo
C000561,54835.52,Adjudicación Simplificada,2025-05-28,goods,Suministro de combustible,2,54835.520000000004,54835.52,2025-07-12,2025-08-03,1.0,pagado_aproximadamente_completo
C002379,18600.38,Adjudicación Simplificada,2026-06-13,goods,Adquisición de materiales de construcción,1,18600.38,18600.38,2026-07-13,2026-07-30,1.0,pagado_aproximadamente_completo
C800074,139764.03,Licitación Pública Abreviada,2025-07-09,goods,Adquisición de equipo informático,1,139764.03,139764.03,2025-08-07,2025-11-27,1.0,pagado_aproximadamente_completo
C000755,143536.18,Comparación de Precios,2023-01-21,services,Consultoría en ingeniería,1,54264.2,0.0,2023-02-20,,0.0,pendiente_sin_pago
C002968,65242.18,Adjudicación Simplificada,2023-03-21,services,Servicio de mantenimiento de infraestructura,2,65242.18000000001,65242.18,2023-05-04,2023-06-03,1.0,pagado_aproximadamente_completo
C001880,28551.78,Comparación de Precios,2025-11-26,goods,Adquisición de equipos informáticos,1,28551.78,28551.78,2025-12-11,2026-02-28,1.0,pagado_aproximadamente_completo
C000099,122249.6,Comparación de Precios,2026-01-09,works,Obra de rehabilitación vial,3,122249.6,122249.59999999999,2026-01-26,2026-03-14,0.9999999999999999,pagado_aproximadamente_completo
C900036,526998.54,Contratación Directa,2026-01-19,goods,Adquisición de equipos informáticos,1,568771.67,568771.67,2026-01-28,2026-02-10,1.0792661209270142,sobrepago_senal_revisar
C001260,24956.52,Adjudicación Simplificada,2024-01-22,services,Servicio de limpieza y vigilancia,3,24956.52,24956.52,2024-02-16,2024-04-02,1.0,pagado_aproximadamente_completo
C000683,18244.36,Adjudicación Simplificada,2026-03-18,goods,Suministro de combustible,2,18244.36,18244.36,2026-03-23,2026-05-22,1.0,pagado_aproximadamente_completo
C001830,54054.76,Adjudicación Simplificada,2024-11-22,services,Servicio de capacitación,3,54054.759999999995,54054.759999999995,2025-01-02,2025-02-08,0.9999999999999999,pagado_aproximadamente_completo
C001626,208783.3,Comparación de Precios,2023-02-19,services,Servicio de mantenimiento de infraestructura,3,208783.30000000002,208783.3,2023-03-26,2023-05-25,1.0,pagado_aproximadamente_completo
C003185,7295.51,Concurso Público,2025-06-22,goods,Adquisición de equipos informáticos,2,7295.51,7295.509999999999,2025-07-19,2025-10-25,0.9999999999999999,pagado_aproximadamente_completo
C000495,18302.91,Comparación de Precios,2025-08-18,services,Consultoría en ingeniería,2,14173.67,14173.669999999998,2025-09-06,2025-11-03,0.7743943449429626,pago_parcial
C002720,3058.26,Contratación Directa,2025-07-15,services,Servicio de transporte,1,2329.9,0.0,2025-07-29,,0.0,pendiente_sin_pago
C700017,599665.76,Adjudicación Simplificada,2025-01-24,services,Servicio de transporte,2,599665.76,599665.76,2025-01-31,2025-04-07,1.0,pagado_aproximadamente_completo
C001057,94011.85,Comparación de Precios,2025-11-05,services,Servicio de transporte,2,94011.85,94011.84999999999,2025-11-23,2026-01-31,0.9999999999999999,pagado_aproximadamente_completo
C002077,11946.48,Licitación Pública,2023-01-25,goods,Suministro de combustible,1,12479.41,12479.41,2023-02-16,2023-02-22,1.0446097930101588,sobrepago_senal_revisar
C001128,49612.85,Adjudicación Simplificada,2025-08-28,services,Servicio de transporte,3,49612.85,49612.85,2025-09-27,2025-12-06,1.0,pagado_aproximadamente_completo
C000501,45537.71,Comparación de Precios,2026-02-12,works,Obra de rehabilitación vial,1,45537.71,45537.71,2026-03-10,2026-03-18,1.0,pagado_aproximadamente_completo
C800056,166582.39,Adjudicación Simplificada,2025-04-27,services,Servicio de mantenimiento de infraestructura,3,166582.39,166582.38999999998,2025-05-28,2025-07-22,0.9999999999999998,pagado_aproximadamente_completo
C002686,106373.82,Licitación Pública,2023-06-30,works,Obra de rehabilitación vial,1,106373.82,106373.82,2023-08-01,2023-08-03,1.0,pagado_aproximadamente_completo
C002185,10316.08,Adjudicación Simplificada,2023-09-27,goods,Adquisición de equipos informáticos,1,10316.08,10316.08,2023-11-11,2023-11-19,1.0,pagado_aproximadamente_completo
C000857,14268.05,Comparación de Precios,2026-06-04,goods,Adquisición de equipos informáticos,3,14268.050000000001,14268.05,2026-07-02,2026-08-07,1.0,pagado_aproximadamente_completo
C000596,179938.55,,2023-09-12,goods,Adquisición de materiales de construcción,3,179938.55,179938.55,2023-10-10,2023-12-22,1.0,pagado_aproximadamente_completo
C003310,24720.31,Licitación Pública,2025-02-11,services,Consultoría en ingeniería,3,24720.309999999998,24720.31,2025-03-18,2025-05-23,1.0,pagado_aproximadamente_completo
C002922,106150.01,Concurso Público,2025-04-01,services,Servicio de limpieza y vigilancia,3,106150.01000000001,106150.01000000001,2025-04-29,2025-06-18,1.0000000000000002,pagado_aproximadamente_completo
C001740,47337.98,Comparación de Precios,2023-01-19,goods,Adquisición de equipos informáticos,1,50450.28,50450.28,2023-02-02,2023-02-18,1.0657463626458077,sobrepago_senal_revisar
C001237,20851.01,Comparación de Precios,2026-05-28,services,Servicio de mantenimiento de infraestructura,1,20851.01,20851.01,2026-06-12,2026-06-27,1.0,pagado_aproximadamente_completo
C001041,82855.36,Adjudicación Simplificada,2024-05-18,works,Obra de rehabilitación vial,2,61855.31,61855.31,2024-06-14,2024-07-05,0.7465456670515944,pago_parcial
C001032,49266.3,Comparación de Precios,2025-11-05,services,Servicio de limpieza y vigilancia,3,49266.3,49266.3,2025-12-04,2026-01-08,1.0,pagado_aproximadamente_completo
C000174,198850.04,Contratación Directa,2024-02-15,services,Servicio de mantenimiento de infraestructura,1,125886.06,0.0,2024-03-04,,0.0,pendiente_sin_pago
C000217,24484.43,Comparación de Precios,2024-12-06,services,Servicio de mantenimiento de infraestructura,3,24484.43,24484.43,2025-01-07,2025-02-17,1.0,pagado_aproximadamente_completo
C000618,26434.93,Adjudicación Simplificada,2026-03-11,services,Servicio de mantenimiento de infraestructura,1,26434.93,26434.93,2026-03-27,2026-04-25,1.0,pagado_aproximadamente_completo
C001476,88654.22,Adjudicación Simplificada,2024-04-23,services,Consultoría en ingeniería,1,88654.22,88654.22,2024-05-25,2024-09-14,1.0,pagado_aproximadamente_completo
C002269,52483.62,Adjudicación Simplificada,2023-09-04,goods,Adquisición de materiales de construcción,1,52483.62,52483.62,2023-09-10,2023-12-13,1.0,pagado_aproximadamente_completo
C900294,,Contratación Directa,2026-02-28,goods,Compra de materiales de construcción,1,43848.46,0.0,2026-03-21,,,sin_pago_o_sin_cuantia
C001361,44967.11,Licitación Pública,2024-05-17,services,Consultoría en ingeniería,1,44967.11,44967.11,2024-06-30,2024-08-27,1.0,pagado_aproximadamente_completo
C002229,77838.27,Adjudicación Simplificada,2024-01-08,goods,Adquisición de equipos informáticos,3,77838.26999999999,77838.26999999999,2024-02-06,2024-03-16,0.9999999999999998,pagado_aproximadamente_completo
C000990,28319.65,Adjudicación Simplificada,2023-06-23,services,Servicio de capacitación,3,28319.65,28319.65,2023-07-22,2023-09-29,1.0,pagado_aproximadamente_completo
C002835,66480.59,Comparación de Precios,2023-11-11,goods,Suministro de combustible,1,56021.34,56021.34,2023-12-21,2024-01-02,0.8426721242997393,pago_parcial
C002921,58152.7,Licitación Pública,2023-10-29,services,Servicio de limpieza y vigilancia,1,37390.09,0.0,2023-11-13,,0.0,pendiente_sin_pago
C002585,19613.26,Comparación de Precios,2023-05-23,services,Servicio de mantenimiento de infraestructura,1,13280.07,0.0,2023-06-26,,0.0,pendiente_sin_pago
C001467,51962.72,Adjudicación Simplificada,2023-01-22,services,Servicio de mantenimiento de infraestructura,1,51962.72,51962.72,2023-02-20,2023-02-24,1.0,pagado_aproximadamente_completo
C000576,89349.41,Contratación Directa,2025-11-07,goods,Suministro de combustible,3,89349.41,89349.41,2025-11-14,2026-02-02,1.0,pagado_aproximadamente_completo
C000156,137452.25,Adjudicación Simplificada,2026-05-29,goods,Adquisición de materiales de construcción,1,137452.25,137452.25,2026-07-06,2026-08-07,1.0,pagado_aproximadamente_completo
C000908,87209.59,Concurso Público,2023-12-17,services,Servicio de transporte,2,87209.59,87209.59,2023-12-27,2024-02-05,1.0,pagado_aproximadamente_completo
C002023,90389.2,Comparación de Precios,2023-03-26,services,Consultoría en ingeniería,2,90389.2,90389.20000000001,2023-04-22,2023-05-12,1.0000000000000002,pagado_aproximadamente_completo
C002474,59087.28,Licitación Pública,2024-03-22,services,Servicio de mantenimiento de infraestructura,1,59087.28,59087.28,2024-03-30,2024-04-03,1.0,pagado_aproximadamente_completo
C700011,430394.51,Licitación Pública,2026-03-06,services,Servicio de transporte,1,430394.51,430394.51,2026-03-25,2026-03-28,1.0,pagado_aproximadamente_completo
C001557,429005.84,Comparación de Precios,2024-04-26,goods,Suministro de combustible,2,269967.08999999997,269967.08999999997,2024-05-09,2024-06-21,0.6292853495887141,pago_parcial
C002244,155517.7,Licitación Pública,2025-06-03,services,Consultoría en ingeniería,1,155517.7,155517.7,2025-06-30,2025-07-25,1.0,pagado_aproximadamente_completo
C000095,76241.39,Comparación de Precios,2024-09-16,services,Servicio de capacitación,2,60558.43,60558.43,2024-10-21,2024-11-18,0.7942986086691232,pago_parcial
C001351,26571.62,Adjudicación Simplificada,2024-07-31,services,Servicio de mantenimiento de infraestructura,1,26571.62,26571.62,2024-08-25,2024-09-16,1.0,pagado_aproximadamente_completo
C000240,18322.25,Comparación de Precios,2024-11-08,services,Servicio de transporte,2,18322.25,18322.25,2024-11-21,2024-12-29,1.0,pagado_aproximadamente_completo
C002341,14139.63,Adjudicación Simplificada,2025-11-07,goods,Suministro de combustible,2,8959.89,8959.89,2025-12-13,2026-01-18,0.6336721682250526,pago_parcial
C002578,99470.14,Licitación Pública,2023-05-18,services,Consultoría en ingeniería,1,73112.33,73112.33,2023-05-26,2023-06-04,0.735017865663002,pago_parcial
C002587,99633.66,Adjudicación Simplificada,2026-06-19,goods,Suministro de combustible,1,99633.66,99633.66,2026-07-21,2026-07-25,1.0,pagado_aproximadamente_completo
C001431,73492.55,Comparación de Precios,2025-05-10,goods,Adquisición de bienes de oficina,1,73492.55,73492.55,2025-06-15,2025-07-02,1.0,pagado_aproximadamente_completo
C900168,632470.89,Contratación Directa,2025-12-04,works,Obra de rehabilitación vial,3,632470.89,632470.89,2025-12-14,2026-02-15,1.0,pagado_aproximadamente_completo
C003393,13080.45,Comparación de Precios,2023-04-26,services,Servicio de mantenimiento de infraestructura,1,6207.86,0.0,2023-05-17,,0.0,pendiente_sin_pago
C002233,71749.53,Comparación de Precios,2025-11-20,goods,Suministro de combustible,1,53004.35,53004.35,2025-12-08,2026-01-02,0.738741424508286,pago_parcial
C000465,65688.52,Comparación de Precios,2026-03-28,services,Servicio de capacitación,2,65688.51999999999,65688.52,2026-04-04,2026-05-27,1.0,pagado_aproximadamente_completo
C002893,225524.7,Licitación Pública,2024-10-06,goods,Adquisición de equipos informáticos,3,225524.7,225524.7,2024-11-09,2025-01-20,1.0,pagado_aproximadamente_completo
C001130,115149.46,Adjudicación Simplificada,2026-02-25,services,Servicio de capacitación,1,115149.46,115149.46,2026-03-20,2026-04-01,1.0,pagado_aproximadamente_completo
C001412,61712.8,Adjudicación Simplificada,2026-03-18,goods,Suministro de combustible,2,61712.8,61712.8,2026-04-19,2026-05-19,1.0,pagado_aproximadamente_completo
C900154,331320.44,Contratación Directa,2025-02-06,goods,Compra de materiales de construcción,1,331320.44,331320.44,2025-03-02,2025-03-10,1.0,pagado_aproximadamente_completo
C001340,252696.17,Adjudicación Simplificada,2026-06-21,goods,Suministro de combustible,3,252696.16999999998,252696.16999999998,2026-07-09,2026-08-07,0.9999999999999999,pagado_aproximadamente_completo
C002769,66105.66,Contratación Directa,2024-01-21,goods,Suministro de combustible,2,66105.66,66105.66,2024-02-21,2024-03-02,1.0,pagado_aproximadamente_completo
C002202,59234.26,Adjudicación Simplificada,2026-01-29,services,Consultoría en ingeniería,1,59234.26,59234.26,2026-02-18,2026-03-09,1.0,pagado_aproximadamente_completo
C001642,235813.51,Adjudicación Simplificada,2023-02-28,services,Consultoría en ingeniería,3,235813.51,235813.51,2023-03-26,2023-05-21,1.0,pagado_aproximadamente_completo
C003368,137179.16,Contratación Directa,2023-01-19,goods,Adquisición de materiales de construcción,1,62480.24,0.0,2023-02-11,,0.0,pendiente_sin_pago
C000177,36900.11,Adjudicación Simplificada,2025-04-19,services,Servicio de limpieza y vigilancia,1,20439.86,0.0,2025-05-21,,0.0,pendiente_sin_pago
C002302,164852.95,Licitación Pública,2024-07-25,services,Servicio de transporte,1,164852.95,164852.95,2024-08-05,2024-08-16,1.0,pagado_aproximadamente_completo
C001670,31863.88,Adjudicación Simplificada,2023-08-02,goods,Adquisición de materiales de construcción,1,31863.88,31863.88,2023-08-18,2023-09-05,1.0,pagado_aproximadamente_completo
C800009,211611.67,Adjudicación Simplificada,2024-09-17,services,Servicio de capacitación,1,158273.44,0.0,2024-10-21,,0.0,pendiente_sin_pago
C000731,75046.25,Comparación de Precios,2026-04-11,works,Obra de rehabilitación vial,3,75046.25,75046.25,2026-04-28,2026-06-24,1.0,pagado_aproximadamente_completo
C003133,19350.57,Comparación de Precios,2025-07-30,goods,Adquisición de equipos informáticos,3,19350.57,19350.57,2025-09-01,2025-10-24,1.0,pagado_aproximadamente_completo
C002533,63737.82,Adjudicación Simplificada,2024-01-20,services,Servicio de transporte,1,63737.82,63737.82,2024-01-26,2024-04-28,1.0,pagado_aproximadamente_completo
C002115,18614.16,Licitación Pública,2026-02-15,services,Servicio de mantenimiento de infraestructura,3,18614.16,18614.16,2026-03-11,2026-04-21,1.0,pagado_aproximadamente_completo
C000073,29159.03,,2024-04-20,goods,Adquisición de materiales de construcción,2,29159.03,29159.03,2024-05-25,2024-06-30,1.0,pagado_aproximadamente_completo
C002045,2452.13,Contratación Directa,2023-03-07,goods,Suministro de combustible,2,2452.13,2452.13,2023-04-02,2023-08-07,1.0,pagado_aproximadamente_completo
C001264,188074.48,Adjudicación Simplificada,2026-01-20,services,Consultoría en ingeniería,2,188074.47999999998,188074.47999999998,2026-02-03,2026-02-28,0.9999999999999999,pagado_aproximadamente_completo
C001953,194358.9,Adjudicación Simplificada,2025-08-11,services,Servicio de transporte,2,194358.9,194358.90000000002,2025-09-17,2025-10-09,1.0000000000000002,pagado_aproximadamente_completo
C002572,65113.32,Comparación de Precios,2025-11-22,services,Consultoría en ingeniería,3,65113.32,65113.32,2025-12-17,2026-02-25,1.0,pagado_aproximadamente_completo
C001075,152812.81,Concurso Público,2023-10-13,works,Obra de rehabilitación vial,2,129685.92000000001,129685.92000000001,2023-10-26,2023-12-22,0.8486586955635461,pago_parcial
C001813,208390.07,Adjudicación Simplificada,2023-01-04,goods,Adquisición de bienes de oficina,2,208390.07,208390.07,2023-02-12,2023-03-06,1.0,pagado_aproximadamente_completo
C003013,20890.06,Adjudicación Simplificada,2025-10-14,goods,Suministro de combustible,2,20890.059999999998,20890.06,2025-11-07,2026-02-16,1.0,pagado_aproximadamente_completo
C002937,143875.93,Licitación Pública,2025-05-19,goods,Adquisición de materiales de construcción,2,143875.93,143875.93,2025-05-24,2025-08-11,1.0,pagado_aproximadamente_completo
C000052,30385.95,Comparación de Precios,2023-11-01,goods,Suministro de combustible,1,30385.95,30385.95,2023-12-02,2024-02-26,1.0,pagado_aproximadamente_completo
C000402,40958.86,Comparación de Precios,2024-07-29,services,Consultoría en ingeniería,2,40958.86,40958.86,2024-09-11,2024-10-10,1.0,pagado_aproximadamente_completo
C001921,8369.6,Comparación de Precios,2023-01-20,services,Servicio de mantenimiento de infraestructura,2,8369.599999999999,8369.6,2023-02-07,2023-03-05,1.0,pagado_aproximadamente_completo
C000436,135776.3,Comparación de Precios,2023-06-05,goods,Adquisición de materiales de construcción,3,135776.3,135776.3,2023-07-11,2023-08-25,1.0,pagado_aproximadamente_completo
C800008,242887.51,Adjudicación Simplificada,2024-09-15,services,Servicio de capacitación,2,242887.51,242887.51,2024-09-24,2024-12-01,1.0,pagado_aproximadamente_completo
C002552,74367.54,Concurso Público,2023-10-29,services,Consultoría en ingeniería,2,74367.54000000001,74367.54000000001,2023-11-19,2024-01-21,1.0000000000000002,pagado_aproximadamente_completo
C000564,26191.52,Comparación de Precios,2024-02-29,services,Consultoría en ingeniería,2,26191.52,26191.52,2024-03-06,2024-07-16,1.0,pagado_aproximadamente_completo
C001572,39132.74,Concurso Público,2023-09-30,services,Servicio de mantenimiento de infraestructura,3,39132.74,39132.740000000005,2023-10-10,2023-12-18,1.0000000000000002,pagado_aproximadamente_completo
C002936,48682.38,Concurso Público,2024-12-23,goods,Adquisición de bienes de oficina,2,48682.38,48682.380000000005,2025-01-03,2025-03-02,1.0000000000000002,pagado_aproximadamente_completo
C000026,83116.25,Adjudicación Simplificada,2023-06-28,services,Consultoría en ingeniería,1,83116.25,83116.25,2023-08-07,2023-09-03,1.0,pagado_aproximadamente_completo
C001295,57834.67,Concurso Público,2026-05-21,goods,Adquisición de equipos informáticos,1,57834.67,57834.67,2026-06-03,2026-06-20,1.0,pagado_aproximadamente_completo
C002144,187789.25,Comparación de Precios,2024-06-08,goods,Adquisición de materiales de construcción,3,187789.25,187789.25,2024-06-29,2024-08-05,1.0,pagado_aproximadamente_completo
C000214,41719.74,Licitación Pública,2024-01-28,services,Servicio de mantenimiento de infraestructura,2,41719.740000000005,41719.74,2024-03-05,2024-04-11,1.0,pagado_aproximadamente_completo
C900050,516934.35,Contratación Directa,2024-08-18,services,Servicio de limpieza y vigilancia,1,455788.96,455788.96,2024-09-09,2024-10-05,0.8817153667578872,pago_parcial
C003260,96309.56,Comparación de Precios,2023-12-18,services,Servicio de capacitación,2,96309.56,96309.56,2024-01-05,2024-01-19,1.0,pagado_aproximadamente_completo
C003365,63086.34,Comparación de Precios,2024-02-04,services,Servicio de limpieza y vigilancia,1,63086.34,63086.34,2024-03-11,2024-04-07,1.0,pagado_aproximadamente_completo
C002119,19097.1,Comparación de Precios,2023-12-03,services,Servicio de limpieza y vigilancia,1,14077.79,14077.79,2024-01-11,2024-01-27,0.7371689942451997,pago_parcial
C700228,724854.33,Concurso Público,2024-08-24,services,Servicio de mantenimiento de infraestructura,1,724854.33,724854.33,2024-09-27,2024-10-06,1.0,pagado_aproximadamente_completo
C000787,24749.85,Adjudicación Simplificada,2025-05-05,works,Obra de rehabilitación vial,3,24749.85,24749.85,2025-05-10,2025-07-08,1.0,pagado_aproximadamente_completo
C003083,37864.61,Adjudicación Simplificada,2024-12-21,services,Consultoría en ingeniería,3,37864.61,37864.61,2025-01-06,2025-03-07,1.0,pagado_aproximadamente_completo
C900142,267340.37,Contratación Directa,2025-08-02,services,Servicio de capacitación,2,226289.53,226289.53,2025-09-02,2025-09-23,0.8464472836631445,pago_parcial
C001017,64052.26,Licitación Pública,2025-01-21,works,Obra de rehabilitación vial,2,64052.259999999995,64052.26,2025-02-15,2025-06-01,1.0,pagado_aproximadamente_completo
C000321,5742.54,Comparación de Precios,2023-10-29,goods,Adquisición de bienes de oficina,1,5742.54,5742.54,2023-11-25,2023-12-22,1.0,pagado_aproximadamente_completo
C900009,420048.58,Contratación Directa,2026-02-11,services,Servicio de capacitación,1,420048.58,420048.58,2026-03-21,2026-04-12,1.0,pagado_aproximadamente_completo
