id_proveedor,id_entidad,objeto,objeto_familia,max_contratos_ventana_15d,monto_total_ventana_15d,pct_montos_bajo_umbral,score_anomalia,senal_priorizacion_fraccionamiento,label
P0152,E02,Adquisición de equipos informáticos,goods::equipo|informatico,1,300571.51,1.0,0.5906186535617184,False,0
P0092,E17,Adquisición de materiales de construcción,goods::construccion|material,1,173751.22,1.0,0.5905724494390516,False,0
P0156,E06,Adquisición de bienes de oficina,goods::bienes|oficina,1,160867.73,1.0,0.5898640169651937,False,0
P0060,E09,Adquisición de materiales de construcción,goods::construccion|material,1,179938.55,1.0,0.5897696505222224,False,0
P0211,E06,Servicio de capacitación,services::capacitacion,1,153321.06,1.0,0.5891438940929211,False,0
P0165,E13,Servicio de transporte,services::transporte,1,190024.03,1.0,0.5878712143919985,False,0
P0194,E15,Adquisición de equipos informáticos,goods::equipo|informatico,1,161935.86,1.0,0.5874483562114041,False,0
P0213,E05,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,244759.34,1.0,0.5867969916438673,False,0
P0180,E09,Adquisición de equipos informáticos,goods::equipo|informatico,1,217171.85,1.0,0.5857868983289348,False,0
P0145,E08,Servicio de capacitación,services::capacitacion,1,235014.27,1.0,0.585756408394742,False,0
P0125,E08,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,1,208783.3,1.0,0.5850198027756683,False,0
P0126,E15,Servicio de mantenimiento de infraestructura,services::infraestructura|mantenimiento,2,74651.58,1.0,0.3909656485015018,False,0
P0025,E01,Adquisición de bienes de oficina,goods::bienes|oficina,2,345263.26,1.0,0.352755680074353,False,0
P0176,E16,Servicio de capacitación,services::capacitacion,2,153687.86,1.0,0.3514581184553943,False,0
P0165,E00,Adquisición de bienes de oficina,goods::bienes|oficina,2,220310.14,1.0,0.33554210969495146,False,0
P0148,E17,Servicio de capacitación,services::capacitacion,2,268384.3,1.0,0.3354608520455897,False,0
P0145,E04,Servicio de capacitación,services::capacitacion,2,232151.22,1.0,0.33461229964921835,False,0
