id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico,monto_capped,monto_norm,modalidad_Adjudicación Simplificada,modalidad_Comparación de Precios,modalidad_Concurso Público,modalidad_Concurso Público Abreviado,modalidad_Contratación Directa,modalidad_Licitación Pública,modalidad_Licitación Pública Abreviada,es_contratacion_directa,es_comparacion_precios
C001688,P0020,E07,F013,Adjudicación Simplificada,Consultoría en ingeniería,services,117034.2,2024-07-16,False,False,normal,117034.2,0.06810963937849225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001632,P0103,E15,F035,Licitación Pública,Adquisición de bienes de oficina,goods,9752.1,2023-07-25,False,False,normal,9752.1,-0.7652961750664812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001670,P0037,E17,F003,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,31863.88,2023-08-02,False,False,normal,31863.88,-0.5935239407447437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000168,P0187,E12,F050,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,101662.46,2026-01-20,False,False,normal,101662.46,-0.05130354785531813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003436,P0085,E11,F049,Comparación de Precios,Consultoría en ingeniería,services,10499.52,2024-06-02,False,False,normal,10499.52,-0.7594899485493598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000962,P0117,E05,F059,Comparación de Precios,Adquisición de materiales de construcción,goods,11742.88,2024-10-31,False,False,normal,11742.88,-0.7498310823130697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000945,P0049,E12,F021,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,62533.02,2026-04-12,False,False,normal,62533.02,-0.3552750660487141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000462,P0212,E10,F004,Comparación de Precios,Consultoría en ingeniería,services,92749.32,2024-10-28,False,False,normal,92749.32,-0.12054401482009669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001945,P0005,E11,F007,Concurso Público,Servicio de mantenimiento de infraestructura,services,43195.77,2024-09-29,False,False,normal,43195.77,-0.5054937566352711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000328,P0005,E04,F053,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,1103772.76,2024-05-29,False,False,normal,714814.3156000002,4.711879887170328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002644,P0180,E07,F023,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,17827.48,2025-02-26,False,False,normal,17827.48,-0.7025637281265663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002093,P0107,E04,F030,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,70035.54,2024-01-09,False,False,normal,70035.54,-0.2969928009645137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000367,P0212,E10,F026,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,80947.19,2024-06-27,False,False,normal,80947.19,-0.21222719183504568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003199,P0089,E06,F006,Comparación de Precios,Obra de rehabilitación vial,works,31171.29,2025-10-12,False,False,normal,31171.29,-0.5989042281647927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002800,P0015,E12,F050,Contratación Directa,Servicio de capacitación,services,58530.34,2026-02-19,False,False,normal,58530.34,-0.3863693192872563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C003364,P0142,E03,F000,Contratación Directa,Adquisición de equipos informáticos,goods,59289.6,2024-07-02,False,False,normal,59289.6,-0.38047111540538325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001506,P0121,E08,F015,Concurso Público,Servicio de capacitación,services,56163.05,2024-10-20,False,False,normal,56163.05,-0.40475927670305484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000772,P0117,E14,F029,Licitación Pública,Servicio de capacitación,services,107065.79,2023-12-19,False,False,normal,107065.79,-0.009328543270536994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002356,P0038,E08,F015,Adjudicación Simplificada,Servicio de transporte,services,54225.22,2025-02-23,False,False,normal,54225.22,-0.4198130348733918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003315,P0076,E15,F035,Licitación Pública,Consultoría en ingeniería,services,83322.68,2025-02-08,False,False,normal,83322.68,-0.19377353387946983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002912,P0098,E08,F005,Adjudicación Simplificada,Servicio de transporte,services,32864.85,2023-07-07,False,False,normal,32864.85,-0.5857480469275552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000498,P0107,E09,F033,Concurso Público,Suministro de combustible,goods,40627.97,2023-05-17,False,False,normal,40627.97,-0.5254413476157963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003136,P0138,E10,F026,Comparación de Precios,Servicio de capacitación,services,19941.71,2023-08-26,False,False,normal,19941.71,-0.6861396315151652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000435,P0110,E16,F057,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,95589.65,2024-11-09,False,False,normal,95589.65,-0.09847931309499548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000365,P0210,E16,F042,Contratación Directa,Adquisición de equipos informáticos,goods,258423.57,2023-06-03,False,False,normal,258423.57,1.1664729549615365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C700034,P0062,E14,F029,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,142266.35,2025-03-02,False,False,hard_negative_concentracion_legitima,142266.35,0.2641220265423131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000276,P0019,E07,F036,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,23960.85,2023-04-09,False,False,normal,23960.85,-0.6549175110955576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002452,P0019,E06,F006,Licitación Pública,Adquisición de materiales de construcción,goods,34962.04,2024-10-18,False,False,normal,34962.04,-0.5694563231451549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002073,P0146,E14,F016,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,28450.78,2024-11-10,False,False,normal,28450.78,-0.6200381251732936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002608,P0115,E15,F035,Comparación de Precios,Servicio de transporte,services,72304.07,2025-09-13,False,False,normal,72304.07,-0.2793700466351068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000407,P0041,E04,F053,Licitación Pública,Servicio de mantenimiento de infraestructura,services,75992.38,2024-08-03,False,False,normal,75992.38,-0.25071793226117545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C003115,P0112,E04,F019,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,407145.87,2025-12-18,False,False,normal,407145.87,2.3218010997091656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002599,P0024,E06,F006,Concurso Público,Adquisición de equipos informáticos,goods,36809.22,2024-09-18,False,False,normal,36809.22,-0.5551067666736982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000844,P0087,E01,F018,Licitación Pública,Adquisición de bienes de oficina,goods,21452.61,2024-02-07,False,False,normal,21452.61,-0.6744024186432609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001651,P0016,E17,F003,Licitación Pública,Obra de rehabilitación vial,works,17402.62,2024-04-03,False,False,normal,17402.62,-0.7058641929228845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001421,P0054,E16,F002,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,56525.4,2026-03-23,False,False,normal,56525.4,-0.40194441199716135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001966,P0017,E05,F001,Comparación de Precios,Adquisición de materiales de construcción,goods,36117.22,2023-02-10,False,False,normal,36117.22,-0.5604824707622267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001925,P0127,E09,F034,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,28199.35,2025-01-17,False,False,normal,28199.35,-0.6219913235533207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001764,P0139,E09,F046,Concurso Público,Suministro de combustible,goods,14993.75,2024-02-01,False,False,normal,14993.75,-0.7245771586855053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003372,P0156,E01,F017,Concurso Público,Adquisición de equipos informáticos,goods,75833.26,2023-08-26,False,False,normal,75833.26,-0.2519540334671967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C001703,P0164,E01,F048,Comparación de Precios,Consultoría en ingeniería,services,236393.99,2024-01-11,False,False,normal,236393.99,0.9953392797092743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000855,P0053,E07,F023,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,88891.62,2023-08-30,False,False,normal,88891.62,-0.15051201144194118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001402,P0103,E13,F055,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,159569.33,2025-07-12,False,False,normal,159569.33,0.39853777846388316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000078,P0176,E03,F000,Licitación Pública,Servicio de transporte,services,243731.23,2026-06-17,False,False,normal,243731.23,1.0523375904990357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000944,P0192,E06,F039,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,83805.02,2023-07-28,False,False,normal,83805.02,-0.19002654383602924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000199,P0205,E05,F059,Comparación de Precios,Servicio de transporte,services,48821.76,2023-10-25,False,False,normal,48821.76,-0.4617890493447792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003480,P0009,E09,F034,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,46521.78,2025-04-23,False,False,normal,46521.78,-0.4796561185493078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001429,P0091,E16,F057,Comparación de Precios,Adquisición de materiales de construcción,goods,12119.52,2026-04-24,False,False,normal,12119.52,-0.7469052077640764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000801,P0145,E06,F006,Comparación de Precios,Consultoría en ingeniería,services,20948.62,2025-03-15,False,False,normal,20948.62,-0.6783175936484307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002229,P0159,E07,F036,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,77838.27,2024-01-08,False,False,normal,77838.27,-0.23637839697219593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002024,P0168,E13,F055,Adjudicación Simplificada,Suministro de combustible,goods,189310.83,2023-10-08,False,False,normal,189310.83,0.6295804130722211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003332,P0157,E10,F026,Licitación Pública,Obra de rehabilitación vial,works,5116.83,2025-03-09,False,False,normal,5116.83,-0.8013046142145064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000231,P0103,E16,F057,Comparación de Precios,Adquisición de bienes de oficina,goods,126769.0,2024-08-30,False,False,normal,126769.0,0.14373305579613257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002956,P0141,E01,F048,Licitación Pública,Adquisición de bienes de oficina,goods,77423.28,2023-05-12,False,False,normal,77423.28,-0.23960218807002606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001729,P0086,E11,F054,Adjudicación Simplificada,Obra de rehabilitación vial,works,270159.71,2025-11-04,False,False,normal,270159.71,1.2576434979984479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002548,P0048,E13,F058,Comparación de Precios,Servicio de capacitación,services,17247.41,2023-09-06,False,False,normal,17247.41,-0.7070699198471337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003218,P0129,E01,F017,Concurso Público,Suministro de combustible,goods,241279.47,2023-07-05,False,False,normal,241279.47,1.033291439839945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003091,P0100,E04,F019,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,20971.04,2023-11-13,False,False,normal,20971.04,-0.6781434270506491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C900045,P0074,E06,F006,Contratación Directa,Adquisición de bienes de oficina,goods,407265.57,2026-05-26,True,False,favoritismo_sembrado,407265.57,2.3227309722227454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C003078,P0196,E12,F050,Adjudicación Simplificada,Suministro de combustible,goods,11953.02,2025-09-08,False,False,normal,11953.02,-0.7481986394558972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001407,P0092,E08,F015,Comparación de Precios,Consultoría en ingeniería,services,35158.52,2026-06-18,False,False,normal,35158.52,-0.5679299960652214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C700038,P0062,E14,F040,Concurso Público,Adquisición de equipos informáticos,goods,475114.73,2026-04-29,False,False,hard_negative_concentracion_legitima,475114.73,2.8498075716667093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C001143,P0057,E04,F053,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,10500.77,2023-04-29,False,False,normal,10500.77,-0.759480238101223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003353,P0083,E12,F021,Licitación Pública,Adquisición de materiales de construcción,goods,72212.2,2025-12-15,False,False,normal,72212.2,-0.2800837257313686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000191,P0165,E16,F002,Contratación Directa,Servicio de transporte,services,63080.9,2026-01-16,False,False,normal,63080.9,-0.3510189377885653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000104,P0120,E02,F051,Concurso Público,Consultoría en ingeniería,services,106890.6,2025-05-11,False,False,normal,106890.6,-0.010689481997804682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003151,P0185,E14,F029,Adjudicación Simplificada,Consultoría en ingeniería,services,80840.04,2025-03-16,False,False,normal,80840.04,-0.21305957144933163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002168,P0038,E15,F035,Adjudicación Simplificada,Servicio de capacitación,services,302318.02,2025-06-03,False,False,normal,302318.02,1.5074607791359718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003287,P0060,E00,F041,Adjudicación Simplificada,Obra de rehabilitación vial,works,21424.59,2025-05-08,False,False,normal,21424.59,-0.6746200880486953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001539,P0134,E14,F016,Adjudicación Simplificada,Consultoría en ingeniería,services,17968.94,2024-05-18,False,False,normal,17968.94,-0.7014648161318217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001419,P0155,E17,F031,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,111809.12,2023-03-06,False,False,normal,111809.12,0.027519344698017662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001869,P0110,E06,F039,Adjudicación Simplificada,Servicio de capacitación,services,9690.05,2025-08-09,False,False,normal,9690.05,-0.7657782017119915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001465,P0131,E05,F009,Licitación Pública,Consultoría en ingeniería,services,55481.47,2024-04-07,False,False,normal,55481.47,-0.41005403449591504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002825,P0117,E03,F000,Adjudicación Simplificada,Suministro de combustible,goods,134829.25,2026-04-25,False,False,normal,134829.25,0.2063479674717998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002900,P0040,E00,F041,Adjudicación Simplificada,Servicio de transporte,services,47880.41,2025-08-15,False,False,normal,47880.41,-0.4691017936276351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001226,P0131,E17,F031,Adjudicación Simplificada,Consultoría en ingeniería,services,18871.62,2026-05-22,False,False,normal,18871.62,-0.6944524742725257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001987,P0076,E12,F050,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,40871.93,2023-10-03,False,False,normal,40871.93,-0.5235461788738348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002242,P0112,E10,F008,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,28057.75,2023-09-20,False,False,normal,28057.75,-0.6230913231182565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001656,P0208,E03,F000,Adjudicación Simplificada,Obra de rehabilitación vial,works,24060.76,2026-02-07,False,False,normal,24060.76,-0.6541413743968801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C900005,P0016,E07,F023,Contratación Directa,Adquisición de materiales de construcción,goods,166418.67,2024-05-12,True,False,favoritismo_sembrado,166418.67,0.45174590713689156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002962,P0173,E06,F006,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,24111.33,2026-06-17,False,False,normal,24111.33,-0.653748528507058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001423,P0189,E05,F032,Comparación de Precios,Consultoría en ingeniería,services,35005.55,2023-11-03,False,False,normal,35005.55,-0.5691183218664094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003113,P0170,E00,F041,Adjudicación Simplificada,Consultoría en ingeniería,services,267849.53,2024-09-05,False,False,normal,267849.53,1.2396971915371233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000994,P0059,E05,F047,Licitación Pública,Servicio de capacitación,services,250565.87,2025-04-07,False,False,normal,250565.87,1.105431524301955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000464,P0020,E08,F015,Licitación Pública,Adquisición de bienes de oficina,goods,60553.21,2024-12-18,False,False,normal,60553.21,-0.3706549399092771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001298,P0088,E10,F008,Comparación de Precios,Adquisición de bienes de oficina,goods,175081.92,2025-04-04,False,False,normal,175081.92,0.5190451389937476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001270,P0142,E00,F041,Contratación Directa,Consultoría en ingeniería,services,188598.87,2025-07-26,False,False,normal,188598.87,0.6240496525478444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002973,P0182,E12,F050,Licitación Pública,Obra de rehabilitación vial,works,58734.94,2023-11-20,False,False,normal,58734.94,-0.38477991313622606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001950,P0052,E17,F031,Comparación de Precios,Adquisición de materiales de construcción,goods,15306.04,2024-06-03,False,False,normal,15306.04,-0.722151178006594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002236,P0145,E04,F030,Contratación Directa,Servicio de capacitación,services,192765.79,2026-01-18,False,False,normal,192765.79,0.6564197809879762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001454,P0170,E10,F004,Comparación de Precios,Adquisición de equipos informáticos,goods,179755.3,2024-04-15,False,False,normal,179755.3,0.5553496302845672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000212,P0149,E05,F052,Comparación de Precios,Adquisición de materiales de construcción,goods,220480.62,2024-05-18,False,False,normal,220480.62,0.8717185164559991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001036,P0098,E06,F006,Contratación Directa,Adquisición de materiales de construcción,goods,106441.13,2026-06-05,False,False,normal,106441.13,-0.014181126097040092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C700087,P0054,E10,F004,Concurso Público,Servicio de capacitación,services,516456.29,2025-05-04,False,False,hard_negative_concentracion_legitima,516456.29,3.170963631085995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000900,P0078,E12,F021,Licitación Pública,Consultoría en ingeniería,services,29543.66,2024-07-27,False,False,normal,29543.66,-0.6115482415255031,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001578,P0193,E17,F003,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,156554.15,2023-09-09,False,False,normal,156554.15,0.3751147792534073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001446,P0082,E09,F027,Comparación de Precios,Suministro de combustible,goods,164476.67,2025-02-04,False,False,normal,164476.67,0.43665975491157033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000741,P0084,E17,F003,Adjudicación Simplificada,Servicio de capacitación,services,173565.82,2023-02-07,False,False,normal,173565.82,0.5072675306575943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003434,P0196,E16,F057,Licitación Pública,Suministro de combustible,goods,75677.01,2025-07-27,False,False,normal,75677.01,-0.2531678394842958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002866,P0093,E08,F015,Concurso Público,Obra de rehabilitación vial,works,26389.41,2024-05-12,False,False,normal,26389.41,-0.636051586353886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C001961,P0213,E05,F047,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,244759.34,2024-08-28,False,False,normal,244759.34,1.0603243175661698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001206,P0148,E17,F003,Comparación de Precios,Servicio de capacitación,services,218808.61,2025-12-21,False,False,normal,218808.61,0.8587297433446398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000509,P0130,E01,F017,Comparación de Precios,Servicio de limpieza y vigilancia,services,181674.09,2023-10-10,False,False,normal,181674.09,0.5702554789088845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000597,P0100,E13,F058,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,106230.07,2024-06-12,False,False,normal,106230.07,-0.01582071584404126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001588,P0058,E06,F006,Licitación Pública,Consultoría en ingeniería,services,72722.48,2025-11-23,False,False,normal,72722.48,-0.2761196877511745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000981,P0067,E15,F035,Licitación Pública,Servicio de mantenimiento de infraestructura,services,145339.31,2025-11-14,False,False,normal,145339.31,0.287993881507464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002742,P0176,E14,F029,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,28631.83,2024-02-19,False,False,normal,28631.83,-0.6186316638651606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003260,P0176,E16,F002,Comparación de Precios,Servicio de capacitación,services,96309.56,2023-12-18,False,False,normal,96309.56,-0.09288679412046866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000518,P0185,E12,F021,Comparación de Precios,Consultoría en ingeniería,services,26171.22,2023-03-13,False,False,normal,26171.22,-0.6377465644970595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001289,P0118,E03,F000,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,95462.89,2025-05-01,False,False,normal,95462.89,-0.09946403021965132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000767,P0035,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,152897.48,2024-02-14,False,False,normal,152897.48,0.34670845574271464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003411,P0174,E14,F040,Comparación de Precios,Consultoría en ingeniería,services,117874.56,2025-04-26,False,False,normal,117874.56,0.0746378571354804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000421,P0028,E02,F025,Comparación de Precios,Adquisición de equipos informáticos,goods,73527.19,2024-02-25,False,False,normal,73527.19,-0.26986841197504763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000123,P0094,E05,F045,Comparación de Precios,Adquisición de equipos informáticos,goods,54383.77,2025-09-23,False,False,normal,54383.77,-0.418581361631721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003217,P0146,E09,F033,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,296134.97,2023-07-04,False,False,normal,296134.97,1.459428630054214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002298,P0186,E10,F008,Concurso Público,Adquisición de materiales de construcción,goods,37002.43,2025-09-02,False,False,normal,37002.43,-0.5536058421260905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000819,P0051,E12,F021,Adjudicación Simplificada,Servicio de capacitación,services,81068.38,2023-12-28,False,False,normal,81068.38,-0.21128574446728732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000100,P0199,E06,F006,Contratación Directa,Adquisición de bienes de oficina,goods,38535.98,2024-07-20,False,False,normal,38535.98,-0.5416926759339475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C003257,P0066,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,100627.87,2024-11-26,False,False,normal,100627.87,-0.059340613885593765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003422,P0142,E07,F013,Licitación Pública,Servicio de mantenimiento de infraestructura,services,26407.4,2023-02-13,False,False,normal,26407.4,-0.6359118335843014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002859,P0027,E13,F055,Contratación Directa,Servicio de transporte,services,70491.8,2023-08-12,False,False,normal,70491.8,-0.29344840971099917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C003235,P0016,E03,F000,Comparación de Precios,Suministro de combustible,goods,52373.96,2023-12-31,False,False,normal,52373.96,-0.434194286247567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001103,P0089,E17,F012,Contratación Directa,Adquisición de bienes de oficina,goods,46260.69,2023-05-16,False,False,normal,46260.69,-0.48168435927253594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002501,P0172,E05,F001,Comparación de Precios,Consultoría en ingeniería,services,149440.32,2025-03-04,False,False,normal,149440.32,0.31985199743823894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002728,P0051,E11,F007,Licitación Pública,Servicio de mantenimiento de infraestructura,services,12042.87,2024-01-20,False,False,normal,12042.87,-0.7475006524438246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002958,P0103,E02,F011,Adjudicación Simplificada,Obra de rehabilitación vial,works,108776.33,2024-02-17,False,False,normal,108776.33,0.003959544694190688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001517,P0209,E04,F019,Licitación Pública,Servicio de transporte,services,110368.42,2024-12-17,False,False,normal,110368.42,0.016327470593475796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002798,P0140,E02,F044,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,40354.11,2025-08-10,False,False,normal,40354.11,-0.52756879027719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003066,P0124,E00,F041,Comparación de Precios,Servicio de capacitación,services,33747.65,2026-02-24,False,False,normal,33747.65,-0.5788901400354268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002855,P0048,E01,F018,Comparación de Precios,Adquisición de equipos informáticos,goods,48109.44,2024-12-31,False,False,normal,48109.44,-0.4673226064782194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000982,P0149,E10,F026,Comparación de Precios,Adquisición de bienes de oficina,goods,35716.76,2025-08-08,False,False,normal,35716.76,-0.5635933876109147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
